store_id,turn_number,episode_id,stored_similarity,stored_rank,recomputed_pair_similarity,recomputed_pair_rank,recomputed_user_similarity,assistant_characters,pair_text_sha256
study_009_arm_s,27,94437074-b00b-400a-b6df-014a49b5c2ef,0.2352387011051178,23,0.2352387011051178,23,0.39689064025878906,2973,a7230cd73300ca5b6aa2a2a80e3d5d5045c79a4df7d2abb46896e5c5afcff2b0
study_009_arm_s,28,506636c6-231b-4328-b18d-aa9c60b4bb52,0.09339947998523712,96,0.09339947998523712,96,0.48399123549461365,3620,23635ded08885ab4455c8f3d5800cc1454eaa220426630652204831c3d4e540e
study_009_arm_s,29,3ff810ad-575f-4ebf-a6c8-38133bf3e7c0,0.1426643282175064,66,0.1426643282175064,66,0.290813684463501,2872,4f76df8d676eb0c394de5c2157c60440223156e10e972252e9de250543181ffe
study_009_arm_s,30,e31218f9-45ed-43f9-8f1c-70e0d6e74dfd,0.16509339213371277,56,0.16509339213371277,56,0.32099074125289917,2927,7cb550a0b867cd0ddad8a50556cd5a7bf3d08fe7a222b46a68075b4262ab9024
study_009_arm_s,31,0ef37566-31d7-4d71-b003-98e4d48001c3,0.06375829875469208,109,0.06375829875469208,109,0.3208642303943634,4180,eb1d28839773a8e473ec9a151ff28befd25190a54dea21688aa7faeae6fa5c02
study_009_arm_s,32,ec19172c-736a-4620-ad4b-237bf0dc330a,0.1286306381225586,75,0.1286306381225586,75,0.25383260846138,3806,93c882ac4e821050ed6c4574b8c95d506267de605b48b456d41176181824849e
study_009_arm_s,33,f4119aa9-2cb7-4960-9d02-b2e7ac2e1d9e,0.155397430062294,60,0.155397430062294,60,0.20976069569587708,2429,472f97addffc1cfb2a1d3bb57cb2e03f1407ec39dec6ebf16084273dec43cc8f
study_009_arm_s,34,ad4cab70-81f2-46e1-a95d-7634ebe48129,0.11936093121767044,83,0.11936093121767044,83,0.21334320306777954,2875,d688b69b8314f187c5c8200b691ec64e78ecfec36720b2b71f75fe28550a5928
study_009_arm_s,35,b21df3c4-5f4a-4c68-b019-6f3958731aab,0.03546867147088051,116,0.03546867147088051,116,0.34859535098075867,2839,636f21ef71830df16f408f46056e2e83c6962a9ddad26db8daa9ccc63915d909
study_009_arm_s,36,e026af4e-ac7b-44ac-9475-25a0c1bdbe33,0.17378517985343933,47,0.17378517985343933,47,0.3354925215244293,3343,f56f037db9f04b178552bde1ea683557c08476dd3cf8470b3e83e672f8165868
study_009_arm_s,37,adb2d4b2-b6d4-47ee-83d6-97ba9fffc05b,0.40001001954078674,4,0.40001001954078674,4,0.36250191926956177,3449,97e57e87cce4a907f05bbe0ac50b029f1fdc18f2d0f9cdceca37aa81e4debda5
study_009_arm_s,38,679524dd-4b86-419c-8760-638b37133ecc,0.2056434452533722,32,0.2056434452533722,32,0.3952149748802185,3922,cbb56bb408ef72a972810c4cbd6599544eb55d223c7d50511f3ecd4f5bdea6b4
study_009_arm_s,39,503b9605-9760-422f-8918-4436f48d753f,0.13974325358867645,68,0.13974325358867645,68,0.2326212376356125,2717,6a7dc4558989f6d9b3c594e14f7409595b20672d1f35381781a6115bb9b4c4e1
study_009_arm_s,40,cbb7f27f-6f85-41ae-8f6c-d162d1d7a4f7,0.20258696377277374,35,0.20258696377277374,35,0.3295303285121918,3681,c6a5674abd4fd25a567060c8fae19c20b05b2446eccb118ba5887cbef1b19863
study_009_arm_s,41,644cd31a-b5c2-45f1-971a-7e7716477e9a,0.1438329517841339,62,0.1438329517841339,62,0.2915393114089966,4114,e5a007d4faf2d456aa96ac952753845e696c7a35a283fd3581d3e27980b929e7
study_009_arm_s,42,938156be-b2ba-4f75-ab25-00750a6882bf,0.1402241587638855,67,0.1402241587638855,67,0.42678454518318176,3156,b82cb4cdfaecd373d49e1a4b1a1c55cdc84cd7fac498585569281ef75e117742
study_009_arm_s,43,49b8ba6d-97f0-4c33-aaac-bde4ac217d35,0.18850716948509216,40,0.18850716948509216,40,0.37728118896484375,4627,5d2848742f3fb3b0fc25374ecda40343b63bd3d6580fb8effac52f49fe9d4444
study_009_arm_s,44,d95d835e-84f7-4cc7-b8e6-869d4e84566a,0.13353966176509857,72,0.13353966176509857,72,0.2176273614168167,3452,f75c73b5dd6bcc35eb2631033a0fab0491061c5819e5dd7a1ce504631fb88ac8
study_009_arm_s,45,66c7f179-a4cc-4d55-a5e1-b2d88e7b800f,0.10483945906162262,92,0.10483945906162262,92,0.3859632909297943,3403,70e99ebf7358fa35554b201b4f434e800c1c5880c78af88d6a7ef575a5864f0b
study_009_arm_s,46,5e475b4a-3ca6-4ee8-9cc4-46895f5cafd1,0.05758281797170639,110,0.05758281797170639,110,0.3506110906600952,3819,fcd6fb2eae594f7751b2305eedb411a82c1c2af92a871c231e1a69fb55f68b79
study_009_arm_s,47,7c9bade1-9cf7-4c24-9d3f-a6e9ebb7764c,0.1434534788131714,64,0.1434534788131714,64,0.41126900911331177,3686,563514a493edb610e4137a0a7695d74d6b624c4d37d549deef9a69683f9167fe
study_009_arm_s,48,e502d084-7e08-424f-9396-9dcfe1dfc4d4,0.054590463638305664,113,0.054590463638305664,113,0.3778318762779236,3458,771ba923891a343dd6ac72e23c5a60b79cccadf40e1d3499a0f468992cc6d5e0
study_009_arm_s,49,d76dfbfb-dd18-43fa-b0ce-248e525d7de0,0.29817816615104675,8,0.29817816615104675,8,0.3473122715950012,3155,cd33539c8594f936b2df6efdbeaf73b75b004aebe7ca63ee344d3a7fce25c71b
study_009_arm_s,50,b4f3e50e-6c80-42e5-911d-9fea949b4de2,0.10513310879468918,91,0.10513310879468918,91,0.24496856331825256,3055,ec71a7bfee947b23994d5bb7a3b56ed5d79c69cf45366bbe49fece7ac3fd29e2
study_009_arm_s,51,5e4c883e-71cb-45d0-b0e6-3308580e3ae7,0.16698820888996124,54,0.16698820888996124,54,0.2910465896129608,3515,01e9661bc5c51f669219d16b416eee7b49cbdb3af53ecd24b736216a3a75ef1e
study_009_arm_s,52,33522b24-57f5-42f9-980b-9952a3092272,0.2286340296268463,25,0.2286340296268463,25,0.4162723422050476,2879,017fe8a07afca04be8e4448d80b9e7939fd1103710b004c0f46db5854faec3c7
study_009_arm_s,53,574ad784-b901-4dda-9b4c-f38005e4541d,0.21903586387634277,28,0.21903586387634277,28,0.38665327429771423,3356,e4fef1057a83bd25224fd60847a02d6377f9ac7cb3d0d1d72735cd042f38be19
study_009_arm_s,54,09f00d2f-b607-4044-9b5b-7511b92ebca3,0.08276252448558807,102,0.08276252448558807,102,0.3478608727455139,2705,2b8a40a7225e5b7b10dcbec89e69841d5d582159821219c7ef143f15db10cea3
study_009_arm_s,55,ad6f9f76-229b-4053-874b-6904ceddc245,0.07735568284988403,105,0.07735568284988403,105,0.24836671352386475,1756,59cfb149b9575d7ca583e645e32ee81c865f159e9d70003953c3fde58d9e9c5a
study_009_arm_s,56,97d85074-044a-405a-9ec2-8d8db159180d,0.17725339531898499,45,0.17725339531898499,45,0.299428254365921,2557,742e131f3a2045bc9c50fc2948aaad00c96ab080118d7f3bfb12b8d2c06b9f06
study_009_arm_s,57,d2f548ea-93d7-49d1-b4b4-d89f044101ad,0.21385598182678223,29,0.21385598182678223,29,0.23406845331192017,2768,fdfd2895b46c3397c774d3d217632089a43e509054d626cbbe0f61ea24638d5e
study_009_arm_s,58,4a3564a7-81e7-4f56-9a74-eb70d3d4a61b,0.08656332641839981,99,0.08656332641839981,99,0.2492028772830963,2575,a29f6732197c2d90c61a58a207cb9ef938a38ff8f025909b9d04e63cbb729c44
study_009_arm_s,59,88270def-96d8-4d7d-a948-82afcf2d7980,0.25822800397872925,14,0.25822800397872925,14,0.3435775935649872,2783,71ebdb6dee3e7c67a0595d94ec3a8b8f482bebe71328fd3e898d259307abce3c
study_009_arm_s,60,6de4bb7e-ccb0-4d75-8f13-af9afa8d697c,0.17528977990150452,46,0.17528977990150452,46,0.2889294922351837,2867,3ff4b18a56802d93020aa3e2fba3ad01b2755852c82c35e98eaa931ba0393915
study_009_arm_s,61,dc3ed424-35e1-4a63-bfcb-2ae2936b1baf,0.2602314352989197,13,0.2602314352989197,13,0.4379867613315582,5424,3bf6a40ad713184cbd2eabad817101c1650d7d55203938d0cc0ea37b28c99d38
study_009_arm_s,62,704dae26-18ed-469a-8c63-980f41b48cec,0.12424187362194061,78,0.12424187362194061,78,0.2451620250940323,4637,356f9f8da5023b8a33124c418f815efdb66b5b55f09aa957c20397df78752784
study_009_arm_s,63,e4624599-c55e-488d-b5c8-81df18f0c6b8,0.10424201190471649,93,0.10424201190471649,93,0.44438332319259644,3394,a1309e63bbd2f2ce557ddff50b4d5edfcac748944be04ab8742c00476dd358f5
study_009_arm_s,64,c6345cb1-0a59-4a2a-8043-de240dffac6b,0.2377483993768692,21,0.2377483993768692,21,0.30259644985198975,4112,b9945214ef8a58a08afc28e256a42513bd65e83337fb6c3c0734b6545c781984
study_009_arm_s,65,167014b9-7e24-4a55-96f1-ff890a7de6dc,0.18311308324337006,42,0.18311308324337006,42,0.36818963289260864,3598,91791e35744b2999aeea1e322f1970580016256877bba17c1fb5468c74f0e54d
study_009_arm_s,66,f269795c-0347-492d-a006-0d716568df18,0.08288612961769104,101,0.08288612961769104,101,0.38425910472869873,2326,5ed1467b8adcdc81ab035df5781bdcf286fe90afc5f113350b75bca4018455c0
study_009_arm_s,67,513f80e7-fbe8-4eaa-bb00-8a95379cc50a,0.031976211816072464,117,0.031976211816072464,117,0.3763119876384735,2372,5b1ea8f8e64d329f42d6cbce7165d4233cd51719f604949ae949151c80a5786a
study_009_arm_s,68,003f0425-e0ce-433a-90f3-85839932661a,0.1392090618610382,69,0.1392090618610382,69,0.48457807302474976,3517,2e07d867a6c9590de2c5b5fba3d1b461c9c7566386fb41f1678f36fb72ccab53
study_009_arm_s,69,254d39b0-2ed0-4a84-bf42-3667bbc6c4a0,0.1813323050737381,43,0.1813323050737381,43,0.46929481625556946,2520,2c7d8209135bcf0205e60547cc3147a50a27d9b846d04de2655eda5594fbf3ff
study_009_arm_s,70,1170132e-6bcd-4bcb-9edf-91d13bd14a59,0.21045029163360596,30,0.21045029163360596,30,0.25081872940063477,3353,0f0de40af8cee355cc172f8b9a9c88b23262c328e6b50bb66f1c40d06c5ff1d7
study_009_arm_s,71,f54b5adf-22fe-42a4-9e93-633370248e37,0.17996400594711304,44,0.17996400594711304,44,0.1943841576576233,4597,5af5fd4cee0f694284767922f4d642a82005bf45928438cd3d24c832ba8ffe5f
study_009_arm_s,72,966831f8-61b3-46da-81e6-0c8bd0a942de,0.22980350255966187,24,0.22980350255966187,24,0.43062740564346313,3117,096c158ccc07cdcaaf6f247f5ffe02aae4d603f5a11b2660d50e3dd77dca6b9a
study_009_arm_s,73,9d633e53-09fe-48b7-b964-2acc287e483f,0.24462905526161194,18,0.24462905526161194,18,0.3236410319805145,3736,d0587c7e8e771ac2b93f3622c9738997e8b691c9dc76e1e6c55a6ed109c7d89c
study_009_arm_s,74,fb047413-33b5-46b1-8fd8-0ee2ff840d49,0.11552827060222626,85,0.11552827060222626,85,0.4850059747695923,2164,2644eb1ea12b22543166b764dd1c56a48a6fabe1022348a4e4250abee6faa4af
study_009_arm_s,75,28ffef29-525d-4076-8c05-5f2562d5c5d6,0.08557942509651184,100,0.08557942509651184,100,0.2681521773338318,3648,fadfd08831ad444790e80d891af8f79f0d4fa9b70c91d7dfbd496646d600d9a9
study_009_arm_s,76,9c30c1b9-9ef1-4ed5-9a63-1f7ab8f745e1,0.14350655674934387,63,0.14350655674934387,63,0.37084126472473145,3596,01df4f5b698dccea43d133b5a2d9aefd8f50c669a0a92b1894c20a8d2cf6f5ac
study_009_arm_s,77,820d87d0-76d5-45a3-9350-48b7f3227231,0.16887326538562775,51,0.16887326538562775,51,0.4129806160926819,3528,e30a32c0f22e75f0c0a95f91830120d4617fad7b139cef680e87bdc048075191
study_009_arm_s,78,499127bd-e68c-4050-827e-e19e93838f03,0.15773293375968933,59,0.15773293375968933,59,0.5012606382369995,3787,cfd4ae212acaaff748905ac8d361291fe544d6b8ac96a53564c012c51c5201d3
study_009_arm_s,79,563069f1-45e5-4a78-b096-e4d12e668a60,0.11085626482963562,89,0.11085626482963562,89,0.44008153676986694,3181,abded00c0b786999675d1dfc6c06caec632fc39932030f12dc9628bc89ae9dc8
study_009_arm_s,80,bf82342b-3ca2-4e94-9c32-e87e1406323a,0.1432543843984604,65,0.1432543843984604,65,0.3249048590660095,2915,0a6cfe4e3665a6bb8841d120394b3176f22b1053e136d5b6fdd662475b13c0d1
study_009_arm_s,81,849a3131-e738-456d-91e3-49f7b7ff9978,0.1595090925693512,58,0.1595090925693512,58,0.318157434463501,3139,54c5f174dda0b223b95525d0e6bc2953729509c417346ec959c6cc6ccb2ccf19
study_009_arm_s,82,dfb380ef-6500-4b78-bf21-e8aa3ef4aff1,0.17009592056274414,49,0.17009592056274414,49,0.3750257194042206,2828,df4f0ce02ea8919b3dbe52315c73ffa615342c179364a39476b7bbe2c7e2a4d0
study_009_arm_s,83,7ac5a06f-3f95-4282-93b0-996c0ade330f,0.16740009188652039,53,0.16740009188652039,53,0.3473702073097229,3321,ab0e67f0c25b0ba946b449f88fb4de97f8373d4215d5b59fe86422f458a6ceaa
study_009_arm_s,84,02be9573-c902-4e0a-92fe-20877c7f6e8f,0.13408911228179932,71,0.13408911228179932,71,0.39978447556495667,2836,ec9fdc80a4e37426ebdfda93f2b82077b894844f52bd2345e30968dd64679149
study_009_arm_s,85,5648bfb9-6d85-4248-bbe7-89eda20b3f14,0.2518461346626282,15,0.2518461346626282,15,0.3285297751426697,4196,26ff9cbeb1c92bd8b2ae895cfd9bccbc578604cde66ce867766af7ccf631c2d8
study_009_arm_s,86,5c2bf039-09b5-4ad9-b2f1-2e1ea7185ec5,0.048304881900548935,114,0.048304881900548935,114,0.49042513966560364,3787,3471500ca21af3e4972c6ba5c69e4026595f45f5aa8845a063077f365361cb92
study_009_arm_s,87,d0112629-9969-4fd1-a87c-5b80afcf5626,0.18691259622573853,41,0.18691259622573853,41,0.39085108041763306,2674,9bef5c5d66f4d50a84facb4b0c97c13eea5ef0e642fb4f8399ed80c93d1e2cef
study_009_arm_s,88,73e6581b-141b-4ecd-b507-f2e31fadfedc,0.1676732301712036,52,0.1676732301712036,52,0.4548461139202118,3303,f42c252d43e5db65a4c1d91cdd797d78fc2ac35be3cdd00b3d4ae97046255e79
study_009_arm_s,89,248dae2d-b85e-4a13-96d2-54a5d9b8f9a2,0.04263341426849365,115,0.04263341426849365,115,0.4382926821708679,2832,2c90ece2cd6484dfa318c33375ff50e6eba397ade769c59417998f0756e94337
study_009_arm_s,90,ad91e2a1-0410-4fd6-9d17-289dd5bbf786,0.20015111565589905,36,0.20015111565589905,36,0.35235923528671265,1791,7e6c286b5ab8229c39ecfb7a3c29272fe34540845dc194034c8e6d8b42ae59cb
study_009_arm_s,91,178858dd-f71a-42fc-aee1-8db1fa355665,0.24795427918434143,16,0.24795427918434143,16,0.343814492225647,2555,71e592b1b26d8eba7f94c0bf1ffae9aa42cbd6faea0b176bfc1580fc23ed627d
study_009_arm_s,92,905d74e4-38d5-4897-8584-fc6fa18a3cf7,0.1117960661649704,88,0.1117960661649704,88,0.245286762714386,3427,bffdd6e1f59888af3cf4227e41208cd451f0a7c24f3fa295644b76845b953951
study_009_arm_s,93,67cdcbd0-bddd-4437-a146-519c54abb1ab,0.17317545413970947,48,0.17317545413970947,48,0.38008397817611694,2719,c192e4d02d9a26b135d88a40e3f649bc923843c76b87f403f3ee2404db12d800
study_009_arm_s,94,e353e3af-5c2b-46be-87ac-af010924aaf7,0.07701236009597778,106,0.07701236009597778,106,0.35475653409957886,2203,615899dba16a7abf0e4d2f85afaed98b092e4f645eae82b940fbb840c0d8df93
study_009_arm_s,95,36263bc5-4710-41c5-bf73-a6711d022a1c,0.1053871363401413,90,0.1053871363401413,90,0.19291158020496368,2995,e066b9a6337f0e86cd29f5d36083d50b0986d839cdbc8504c87f4d51bd20232c
study_009_arm_s,96,e3457252-fa29-409b-a8c5-79f975280b90,0.11392122507095337,86,0.11392122507095337,86,0.3251979947090149,3746,bd3f2e1ed4afc2f1ce18140436f64e2f4b925ea65b3a3c8bc35f73e8bf00dc99
study_009_arm_s,97,5051713e-f154-414b-be70-0e394e003d1e,0.03126021474599838,118,0.03126021474599838,118,0.3581129014492035,4362,8ac99ad20815b9077b1b7f369291ba44492e67594288786ed3e8420a4df30975
study_009_arm_s,98,94a181f5-7c35-47ab-b24e-89c91d9e7fdd,0.33202463388442993,6,0.33202463388442993,6,0.3564714193344116,4084,7ec33d756e6c4ec08de1fa77686a7bff67834354f5a6b5fc999eaae0ebe72cc0
study_009_arm_s,99,c05bf26d-c1c5-4e8f-aadb-ffb48a8f0bba,0.05543328821659088,112,0.05543328821659088,112,0.36124852299690247,2380,f7e15fc88ded59350858de0b18a760b3b99d0dd4d37b411e5b27bd21bae34f5a
study_009_arm_s,100,bd069e60-e365-4b51-8d98-ae8fb6e2cbf8,0.19138824939727783,38,0.19138824939727783,38,0.34196916222572327,1367,10c8045ab0f1b17354f4c6abd33c9e93b603a812710796878ea26145d4ee782c
study_009_arm_s,101,5fee57c9-a57e-4cae-88fa-6f6296f49bf7,0.23683719336986542,22,0.23683719336986542,22,0.3546302318572998,2786,bf190f48186437c813d330093a752accbb99c4817320a2d4e7c5cc2631db8db1
study_009_arm_s,102,ce79bf3f-526c-404b-88b8-285ec25b5ff6,0.11307549476623535,87,0.11307549476623535,87,0.37425875663757324,2422,5740d5dcae11c93c583e34ba406e4182e73e39e3906c860b7eed915cdf0744fd
study_009_arm_s,103,33835357-a0ae-4b2a-a4d8-4084e8b1bd55,0.12025675177574158,82,0.12025675177574158,82,0.3642818331718445,2950,5215510a16c209a96204bcffe6ceb2c36f0d09b819235f6cfe0874d8613b079d
study_009_arm_s,104,3aea91e2-9786-4290-8e35-60ccd2415559,0.12203507870435715,79,0.12203507870435715,79,0.2312132716178894,3227,a3548d375ed7de0e08e3dfde51f7f521f3cf64ff423ae07bb50c15fd08b4a891
study_009_arm_s,105,0181791f-60c3-4932-aa74-1b319ebf9f74,0.12706230580806732,77,0.12706230580806732,77,0.3292289972305298,3597,693447446e11f34480cd6796f9b142e7853363dfd052599e9386cc94f0b899a7
study_009_arm_s,106,f28648f4-2d7e-4dce-834e-2ee12d8c67b1,0.08683111518621445,98,0.08683111518621445,98,0.3562212884426117,2676,6c986491dcb8ef5d4f99e7e06923b5443d4d8fcc1c47abf6decce8c859309b25
study_009_arm_s,107,03791f48-b44e-4949-a928-67a387f77353,0.19500236213207245,37,0.19500236213207245,37,0.3725695013999939,2816,21ed44a6b76463a0d041d38059c4cee538c462e6c080a70745ee114500f2f235
study_009_arm_s,108,657ff4d1-4a13-47e1-97e0-39c31af85356,0.20594778656959534,31,0.20594778656959534,31,0.336600661277771,2411,8a5af5bebbddc7e58eb082700f796a65b0e1759d0ec33e1dc11954d859ec0336
study_009_arm_s,109,38c64551-5eb6-48b5-8244-d8b7a6ce41f6,0.057447947561740875,111,0.057447947561740875,111,0.3465697765350342,5158,55a6274cd8c88dccb158e0fcdc0c7c15f49e1018bbfd3cc796a9ad3033f2d2a4
study_009_arm_s,110,aaee0f0b-7d18-49ee-a521-08f5c8e6c8a5,0.20390668511390686,33,0.20390668511390686,33,0.3936767280101776,3331,e4367e4253fdcc63fdf1ac32740ba78903262b492504ee5e44339c892abac847
study_009_arm_s,111,fcb1f007-8b5d-4dca-9086-297567e6f4d1,-0.01047466415911913,119,-0.01047466415911913,119,0.39264315366744995,3527,554268bf5b75e45d88310d906221f23866d9650879f217e500d31a16ea93ca63
study_009_arm_s,112,0b4ecf87-9b60-4389-b61b-2d991c881889,0.23909127712249756,20,0.23810206353664398,20,0.2686675190925598,187,b4a6a0981602dfc156073433b74f21b3524a4fa96b7222ccec7e81f7c55d19ae
study_009_arm_s,113,ee63aa91-a7b2-462d-a682-fa68a6cd3c7c,0.28387171030044556,9,0.28446459770202637,9,0.31428706645965576,151,80a289cc853d5f58ee3abcadeb779ebc43a410eb749d8a5851b2c149214d610e
study_009_arm_s,114,5076d3a0-8e3b-415e-b4a9-e877b53ab9d3,0.49373748898506165,2,0.49201738834381104,3,0.5055752396583557,358,da08e00887b4d34b4c767c9ba3d30575834ee08ad609a4efc9ea873b4a9a5618
study_009_arm_s,115,9004a117-eb22-437d-8cf8-5b2c2f78d039,0.12908504903316498,74,0.1317206174135208,73,0.20169590413570404,205,fdbca757039ec179ec6be196d938109fc46d891840bbd3ff82899bafe50f26bb
study_009_arm_s,116,9085566d-1891-4480-8860-ab892b8abd11,0.12058700621128082,81,0.12058700621128082,81,0.38276129961013794,913,332be87396477249038841a0bc37c164932cc981cd453c65a1b3189beb797058
study_009_arm_s,117,95450f04-4361-4c36-a9e9-492b3d5b1bf7,0.07673236727714539,107,0.07408875226974487,107,0.35105788707733154,1140,746a164553644e1c4ce9812ef11889fd3f41b1300d8a49568de6e8adbb3f49c7
study_009_arm_s,118,7e031161-4fd1-4c7c-ba80-81aca9f365fa,0.27873510122299194,10,0.2738425135612488,11,0.2750362753868103,474,245b1f7b744adfa90e3a9774008802ae826b8e9f4636dc21f019a2d3a1b484c5
study_009_arm_s,119,9f199efc-c0a1-4044-8d6f-9df1f394943d,0.2220657467842102,27,0.2220657467842102,27,0.25992417335510254,1830,407d9bf9259de09d695ff5c7bad39a0f62e9b69245dfd803c18b210519f862d7
study_002_condition_c,1,069b1fe5-a4ba-4e49-a2b1-8e42b3308a80,0.5497117042541504,2,0.5501359701156616,2,0.5975029468536377,302,89337e671a70572f6463dce53292f4aa473b1481cf1e20460018da2ba018efde
