0.00.196.791 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.243.413 W srv  llama_server: -----------------
0.00.243.418 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.243.418 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.243.418 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.243.418 W srv  llama_server: -----------------
0.00.252.581 I srv    load_model: loading model 'C:\Users\muzaf\.cache\huggingface\hub\models--unsloth--Qwen3.8-27B-GGUF\snapshots\f1bfb127c64f7072bdd2cad55f258b9c8b2910fe\Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.00.961.811 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.961.823 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.961.836 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.961.841 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.961.846 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.00.961.862 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.961.868 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.961.872 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.961.877 W model has unused tensor blk.64.ffn_gate.weight (size = 47349760 bytes) -- ignoring
0.00.961.882 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.961.886 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.961.893 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.961.898 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.961.903 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.961.918 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.06.433.921 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 65536, kv_unified = 'false'
0.06.438.076 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.06.438.092 I srv  llama_server: model loaded
0.06.438.094 I srv  llama_server: listening on http://127.0.0.1:8097
2.41.321.261 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
3.49.208.991 I slot print_timing: id  0 | task 3268 | prompt eval time =      66.70 ms /     4 tokens (   16.67 ms per token,    59.97 tokens per second)
3.49.208.997 I slot print_timing: id  0 | task 3268 |        eval time =      45.92 ms /     3 tokens (   15.31 ms per token,    65.33 tokens per second)
3.49.208.998 I slot print_timing: id  0 | task 3268 |       total time =     112.62 ms /     7 tokens
3.49.208.998 I slot print_timing: id  0 | task 3268 |    graphs reused =       3185
3.49.209.127 I slot      release: id  0 | task 3268 | stop processing: n_tokens = 11984, truncated = 0
3.49.225.124 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 229019033
3.49.359.096 I slot launch_slot_: id  0 | task 3272 | processing task, is_child = 0
3.49.470.631 I slot print_timing: id  0 | task 3272 | prompt eval time =      68.35 ms /     4 tokens (   17.09 ms per token,    58.53 tokens per second)
3.49.470.637 I slot print_timing: id  0 | task 3272 |        eval time =      43.16 ms /     3 tokens (   14.39 ms per token,    69.51 tokens per second)
3.49.470.638 I slot print_timing: id  0 | task 3272 |       total time =     111.51 ms /     7 tokens
3.49.470.638 I slot print_timing: id  0 | task 3272 |    graphs reused =       3186
3.49.470.672 I slot      release: id  0 | task 3272 | stop processing: n_tokens = 444, truncated = 0
3.49.482.733 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.137 (> 0.100 thold), f_keep = 0.029
3.49.557.986 I slot launch_slot_: id  0 | task 3276 | processing task, is_child = 0
3.49.725.676 I slot print_timing: id  0 | task 3276 | prompt eval time =      70.18 ms /     4 tokens (   17.55 ms per token,    56.99 tokens per second)
3.49.725.681 I slot print_timing: id  0 | task 3276 |        eval time =      97.48 ms /     6 tokens (   16.25 ms per token,    61.55 tokens per second)
3.49.725.682 I slot print_timing: id  0 | task 3276 |       total time =     167.67 ms /    10 tokens
3.49.725.683 I slot print_timing: id  0 | task 3276 |    graphs reused =       3190
3.49.725.705 I slot      release: id  0 | task 3276 | stop processing: n_tokens = 100, truncated = 0
3.49.751.387 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 229535610
3.49.860.104 I slot launch_slot_: id  0 | task 3283 | processing task, is_child = 0
3.50.375.357 I slot print_timing: id  0 | task 3283 | prompt eval time =      68.74 ms /     4 tokens (   17.19 ms per token,    58.19 tokens per second)
3.50.375.362 I slot print_timing: id  0 | task 3283 |        eval time =     446.49 ms /    27 tokens (   16.54 ms per token,    60.47 tokens per second)
3.50.375.363 I slot print_timing: id  0 | task 3283 |       total time =     515.23 ms /    31 tokens
3.50.375.363 I slot print_timing: id  0 | task 3283 |    graphs reused =       3215
3.50.375.490 I slot      release: id  0 | task 3283 | stop processing: n_tokens = 12005, truncated = 0
3.50.401.124 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.445 (> 0.100 thold), f_keep = 0.444
3.50.557.961 I slot launch_slot_: id  0 | task 3311 | processing task, is_child = 0
3.51.069.210 I slot print_timing: id  0 | task 3311 | prompt eval time =      73.30 ms /     4 tokens (   18.33 ms per token,    54.57 tokens per second)
3.51.069.216 I slot print_timing: id  0 | task 3311 |        eval time =     437.92 ms /    27 tokens (   16.22 ms per token,    61.65 tokens per second)
3.51.069.217 I slot print_timing: id  0 | task 3311 |       total time =     511.23 ms /    31 tokens
3.51.069.218 I slot print_timing: id  0 | task 3311 |    graphs reused =       3240
3.51.069.349 I slot      release: id  0 | task 3311 | stop processing: n_tokens = 12008, truncated = 0
3.51.073.346 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 230879254
3.51.205.100 I slot launch_slot_: id  0 | task 3339 | processing task, is_child = 0
3.51.317.640 I slot print_timing: id  0 | task 3339 | prompt eval time =      68.61 ms /     4 tokens (   17.15 ms per token,    58.30 tokens per second)
3.51.317.646 I slot print_timing: id  0 | task 3339 |        eval time =      43.90 ms /     3 tokens (   14.63 ms per token,    68.34 tokens per second)
3.51.317.647 I slot print_timing: id  0 | task 3339 |       total time =     112.51 ms /     7 tokens
3.51.317.648 I slot print_timing: id  0 | task 3339 |    graphs reused =       3241
3.51.317.682 I slot      release: id  0 | task 3339 | stop processing: n_tokens = 444, truncated = 0
3.51.336.926 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.137 (> 0.100 thold), f_keep = 0.029
3.51.412.374 I slot launch_slot_: id  0 | task 3343 | processing task, is_child = 0
3.51.571.558 I slot print_timing: id  0 | task 3343 | prompt eval time =      63.95 ms /     4 tokens (   15.99 ms per token,    62.54 tokens per second)
3.51.571.563 I slot print_timing: id  0 | task 3343 |        eval time =      95.21 ms /     6 tokens (   15.87 ms per token,    63.02 tokens per second)
3.51.571.564 I slot print_timing: id  0 | task 3343 |       total time =     159.16 ms /    10 tokens
3.51.571.564 I slot print_timing: id  0 | task 3343 |    graphs reused =       3245
3.51.571.585 I slot      release: id  0 | task 3343 | stop processing: n_tokens = 100, truncated = 0
3.51.584.396 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 231381490
3.51.687.589 I slot launch_slot_: id  0 | task 3350 | processing task, is_child = 0
3.54.827.927 I slot print_timing: id  0 | task 3350 | prompt processing, n_tokens =  10240, progress = 0.85, t =   3.14 s / 3260.82 tokens per second
3.55.298.914 I slot print_timing: id  0 | task 3350 | prompt processing, n_tokens =  11500, progress = 0.96, t =   3.61 s / 3184.45 tokens per second
3.55.445.373 I slot print_timing: id  0 | task 3350 | prompt processing, n_tokens =  12012, progress = 1.00, t =   3.76 s / 3196.59 tokens per second
3.58.551.742 I slot print_timing: id  0 | task 3350 | n_decoded =    183, tg =  60.95 t/s, tg_3s =  60.95 t/s
4.01.559.224 I slot print_timing: id  0 | task 3350 | n_decoded =    367, tg =  61.07 t/s, tg_3s =  61.18 t/s
4.02.363.634 I slot print_timing: id  0 | task 3350 | prompt eval time =    3861.87 ms / 12016 tokens (    0.32 ms per token,  3111.45 tokens per second)
4.02.363.639 I slot print_timing: id  0 | task 3350 |        eval time =    6814.15 ms /   416 tokens (   16.38 ms per token,    61.05 tokens per second)
4.02.363.640 I slot print_timing: id  0 | task 3350 |       total time =   10676.02 ms / 12432 tokens
4.02.363.641 I slot print_timing: id  0 | task 3350 |    graphs reused =       3657
4.02.363.773 I slot      release: id  0 | task 3350 | stop processing: n_tokens = 12431, truncated = 0
4.02.379.987 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.449 (> 0.100 thold), f_keep = 0.429
4.02.485.438 I slot launch_slot_: id  0 | task 3774 | processing task, is_child = 0
4.05.686.022 I slot print_timing: id  0 | task 3774 | prompt processing, n_tokens =  10240, progress = 0.86, t =   3.20 s / 3199.44 tokens per second
4.06.133.139 I slot print_timing: id  0 | task 3774 | prompt processing, n_tokens =  11344, progress = 0.96, t =   3.65 s / 3109.92 tokens per second
4.06.265.401 I slot print_timing: id  0 | task 3774 | prompt processing, n_tokens =  11856, progress = 1.00, t =   3.78 s / 3136.56 tokens per second
4.06.413.427 I slot print_timing: id  0 | task 3774 | prompt eval time =    3884.38 ms / 11860 tokens (    0.33 ms per token,  3053.25 tokens per second)
4.06.413.432 I slot print_timing: id  0 | task 3774 |        eval time =      43.59 ms /     3 tokens (   14.53 ms per token,    68.83 tokens per second)
4.06.413.432 I slot print_timing: id  0 | task 3774 |       total time =    3927.97 ms / 11863 tokens
4.06.413.433 I slot print_timing: id  0 | task 3774 |    graphs reused =       3658
4.06.413.555 I slot      release: id  0 | task 3774 | stop processing: n_tokens = 11862, truncated = 0
4.06.417.277 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 246223461
4.06.520.521 I slot launch_slot_: id  0 | task 3785 | processing task, is_child = 0
4.06.772.789 I slot print_timing: id  0 | task 3785 | prompt eval time =     193.05 ms /   448 tokens (    0.43 ms per token,  2320.63 tokens per second)
