blind_key,sample_id,source_index,question_text_sha256,control_payload_sha256,dynamic_payload_sha256,incoming_count,outgoing_count,retained_count,incoming_missing,outgoing_missing,retained_missing,query_margin_best,query_margin_worst,incoming_novelty_max,incoming_novelty_mean,outgoing_redundancy_max,outgoing_redundancy_mean,neg_incoming_dense_rank_best,neg_incoming_dense_rank_mean,outgoing_dense_rank_worst,outgoing_dense_rank_mean,represented_session_delta,selected_candidate_delta,payload_char_delta,neg_incoming_penalty_max,neg_incoming_penalty_mean,question_id,question_content_sha256,population,direction,identity_delta,control_complete,dynamic_complete
a28e66ae590688215584e39d71d13465bc7dc9fe2353991d9654dc26416a3210,conv-41,10,a28e66ae590688215584e39d71d13465bc7dc9fe2353991d9654dc26416a3210,70e6139f5c38b0e0fed565fbed08ddb2349f3e922ae34bf1d7df28ba9f1242b5,b6fb068453b789a6e3423f3053686f083decd88ac5c469641ae9c7f9e7c8dbc1,11,13,91,0,0,0,-0.03385460376739502,-0.024055540561676025,0.34151899814605713,0.23892612890763718,0.8591638803482056,0.7971066603293786,-104.0,-123.18181818181819,103.0,85.23076923076923,1,-2,3,-0.06,-0.046363636363636364,ada2a7fd1f38dfadd6d076b8948d8f798e4598ce2cbe02221a32b37af3cd7e79,284c8c4540d23617cf5900a9f54de3d0cb8133d70689e857907b82474161665d,targeted,tie,0,True,True
32bfe67ca46e058de7c45ae2996185626c4b896f7fac090e6a114612f3f36b37,conv-41,11,32bfe67ca46e058de7c45ae2996185626c4b896f7fac090e6a114612f3f36b37,bf226a1ec77b0331000d0ba939be22fa25c4722cef4c5ebf819b39faf7aefdd9,5f84ed683bfc4557df05a12245c714e7e358fe933ee8cadcfd0de6a93db1d6f6,10,10,79,0,0,0,-0.02329123020172119,-0.03522086143493652,0.30541837215423584,0.2379193365573883,0.9208327531814575,0.8192265450954437,-90.0,-107.9,85.0,71.8,2,0,19,-0.06,-0.027000000000000003,d28bb65d4e094f52445fc730231dc68f37035b4fc9b9e3385f6efa7275744efc,d9be26d55a8745b0e09e746160df6f0ac72e566f35b51ae084efcad98a1f9bb9,breadth,tie,0,False,False
6a854d223465bb7579f421ca31f8c5657a5139f6de68362bce8358d58acc48dd,conv-41,12,6a854d223465bb7579f421ca31f8c5657a5139f6de68362bce8358d58acc48dd,a7c22d1a534ff623b88210213ef71ba7f18014d610f54d7b3066f413eabc901c,5c3eccc26c01985be0f482a085ffc9fd238b5ca6857d246d5ef8aad72e474a0f,17,17,87,0,0,0,-0.026784181594848633,-0.04895550012588501,0.4215836524963379,0.24684961753733017,0.8251545429229736,0.7702819249209236,-105.0,-138.11764705882354,100.0,78.82352941176471,1,0,32,-0.12,-0.04764705882352942,75f30b93fb3bbac1e1de7fb1b06546578b4f93f47ac8e9486ab016fcfa7951c5,4dc137890ee53a521601eb2597547fe376250361ab08d586affba8cf611c883a,other,tie,0,False,False
68da09e1ed40ece89b13c42b50f6d81c2b87849de2b968c3bebdf86b70d8f19a,conv-41,13,68da09e1ed40ece89b13c42b50f6d81c2b87849de2b968c3bebdf86b70d8f19a,817ddc217530b4d422f2991dd26fefbbfa4f6f4ffdc935a4362ae69b78c36e0f,51fe51d975e6f53bc3a2002cabf4a1957d1bf9308104a94be2a2baeb1522ff2a,14,14,81,0,0,0,-0.026310265064239502,-0.038172125816345215,0.315356969833374,0.2193349301815033,0.8534063100814819,0.7679851395743233,-96.0,-113.64285714285714,95.0,77.92857142857143,1,0,-67,-0.06,-0.042857142857142864,714abed9c5552df1a31661a57382863fa09c65b44e7a6aa98821bd86dcedf176,5eeece77b73b3b99a49febc2a11622649b40ca3d4e524d98cec55b7c89b43b20,targeted,tie,0,True,True
ff6abc33d9f60cf793b3365fc85fbd050796f9c77f8938013ce575b20af2c48f,conv-41,14,ff6abc33d9f60cf793b3365fc85fbd050796f9c77f8938013ce575b20af2c48f,47e31ac2b6154a86d914cd803e4d5fc97ba4a2f00a3c1e79d532d1b92a2ceaa3,7a5ca48e738644060a92f58f79e3787a2f93bd02d781cb672b80d63647b072a9,17,18,78,0,0,0,-0.01606816053390503,-0.07383465766906738,0.32893991470336914,0.2392855672275319,0.8847143054008484,0.7851147618558671,-98.0,-144.0,97.0,79.94444444444444,2,-1,75,-0.27,-0.05647058823529411,6ddead46f2e3f732161f7599e1e00e98b45f1fd9c5cf00b6dfc48303ced391d1,a0227316f00906c1a2e0326f6541352b76a30222dda4aff21c7d8d9dc46ebdc2,other,tie,0,False,False
3040c3e0b7f3c6899ab723785e634b1e81a48300009575863d66b918c8433fb0,conv-41,15,3040c3e0b7f3c6899ab723785e634b1e81a48300009575863d66b918c8433fb0,b73a87f9335dc26744f6770aec08e345a479c316babba291c1917140095dfe43,0595637d46b0f0e49641e1623b464741fee707b43eb1b10e93279dda1da1e70c,10,12,88,0,0,0,-0.02350565791130066,-0.004057407379150391,0.28052419424057007,0.198260498046875,0.878171443939209,0.7915318757295609,-100.0,-124.4,146.0,90.0,2,-2,-59,-0.06,-0.030000000000000006,0f04797f3f9a63e1500e2cd1de89cc856bcdd79ae6810f1d3ede536dc11e9105,3495b422666f27db3e60ca2146328b73c5b8251c61f1a8eed4b35269148d0f76,other,tie,0,True,True
b43d1a5f8fcff0d6ef73c63a2156cb2a6e2a7f5898ba2126b58d091a4e19a18b,conv-41,16,b43d1a5f8fcff0d6ef73c63a2156cb2a6e2a7f5898ba2126b58d091a4e19a18b,8cd0619f4a99b6a03c82d00ec124ea4a02aee871a87e77c7a9eae1b2400bc684,259ea6145f4978f12d9ee3fd5b86c820d4881b298c6e607fc330a16715d60cc2,15,16,82,0,0,0,-0.026392608880996704,-0.03204512596130371,0.3585307002067566,0.2207115093866984,0.8573427200317383,0.7707213535904884,-98.0,-127.26666666666667,96.0,78.6875,2,-1,-27,-0.21,-0.04400000000000001,97606a4096fa4ad9c5b3c8ef0aa86a4601e7cbc88b83892857a996c7d2ce8e36,bf69e805b3d0b2190ed6eb136aaa8505df608859cb148fc1b496d3c90c945036,targeted,tie,0,True,True
b7615ab013c73af29d942c5de39f404508f8470d6d855025119a7b6ad3763ca4,conv-41,17,b7615ab013c73af29d942c5de39f404508f8470d6d855025119a7b6ad3763ca4,94a502d6465e8e7ef2c90f781efd371e1889a1de3705059a90e855d009f8a093,10807c971f4bbd3e913157abcf64184dd19f2ea439acd39910b84afa6a0b42aa,17,20,80,0,0,0,-0.023195356130599976,-0.044070422649383545,0.4563097357749939,0.241415213136112,0.9145027995109558,0.7917540967464447,-101.0,-126.58823529411765,102.0,81.65,3,-3,53,-0.12,-0.037058823529411755,6c7d20b33db076d64a3b02c3a3374170f6adb0b03975d00a3941b2d314bf9b4b,b3e638fe9a9dd1839f4c22c735e5b96d1db3d46cb766dc98a21899eaf8728ea4,targeted,tie,0,True,True
41ffbb648aef60365879e43b94f73effb11bd51fb308b726f9b839880b325c56,conv-41,18,41ffbb648aef60365879e43b94f73effb11bd51fb308b726f9b839880b325c56,deb3ebd5b211cbfdfb8a37196a3b716255cdeff63ff7955eddce74620ad60370,3f9294b570b82495dac766f598dd7700732c8df5a5f22a1e8c8e01de13e4ca91,12,12,83,0,0,0,-0.016462117433547974,-0.03163552284240723,0.35417747497558594,0.18664885063966116,0.8851320743560791,0.7754433254400889,-97.0,-120.25,91.0,80.16666666666667,1,0,-88,-0.06,-0.037500000000000006,8996322a617d673c38966e19f5709b82732f2323224d4abeebc1d969359de3af,049c586c101e4a6593e630216eb2a92e9bcf25dd574a8d8ea1b1cdd756ca21a7,other,tie,0,True,True
01fe40fad8f7f7dc243e6a33b6136fc6a0e3ab41bf095e0a3b1ab39c60a30999,conv-41,19,01fe40fad8f7f7dc243e6a33b6136fc6a0e3ab41bf095e0a3b1ab39c60a30999,23616eca23580bf5daf44e66bd253ebf4d89722938382ac381d266a644886549,8732fa27cd8265f29081b602bf771af3459b0646fe609cf15923986fd5cb41c0,14,17,88,0,0,0,-0.026035428047180176,-0.02984321117401123,0.34458446502685547,0.231647184916905,0.9145027995109558,0.780690403545604,-106.0,-125.57142857142857,104.0,85.11764705882354,2,-3,-132,-0.06,-0.04071428571428572,bb66fff02fa85e5036144b7f929aa823f7ba9a8e8d116829306710ee1870496a,a325fe9c0f1d6e23c2c37dc4dcbc40243041ba53ea3bba057b89e665f74f308c,other,tie,0,True,True
77f3d0a61aeb8f5f7cb5b7af5a7995bc6a268f75414f48bd45f321653c6829ca,conv-41,20,77f3d0a61aeb8f5f7cb5b7af5a7995bc6a268f75414f48bd45f321653c6829ca,95b2ec52feee2cff79639c7ca191377ace349613ad7442bb4d743aa4bc710d02,9671119b327e100536b0de4b6d1c3225cef1d507a43f3f0af062898c2d170394,15,18,75,0,0,0,-0.024406254291534424,-0.0375199019908905,0.36692482233047485,0.24960302511850993,0.9192120432853699,0.7579731146494547,-96.0,-124.93333333333334,92.0,69.88888888888889,3,-3,3,-0.18,-0.04600000000000001,9bec05e11003c1d8b835d64804d0520b5bba6d7d6f7f7643dc3d31a70844b7fb,e59f21aeb0233f80a3b11fadb236c3ca51b2c51f36c19b6c8f5fb773e7caaae5,other,tie,0,True,True
521c3d3027725b7946637c725c9ba6129406561c43fbb90e131ea721d0ae2bdc,conv-41,21,521c3d3027725b7946637c725c9ba6129406561c43fbb90e131ea721d0ae2bdc,f942d74073c3657ce3d5285f66476816e10ad28d84236e1583038e36313252fa,577ada43eae5a0f0f3975c4f71978d9ca72f947b88b822e398370a2c15c30b78,17,17,80,0,0,0,-0.028010129928588867,-0.0384041965007782,0.2514941692352295,0.19255406365675085,0.8822271227836609,0.7642601553131553,-98.0,-135.23529411764707,97.0,82.58823529411765,2,0,84,-0.09,-0.037058823529411755,8c561bbaa9f46bef0528ee6e48edfd9e83bbc2ee19eb7644e2dda196f2188ef6,4eea2132d22eb92211fdcbdf4c1b7cd4be266d26baab4d8992c55fdd8ff5136a,other,tie,0,True,True
9a65129f3ad535b24f090016d9c4552113ab3dc5ed24e54b2455441dc54d0cc1,conv-41,22,9a65129f3ad535b24f090016d9c4552113ab3dc5ed24e54b2455441dc54d0cc1,50da0b55ec53ca9180f45e3cea2073cc17ff7c4f5afa0e151f87ded11790a9d1,7a95a77d4a3ae5ab20db7f7501601a9fce769190ca57702aba5d49cc93e2f472,15,20,73,0,0,0,-0.027144521474838257,-0.00750356912612915,0.3689306378364563,0.23762102524439493,0.8519249558448792,0.7610208600759506,-93.0,-121.8,153.0,82.95,3,-5,-89,-0.06,-0.028000000000000004,ed0317028cb6b2a34fbf1078c280bf61740133cba018028c2cb1ac0a1e4c6c20,b5ca38c3383223111b64dd490423bd189b419cda6685e3a1856844dc56b800d7,targeted,tie,0,True,True
73140cf7b5acea5e984bbeba77f21c9617db4d2b6cf93e6027c2a68d2eeb8e62,conv-41,23,73140cf7b5acea5e984bbeba77f21c9617db4d2b6cf93e6027c2a68d2eeb8e62,3c31847d2af326eb6777c716e2bef152434e060abb1de9dd7b2a0bab39f42974,35f1f0ffd16cf949356c3f5ff8c8aa8934cca9b2afcfa7c5eb760fe4fda1f646,12,13,88,0,0,0,-0.032420843839645386,-0.015967071056365967,0.2934039235115051,0.22798838714758554,0.863998532295227,0.7689783114653367,-105.0,-122.16666666666667,99.0,79.0,1,-1,-55,-0.06,-0.05000000000000001,ba47fd791ad22031773f7f79bcea62386893b0814976b70d85be47b7fd552c79,17d6b01434f5173497c2c93b666413ffefe2c7c6feca3bd50fc3839fe35fc0e3,other,tie,0,True,True
5560de819c7bc1165b23dda7d7dc3ebcf0571d0c131aa1d7fba5a8888b615a5f,conv-41,24,5560de819c7bc1165b23dda7d7dc3ebcf0571d0c131aa1d7fba5a8888b615a5f,ae6fd3e5e3715ee40b5cd5145222b17a3e01ff8580bc82547cbcc5f6e14b23ff,a1f8718793a3fe090aa1c1d56cd7dd65c785d01bacff6d8285cfa60cd9241f6f,13,15,76,0,0,0,-0.025758028030395508,-0.04627391695976257,0.31300628185272217,0.25077600204027617,0.8662508130073547,0.7711919903755188,-95.0,-118.84615384615384,85.0,69.6,5,-2,48,-0.06,-0.02076923076923077,c3c975d4a2c1c5861466968b73713667362225314ada1d2aeebb693134fb0957,765a36856fc254e3937821c1261dbd8f4c500d43d5de9eb2fe46ff1113215477,targeted,tie,0,True,True
5c2604f8f4453454864565792f931f5c611482cafd706b01d0fa0ae2d518d24f,conv-41,25,5c2604f8f4453454864565792f931f5c611482cafd706b01d0fa0ae2d518d24f,bfda25d79364a63484bb79e490614000ef58fdff7fe86f4c45335f5baa9b13fa,526924393d5b80c36d283cd72b3fb1d9a4d086d3cc0b062c1ef0cb254fe50818,10,13,88,0,0,0,-0.02791103720664978,-0.045974403619766235,0.315356969833374,0.20151475071907043,0.9087903499603271,0.7765964682285602,-102.0,-136.1,100.0,80.15384615384616,2,-3,-27,-0.06,-0.03300000000000001,4ce72206d70eb2010ed5fae4597ec37dbe0621e80aebe7151c724290bf094855,98c64c43a24ade754f876e7657567183ddb78e1f5082508a87d3c3971bdffe5a,other,tie,0,True,True
351746852460c400e28bfdd1a495f8a5e3bfe02c9158a51693a84d9ecd82bc7d,conv-41,26,351746852460c400e28bfdd1a495f8a5e3bfe02c9158a51693a84d9ecd82bc7d,104e7374661046d4a5dfbb8f8b0f40e227a052d66ee6567e509cb6eb5cdb22be,0a5b38564976c1939fd86d81c22dad5fbfdb51828e6ec5958cb5077d3ac620d6,14,14,81,0,0,0,-0.013764381408691406,-0.04023849964141846,0.29175251722335815,0.2108927071094513,0.8862798810005188,0.8075489146368844,-95.0,-123.85714285714286,119.0,83.64285714285714,1,0,46,-0.15,-0.05357142857142859,8f9ae358d6e7e92632040ed791454da76fbc27d176b9b7a7a30813a7622c46dd,a0cb742f95ec2627053b9f0d22110ae1be1f765fa4f1f576eac716fe06a23018,other,tie,0,True,True
a903de298485b57cc991ccf5f66bddacd89ca9cd55ab7de058c32438abfca333,conv-41,27,a903de298485b57cc991ccf5f66bddacd89ca9cd55ab7de058c32438abfca333,81f464107c164553c5f2c900bda9d8054f30e44efe402b4bd41c3ff2a014d9b3,7987f456af6afa18dea9940e9de43c172d7be5f2556ebbada300cbaacd32be83,14,17,74,0,0,0,-0.02363249659538269,-0.07975053787231445,0.3101966977119446,0.24742625866617476,0.8862798810005188,0.7652046575265772,-90.0,-131.85714285714286,95.0,75.3529411764706,5,-3,57,-0.21,-0.03214285714285715,b775fcf9187bb1dc5eea4a1054905ad24e76b2bfa4a9e7fd83b8cd39592cac01,dedf94dbe4ecdd6d06fc72a4c3dd6837a6add52c262e8c550196b99bbc767abf,targeted,tie,0,True,True
3c23ceb621599b6d3618c062c3eded0f50f31bde463f179e6dffdfa7572ea501,conv-41,28,3c23ceb621599b6d3618c062c3eded0f50f31bde463f179e6dffdfa7572ea501,b5523d622489d6704952ef49ed9e1de0f35e81fc855935d15f98f7d4198fdb9a,0328ce7af204a877bf53566a2f2eb3d8e19a03bf4e7e5ccb5e0a34a9253af3d2,13,14,78,0,0,0,-0.02132609486579895,-0.0557788610458374,0.36636465787887573,0.2524523918445294,0.9051892757415771,0.8106737818036761,-94.0,-127.15384615384616,95.0,79.64285714285714,5,-1,-44,-0.03,-0.01846153846153846,68dcf7b914ea80c711436fb87c227cd2bd44ec9a17b85697bc313a4c65537cf4,22e5e47ffbf569f46c4a593bc9f6458e291781689fdd969c3b17622dbc12c8ac,breadth,loss,-1,True,False
e8a39e935b55876173771563e4feeae307c663cc26425aa340acf9eb57a6f981,conv-41,29,e8a39e935b55876173771563e4feeae307c663cc26425aa340acf9eb57a6f981,e9c50e3dc7a4f70a053eeabc3525ca5d8d583422bc00c6286e641a08de06d996,a64a4c1434fcf04fde8b5b981024fdaf343c222f37dcbcc3497c79c019fcf1c8,18,16,73,0,0,0,-0.029259562492370605,-0.036100029945373535,0.37418633699417114,0.2240123516983456,0.9080305695533752,0.7808710634708405,-89.0,-117.38888888888889,88.0,74.25,3,2,-16,-0.09,-0.03666666666666667,bc458224e5cc9ef5bf9502afddc64f03a586be6c1360d3fc134b59a782f5c7cb,5893dda15d5af484c59650522b4760c2c87fba3230e97974fba2357859a894d1,other,tie,0,True,True
0ba89188f0737f904a6981b92f79d89a35ba66d01951e71405b8d343e1255c8d,conv-41,30,0ba89188f0737f904a6981b92f79d89a35ba66d01951e71405b8d343e1255c8d,ff00cd4eb4cba3e8b7e3143dda3a8f83790640afdd4077b32c3aaf82dc7be0ab,33c448a7f40f0ebcdfd267de9a46ce96a8c4764a4f205e7eaa38867d87b82596,11,14,78,0,0,0,-0.024019092321395874,-0.055962830781936646,0.3435993194580078,0.24178462678735907,0.9265490174293518,0.7894314399787358,-93.0,-122.9090909090909,87.0,77.85714285714286,2,-3,-1,-0.06,-0.03272727272727272,c3e701757745a0d59758ddfdba3b30cee5f796e4f3cc76c680e828900aa4d92e,16092a0b2dc1a73caac2f666a0095cc14e8968c9047139be54272dc4a52b27b3,breadth,tie,0,True,True
39e5d930dd4b2e5943d8afc483f9a3fd418c18c1bb79393a3e94feba21d8dc31,conv-41,31,39e5d930dd4b2e5943d8afc483f9a3fd418c18c1bb79393a3e94feba21d8dc31,04664f53a1480ae121aeb64f9162cee3cf198d6439c0c339bd9ce926b7d6a95f,08e5d9eabbed1521de5c3ff5fd819180e0313afa21c3130986f72b7a22f32d73,13,17,85,0,0,0,-0.036271512508392334,-0.02017948031425476,0.32185494899749756,0.2056442957658034,0.8990553617477417,0.7747551868943607,-105.0,-126.53846153846153,106.0,83.23529411764706,3,-4,-94,-0.27,-0.04846153846153847,3b5dc4d18f50976d41d4ef970a071ab24af511fa02026af72ae1e4a8fe96a605,c27270129c3d883f282c4bb583cbf23a1eed2aced5aa828ad81730d85b3e5239,targeted,tie,0,True,True
a42643041d3d4aa394ea74a3e1a00c360a452f4118f0981f3094c9c0d9a974cd,conv-41,32,a42643041d3d4aa394ea74a3e1a00c360a452f4118f0981f3094c9c0d9a974cd,dea1e59a7cf04abf78ad7c539bd0ef1c4298458240a22a2cb75af2b246c70082,7cd7dc3c34a13ea145c6a29236483373eced1636093b66a91339398f1f51753e,12,13,80,0,0,0,-0.030411839485168457,-0.04442062973976135,0.29207438230514526,0.2181636542081833,0.8556221723556519,0.7791162179066584,-95.0,-115.91666666666667,89.0,70.84615384615384,2,-1,-71,-0.09,-0.0425,8a982417a511195efbb0a9fc06208995f8abc361f4b74e525a1a2301c4db6186,c5a2249417469d0ec393debf30b1b2a550dff66b77d32a690722d20207ecc89e,other,tie,0,True,True
74632d7d08d25008ace224ec66723510c3c5e42e3fda45f6609b31a7bf11fe0f,conv-41,33,74632d7d08d25008ace224ec66723510c3c5e42e3fda45f6609b31a7bf11fe0f,7cf8ac07b621d4b0406fb6f8c0fbf17116a555d4cc9ae15720e81acac9cbde47,3b921d22841cb6f8f920012b05bf6bab141c3cda5d60c296eea3c9d7189c3c61,17,15,81,0,0,0,-0.031098634004592896,-0.043110430240631104,0.32886672019958496,0.20074217459734747,0.8442648649215698,0.7466498812039694,-97.0,-119.29411764705883,96.0,74.6,4,2,0,-0.12,-0.04058823529411765,d60c0443cbb6217ed2896f9380bddb5be55c2cb232285ccdc244b9f929ce01e2,a329234d9c9f2e32611ce699a65490383172bb0119bbc4d2733b3dd849f55d52,breadth,tie,0,True,True
