turn,estimated_tokens,rule_token_estimate,k_token_estimate,n_token_estimate,total_episodes_in_context
152,11009,4598,3045,953,56
153,8765,4598,1242,949,34
154,11291,4598,3191,951,57
155,10442,4640,2532,952,50
156,10445,4640,2532,948,50
157,7263,4683,161,955,19
158,11426,4683,3185,946,59
159,13464,4683,3992,951,77
160,12114,4725,3334,953,64
161,10067,4725,1388,949,43
162,12530,4725,3480,951,66
163,11685,4768,2821,952,59
164,8130,4810,0,948,24
165,9638,4810,760,964,37
166,10011,4810,1263,954,40
167,9726,4852,795,949,38
168,11555,4852,2018,949,56
169,8555,4852,0,951,27
170,9721,4852,792,947,38
171,10123,4852,1393,950,41
172,8772,4852,143,952,29
173,9917,4893,906,948,39
174,10239,4934,1333,954,41
175,10166,4975,1010,949,41
176,11931,5017,2161,949,58
177,8867,5058,68,951,28
178,10138,5058,935,947,40
179,10477,5099,1466,950,42
180,9332,5099,355,952,32
181,10378,5140,1052,948,41
182,10549,5140,1403,954,42
183,10647,5140,1225,949,44
184,12306,5182,2304,949,60
185,9093,5182,136,951,29
186,10513,5223,1078,947,42
187,10707,5223,1539,950,43
188,9810,5264,567,952,35
189,10715,5264,1198,948,43
190,10818,5305,1473,954,43
191,11170,5347,1440,949,47
192,12681,5347,2447,949,62
193,9401,5388,204,951,30
194,10888,5388,1221,947,44
195,11020,5429,1612,950,44
196,10287,5429,779,952,38
197,11134,5470,1344,948,45
198,11087,5470,1543,954,44
199,11610,5470,1655,949,50
200,13056,5512,2590,949,64
