turn,episode_id,episode_turn,topic,novelty,repetition,association,global_association,emotional,weighted_score,promoted,trigger_type,triggered_filter
61,5742a77c-bab3-4ad9-a728-e4eb07598018,45,topic_3,0.6912944316864014,0.2,0.30870556831359863,0.30870556831359863,0.1,0.3786941647529602,False,,
61,38604ae5-d548-4bdf-a6b4-53cee8c28f71,46,topic_3,0.9510652795433998,0.2,0.04893472045660019,0.04893472045660019,0.0,0.4026597919315099,True,all_or_nothing,novelty
61,0df42701-d2c6-4d38-9b62-b04d24fd7e2a,47,topic_3,0.659753292798996,0.2,0.34024670720100403,0.34024670720100403,0.1,0.3739629939198494,False,,
61,11516d78-a5b9-4c0e-9ba2-cfeac5e6c9f0,48,topic_3,0.9063275083899498,0.2,0.0936724916100502,0.0936724916100502,0.1,0.41094912625849245,True,all_or_nothing,novelty
61,7e21bf35-544e-4bc6-8855-1662401dcfe6,49,topic_3,0.6256854832172394,0.2,0.3743145167827606,0.3743145167827606,0.1,0.3688528224825859,False,,
61,a1eca17d-c4c6-4c13-85b4-25cdc81c6039,50,topic_3,0.7109098732471466,0.2,0.2890901267528534,0.2890901267528534,0.1,0.381636480987072,False,,
61,dabec690-7a93-4ff2-b8f9-313e1d058c36,51,topic_3,0.7398222386837006,0.4,0.26017776131629944,0.26017776131629944,0.1,0.4459733358025551,False,,
61,5a9d9646-a27f-474e-89f2-9c768c655d45,52,topic_3,0.7407664954662323,0.2,0.2592335045337677,0.2592335045337677,0.1,0.38611497431993486,False,,
61,62b901f7-3323-44b2-bf7d-89826fecefd8,53,topic_3,0.6187657713890076,0.2,0.38123422861099243,0.38123422861099243,0.1,0.36781486570835115,False,,
61,96bb610f-feaa-4a24-9ab9-1ef2b8bde46b,54,topic_3,0.7400490045547485,0.2,0.25995099544525146,0.25995099544525146,0.1,0.3860073506832123,False,,
61,d77a8569-5c33-4856-a4a6-8feb69b36bb7,55,topic_3,0.8078863024711609,1.0,0.1921136975288391,0.1921136975288391,0.1,0.6361829453706741,True,all_or_nothing,repetition
61,19cdf7db-dfd0-405d-8177-4528a4651c5b,56,topic_3,0.6973614990711212,0.2,0.3026385009288788,0.3026385009288788,0.1,0.3796042248606682,False,,
61,55ee201f-b4c8-49ca-894a-495993643c2a,57,topic_3,0.8258853107690811,0.2,0.17411468923091888,0.17411468923091888,0.1,0.3988827966153622,False,,
61,8e639f6f-359b-4cb1-9115-817d2ea3f0cb,58,topic_3,0.7491377592086792,0.2,0.2508622407913208,0.2508622407913208,0.1,0.38737066388130187,False,,
61,628a7074-6779-46b0-9e4c-09db3ea4e807,59,topic_3,0.7011125683784485,0.2,0.2988874316215515,0.2988874316215515,0.1,0.3801668852567673,False,,
61,acf42aad-6fe5-43e6-91ee-24d5cd067dcf,60,topic_3,0.7290751934051514,0.2,0.27092480659484863,0.27092480659484863,0.1,0.3843612790107727,False,,
91,0ae4ec8c-8be3-4a99-9023-010a9d0313ab,61,topic_4,0.6628319621086121,0.2,0.3585377633571625,0.33716803789138794,0.0,0.36369873940944664,False,,
91,ccad1319-7c40-4e2c-9a11-4a62ff2cdb3c,62,topic_4,0.798149049282074,0.2,0.18852487206459045,0.20185095071792603,0.1,0.39205714166164396,False,,
91,d2d858c6-4dde-4014-a55e-3dd3618a89be,63,topic_4,0.6013360023498535,0.2,0.39500415325164795,0.3986639976501465,0.0,0.3494684314727783,False,,
91,5c6fcd3e-2d29-413b-a42d-0cf9b741a0ae,64,topic_4,0.743522971868515,0.2,0.2710263431072235,0.256477028131485,0.05,0.38193830877542495,False,,
91,ca2cc56e-ddaa-4694-a0fd-a6e64397e777,65,topic_4,0.6275361776351929,0.2,0.36570972204208374,0.37246382236480713,0.05,0.3602796065807342,False,,
91,b6031694-b3ca-4e78-be0d-b14293588b88,66,topic_4,0.664743036031723,0.2,0.3324815034866333,0.335256963968277,0.0,0.35915636330842965,False,,
91,1ae27e7d-d720-4a1a-a909-1cd5ce990fe9,67,topic_4,0.7091399729251862,0.2,0.283977746963501,0.29086002707481384,0.0,0.36499453991651537,False,,
91,4d08ddd8-6624-40f8-94a8-4568ca2850c1,68,topic_4,0.8256739526987076,0.2,0.18616171181201935,0.17432604730129242,0.1,0.4012182258069515,False,,
91,93a25571-8733-478d-8f15-2621302b7520,69,topic_4,0.5879183709621429,0.4,0.4018099009990692,0.41208162903785706,0.1,0.42113341003656385,False,,
91,f441083b-d7f4-4dd6-b142-8e11bb04b445,70,topic_4,0.7162436842918396,0.2,0.2763294279575348,0.2837563157081604,0.1,0.38095117509365084,False,,
91,68dd442b-c42c-4eef-8d1c-6efde0910298,71,topic_4,0.6316427886486053,0.2,0.37101730704307556,0.36835721135139465,0.1,0.37027843743562694,False,,
91,e2fcdf84-ca6a-48cb-8238-ddcbe0dc2a8f,72,topic_4,0.6807273030281067,0.2,0.32546648383140564,0.3192726969718933,0.1,0.37834785282611844,False,,
91,e932921c-c11b-43bc-bb6e-c67dffb77f69,73,topic_4,0.7074780464172363,0.2,0.3127439320087433,0.29252195358276367,0.1,0.3851661026477814,False,,
91,bb7b3615-ace4-4a4e-8288-e8380f776733,74,topic_4,0.6355152726173401,0.4,0.36319491267204285,0.3644847273826599,0.0,0.4150693279504776,False,,
91,4a199e9f-e42f-4bea-b747-7f850207134a,75,topic_4,0.6196321249008179,0.2,0.3880191743373871,0.38036787509918213,0.1,0.3694750785827637,False,,
91,f443fc01-b2f0-4dd3-b82c-e1877e6faf7a,76,topic_4,0.7306921184062958,0.2,0.2873229384422302,0.2693078815937042,0.0,0.37320682913064956,False,,
91,e64a4a3a-c957-40dd-9be3-7d824b6a65a9,77,topic_4,0.7269063293933868,0.2,0.2735426723957062,0.27309367060661316,0.1,0.3841257497668267,False,,
91,4d115d42-5089-4f80-ba4c-5e4cb3d07367,78,topic_4,0.8819048553705215,0.2,0.10408605635166168,0.11809514462947845,0.1,0.4044839106500148,False,,
91,eb3cc850-8eed-41fb-924e-620029bdd3af,79,topic_4,0.6719418168067932,0.4,0.32741498947143555,0.3280581831932068,0.0,0.42066263377666474,False,,
91,330c92eb-b32f-402a-8f50-f725108af9bb,80,topic_4,0.6723486483097076,0.2,0.34007516503334045,0.32765135169029236,0.1,0.3783370599150658,False,,
91,6be57178-574e-4af2-b0df-777e436eef5e,81,topic_4,0.7195651829242706,0.2,0.2790553867816925,0.28043481707572937,0.1,0.3826588913798332,False,,
91,0ca9f3f7-3617-4211-be21-cf37f0a28f05,82,topic_4,0.6324889063835144,0.2,0.37896111607551575,0.3675110936164856,0.1,0.3721633404493332,False,,
91,c5b01984-4967-4139-9fae-3d12bf7c6282,83,topic_4,0.7262057662010193,0.2,0.2709759771823883,0.2737942337989807,0.0,0.3683672136068344,False,,
91,eacb081c-87ec-402e-981b-7099ef11b12d,84,topic_4,0.6997519135475159,0.2,0.3001125454902649,0.30024808645248413,0.0,0.3649356788396835,False,,
91,39fffae0-b013-47bb-a2c6-6d636e5dbafc,85,topic_4,0.703941822052002,0.2,0.31949111819267273,0.29605817794799805,0.0,0.3702778613567352,False,,
91,62ff9768-f14c-4345-a2fb-81f5c019e2c8,86,topic_4,0.656821608543396,0.2,0.3519446849822998,0.343178391456604,0.1,0.3752764999866486,False,,
91,b265413c-59b4-4f83-8284-3d562561f37e,87,topic_4,0.713038444519043,0.2,0.3060056269168854,0.28696155548095703,0.0,0.37076458096504206,False,,
91,734154ae-e8dc-4382-81bd-8262323458bb,88,topic_4,0.6017096936702728,0.2,0.40668147802352905,0.3982903063297272,0.1,0.3669346883893013,False,,
91,6a575f55-2817-4218-b7b2-08485da62e97,89,topic_4,0.7523006647825241,0.2,0.2640048563480377,0.2476993352174759,0.1,0.39110620394349094,False,,
91,76a9933c-9cc8-4acf-bacd-a98aefcb9f71,90,topic_4,0.7368071377277374,0.2,0.2748885452747345,0.2631928622722626,0.1,0.38786020725965503,False,,
111,c9b98145-885d-4a78-9c78-d1de00f53f5c,91,topic_5,0.6757858395576477,0.2,0.33713674545288086,0.3242141604423523,0.1,0.37895239293575284,False,,
111,309dd606-c369-40ae-8a09-9511ee5376c1,92,topic_5,0.6389340460300446,0.2,0.37454500794410706,0.36106595396995544,0.0,0.358535917699337,False,,
111,59c9fd30-f313-4514-b50a-9f1d984910fb,93,topic_5,0.6118445992469788,0.2,0.39225274324417114,0.38815540075302124,0.1,0.36759615838527676,False,,
111,bea35a9c-dd4b-446a-abc5-6df2e32c8c42,94,topic_5,0.8268445432186127,0.2,0.16633744537830353,0.17315545678138733,0.1,0.3976630792021751,False,,
111,1304d400-9aba-4d0b-b1bc-0a87f140e795,95,topic_5,0.7060306966304779,0.2,0.2942988872528076,0.2939693033695221,0.1,0.3809705212712288,False,,
111,f26e120a-fd5a-44d3-aa7d-ad4cafd468ce,96,topic_5,0.6953497529029846,0.2,0.2884647846221924,0.3046502470970154,0.05,0.3685653704404831,False,,
111,29906f98-b321-4289-b115-c1493701bfea,97,topic_5,0.7954568564891815,0.2,0.21396419405937195,0.20454314351081848,0.0,0.3812027385830879,False,,
111,8484ab70-1609-4dd7-8979-c5baeb4d195c,98,topic_5,0.8023034930229187,0.2,0.21781377494335175,0.1976965069770813,0.1,0.3993689775466919,False,,
111,1006c6a5-e641-4bf5-9687-88240be9ff51,99,topic_5,0.6909035444259644,0.2,0.31604260206222534,0.30909645557403564,0.0,0.3650247609615326,False,,
111,14346595-72fb-42b4-a099-364d131cd32b,100,topic_5,0.8202609568834305,1.0,0.17307263612747192,0.17973904311656952,0.1,0.636705862134695,True,all_or_nothing,repetition
111,3b8017c4-cd44-4c25-b9b8-46d06d53440f,101,topic_5,0.7065320312976837,0.2,0.29604366421699524,0.2934679687023163,0.1,0.38149494379758836,False,,
111,d8b5408d-9f99-4fcc-a8ec-7bb01abaffb2,102,topic_5,0.7450369596481323,0.2,0.2774415612220764,0.2549630403518677,0.0,0.3762512481212616,False,,
111,66c3c558-70e9-4400-a58a-277905ec95f6,103,topic_5,0.7518752068281174,0.6,0.2430742233991623,0.24812479317188263,0.0,0.4917711670696735,False,,
111,f8d5c102-952b-4654-a40e-b4d3f0359a72,104,topic_5,0.6046190857887268,0.2,0.4169858396053314,0.3953809142112732,0.0,0.35501384794712065,False,,
111,80d37b4d-3537-4c17-8629-7546074bc336,105,topic_5,0.6765923202037811,0.2,0.33111122250556946,0.32340767979621887,0.1,0.3780295565724373,False,,
111,611b0c16-4f71-4bb6-99b3-a70cefee7197,106,topic_5,0.7392144799232483,0.2,0.2661234736442566,0.2607855200767517,0.1,0.3869497627019882,False,,
111,c18ef467-3557-4fb5-a6ec-824ffc499420,107,topic_5,0.7998941838741302,0.2,0.19635486602783203,0.20010581612586975,0.1,0.39423393756151204,False,,
111,f8606523-c92f-40a6-97c3-992b8f6efb13,108,topic_5,0.6317867338657379,0.2,0.36470869183540344,0.3682132661342621,0.0,0.3540670952200889,False,,
111,83a58021-2c50-48e2-a4d6-b09be84afcb2,109,topic_5,0.6661450564861298,0.4,0.33044466376304626,0.33385494351387024,0.1,0.4342397025227546,False,,
111,33e86b29-9416-47c8-ba98-e8a934dccdf1,110,topic_5,0.7020117044448853,0.2,0.2716405391693115,0.29798829555511475,0.0,0.3600322043895722,False,,
111,abf3c0bc-d281-4983-8df4-272428bfa4ec,111,topic_5,0.7169347703456879,0.0,0.2884337604045868,0.28306522965431213,0.1,0.32361392170190817,False,,
