turn,topic,survivor_span,collapsed_span
570,topic_2,562e2ee9-4947-48a8-a488-f0b263e176ee:86:134,0f38d69a-af9b-4910-b123-d1213ba5ed8a:86:134
570,topic_2,562e2ee9-4947-48a8-a488-f0b263e176ee:86:134,29e6ebd9-5aeb-4e04-8f0b-e78bfd99da00:86:134
570,topic_2,562e2ee9-4947-48a8-a488-f0b263e176ee:86:134,10df3e98-2fb3-4bdf-949d-c424b233e2c3:86:134
570,topic_2,aee05768-4978-4001-a81a-6cb3d061d308:183:299,eca853a2-fb00-4b76-b6ee-37d244630df5:183:299
570,topic_2,aee05768-4978-4001-a81a-6cb3d061d308:183:299,4040bbb8-b0c8-4b28-8e68-4c19b6708f13:183:299
570,topic_2,aee05768-4978-4001-a81a-6cb3d061d308:183:299,697f956b-780a-4e4c-bf36-f9d70ab028d1:183:299
570,topic_2,aee05768-4978-4001-a81a-6cb3d061d308:183:299,b920caf5-35e7-4b03-bb75-a8709778834c:183:299
570,topic_2,e0b1e7cd-cacd-4ea3-920f-41770fa793df:86:145,f9de940a-aba7-4bad-8ddd-2d52bf4cf575:86:145
570,topic_2,e0b1e7cd-cacd-4ea3-920f-41770fa793df:86:145,94bed7e6-0838-4e78-bdc0-8948cf15e1f7:86:145
570,topic_2,e0b1e7cd-cacd-4ea3-920f-41770fa793df:86:145,c374d973-2741-4912-9d38-731aca0125c4:86:145
570,topic_2,539fae92-cb99-474b-9eef-3b9bad970707:165:232,94640e5d-945f-466d-89ba-f94ed4d65f3f:165:232
570,topic_2,539fae92-cb99-474b-9eef-3b9bad970707:165:232,fcc3fbd1-4614-48cf-b32b-5f8f4e7aeb37:165:232
570,topic_2,539fae92-cb99-474b-9eef-3b9bad970707:165:232,63c1c918-4da6-42d1-abeb-e239ee3d0637:165:232
570,topic_2,d465bb9d-28f6-4c37-9457-6ebb66057588:86:145,9496e6ff-698c-4b44-9fe6-7818f33d8f6a:86:145
570,topic_2,d465bb9d-28f6-4c37-9457-6ebb66057588:86:145,8e92533a-29c8-4f39-9bf3-5ea1abd09370:86:145
570,topic_2,d465bb9d-28f6-4c37-9457-6ebb66057588:86:145,1d54a0c6-f015-4ce6-836e-f34594e4d00f:86:145
570,topic_2,d859bdd7-74eb-4363-8519-80ff345485fd:86:151,3cfee17e-8f96-4574-99a1-213a254c1883:86:151
570,topic_2,d859bdd7-74eb-4363-8519-80ff345485fd:86:151,59f49df3-2809-41ce-b081-fd9beda4e64a:86:151
570,topic_2,d859bdd7-74eb-4363-8519-80ff345485fd:86:151,c987ea07-3a16-4c44-b6dd-02d8a4b6c445:86:151
616,topic_2,735be76b-c4b3-4fc5-8e4c-56d66c5ac1b7:91:149,4e2f96f5-6138-43b7-b869-6560fee455c7:91:149
616,topic_2,735be76b-c4b3-4fc5-8e4c-56d66c5ac1b7:91:149,3d907d57-aca2-40e5-8a8e-544a08b41178:91:149
616,topic_2,735be76b-c4b3-4fc5-8e4c-56d66c5ac1b7:91:149,233d0c37-863f-4a01-9762-141725a7d074:91:149
616,topic_2,735be76b-c4b3-4fc5-8e4c-56d66c5ac1b7:91:149,cc9a0e2c-9e0d-4403-a7c1-150b90ff8e56:91:149
616,topic_2,53c05428-77b8-4f95-b128-030ca3da6d41:169:239,eaadf6a6-cae8-4e5b-92bd-688d7d8a244a:169:239
616,topic_2,53c05428-77b8-4f95-b128-030ca3da6d41:169:239,9b8d37f7-b4ea-44c9-b08e-2befdf4adab7:169:239
616,topic_2,53c05428-77b8-4f95-b128-030ca3da6d41:169:239,cf8be176-35f4-47ab-b9d4-1c028261c0e5:169:239
616,topic_2,53c05428-77b8-4f95-b128-030ca3da6d41:169:239,ae44a1b1-1e4a-4b5b-a482-5f09716a1a0b:169:239
616,topic_2,923dd1c5-5bef-43a2-b656-5c4f1138476f:91:145,4f11c8ed-ba83-4faf-9b86-5b426b8b75eb:91:145
616,topic_2,923dd1c5-5bef-43a2-b656-5c4f1138476f:91:145,61783fba-c619-4f88-b930-8252dc76bdc1:91:145
616,topic_2,923dd1c5-5bef-43a2-b656-5c4f1138476f:91:145,81ce3fa4-80b8-4756-8ff6-154df77b30a5:91:145
616,topic_2,923dd1c5-5bef-43a2-b656-5c4f1138476f:91:145,d8f21430-784c-412c-bc81-37e0ac62791b:91:145
616,topic_2,0fe542a3-f817-4365-8064-32b20f31b707:168:440,73fc8979-0ec0-4158-ae4e-60bd69b6c6a9:168:442
616,topic_2,0fe542a3-f817-4365-8064-32b20f31b707:168:440,a8424bd6-53b8-46c6-ae63-60db9a380ac3:168:442
616,topic_2,0fe542a3-f817-4365-8064-32b20f31b707:168:440,44be0741-262b-4c9c-9e2c-3a673e429932:168:442
616,topic_2,0fe542a3-f817-4365-8064-32b20f31b707:168:440,c6461078-fd9a-4749-b59e-9b45b1a6c639:168:442
616,topic_2,0aef3c91-1a86-41b5-99ec-28e7e1ce41b9:91:162,e513dc95-9920-4924-81c7-772336d0310d:91:162
616,topic_2,0aef3c91-1a86-41b5-99ec-28e7e1ce41b9:91:162,dbcc4995-8df2-48ed-a0f8-8fdb5c49cd98:91:162
616,topic_2,0aef3c91-1a86-41b5-99ec-28e7e1ce41b9:91:162,9a46968b-4f4e-4787-90e3-e7b3e6a1144b:91:162
616,topic_2,20b37f25-fc17-48ad-96b5-6406fade35aa:91:145,06dfb1de-3bcb-4283-9069-fc1c5e87ddc6:91:145
616,topic_2,20b37f25-fc17-48ad-96b5-6406fade35aa:91:145,2c534a8b-28cf-4b7a-bf14-7b24ee291c80:91:145
616,topic_2,20b37f25-fc17-48ad-96b5-6406fade35aa:91:145,d4b37f6e-b858-45f6-9228-ceaa77349bf3:91:145
651,topic_2,0c35fcd0-75c7-4b22-a99e-d8caa0f59c24:91:145,fa387a15-3560-4cbd-9dcd-3a1ba0514e89:91:145
651,topic_2,0c35fcd0-75c7-4b22-a99e-d8caa0f59c24:91:145,ed947958-57d0-44be-b022-c314c9f31179:91:145
651,topic_2,0c35fcd0-75c7-4b22-a99e-d8caa0f59c24:91:145,2f729345-864a-4100-afd8-b19aa4548b53:91:145
651,topic_2,0c35fcd0-75c7-4b22-a99e-d8caa0f59c24:91:145,e67175ac-fc4f-45af-b2e9-3a24631db44b:91:145
651,topic_2,94f7739f-0084-47ef-98c6-cc324422f2e3:91:149,9a25cec7-5e5c-42b5-92d8-041d08943419:91:149
651,topic_2,94f7739f-0084-47ef-98c6-cc324422f2e3:91:149,e82e939b-62cd-425d-a281-ccb6dfb09e18:91:149
651,topic_2,94f7739f-0084-47ef-98c6-cc324422f2e3:91:149,8f11e7c4-d34e-4f6f-b1e7-eed4ad7a8cd5:91:149
651,topic_2,002d5c8f-77ec-4275-b72c-a48b18186a62:169:239,8b434961-8357-4073-b673-d4a7d0697fc4:169:239
651,topic_2,002d5c8f-77ec-4275-b72c-a48b18186a62:169:239,d418dcce-a806-4fca-8a52-def1ccc81f9b:169:239
651,topic_2,002d5c8f-77ec-4275-b72c-a48b18186a62:169:239,42bc143a-fe55-472c-828d-70c61751a578:169:239
651,topic_2,2c75c404-dff3-4a0c-92b2-a5683482ff9f:91:145,7e90bc1d-6ef3-4e03-8f71-9bee6af357ae:91:145
651,topic_2,2c75c404-dff3-4a0c-92b2-a5683482ff9f:91:145,a26a79bc-a444-48a3-b8a7-dacc28b51a08:91:145
651,topic_2,2c75c404-dff3-4a0c-92b2-a5683482ff9f:91:145,8cba5832-c375-48b0-9f0f-7e37eed81697:91:145
651,topic_2,0bc71b07-18be-48c6-828b-b01987b278f0:168:442,b95eba3e-44b2-4482-b030-11f4277560b3:168:442
651,topic_2,0bc71b07-18be-48c6-828b-b01987b278f0:168:442,4c51cb0d-ca2d-4503-bcbf-8a63e325eb2b:168:442
651,topic_2,0bc71b07-18be-48c6-828b-b01987b278f0:168:442,27d348ba-0270-4e63-af82-4fbcd4122e70:168:442
651,topic_2,d5f9da24-1655-43c0-a749-fa6cd235cc98:91:162,358e5c46-a80b-4e55-bcd1-c5434fe0ddd5:91:162
651,topic_2,d5f9da24-1655-43c0-a749-fa6cd235cc98:91:162,f409b2eb-eecd-4d05-9d8a-c0a7d027483d:91:162
651,topic_2,d5f9da24-1655-43c0-a749-fa6cd235cc98:91:162,40498582-e94c-4ee2-8ba6-8f2b10dd9631:91:162
698,topic_2,7902ad48-049f-4555-9348-73453ab275a6:88:152,56afe746-7561-4798-8604-56c283a4a1ec:88:152
698,topic_2,7902ad48-049f-4555-9348-73453ab275a6:88:152,cd91bd65-efc0-4e2d-8fd3-7feba0c7f736:88:152
698,topic_2,7902ad48-049f-4555-9348-73453ab275a6:88:152,2d9f7b4f-b208-44be-88fd-be1d60001a56:88:152
698,topic_2,7902ad48-049f-4555-9348-73453ab275a6:88:152,b3712f15-18c4-4296-93d6-4d24abbf2265:88:152
698,topic_2,7902ad48-049f-4555-9348-73453ab275a6:167:402,56afe746-7561-4798-8604-56c283a4a1ec:167:402
698,topic_2,7902ad48-049f-4555-9348-73453ab275a6:167:402,cd91bd65-efc0-4e2d-8fd3-7feba0c7f736:167:402
698,topic_2,7902ad48-049f-4555-9348-73453ab275a6:167:402,2d9f7b4f-b208-44be-88fd-be1d60001a56:167:402
698,topic_2,7902ad48-049f-4555-9348-73453ab275a6:167:402,b3712f15-18c4-4296-93d6-4d24abbf2265:167:402
698,topic_2,36519af9-cec8-453e-ba3a-779cfab22b97:170:244,d51b067a-1db1-4d12-a469-12a682e33c03:170:244
698,topic_2,36519af9-cec8-453e-ba3a-779cfab22b97:170:244,616050cd-c11c-4f09-a071-c7101936823b:170:244
698,topic_2,36519af9-cec8-453e-ba3a-779cfab22b97:170:244,a0385871-5d32-427e-bb07-dcf7989b9dfa:170:244
698,topic_2,36519af9-cec8-453e-ba3a-779cfab22b97:170:244,5f564449-3747-4531-8f22-787a893de120:170:244
698,topic_2,f2650f59-fe18-4bc0-9a66-083c15b15516:88:140,b2324cd8-7db1-4341-ac86-e38c89e7b699:88:140
698,topic_2,f2650f59-fe18-4bc0-9a66-083c15b15516:88:140,7817b08f-ff14-4145-8960-a021109d05d3:88:140
698,topic_2,f2650f59-fe18-4bc0-9a66-083c15b15516:88:140,b697dce8-9283-4d34-94d4-18e32f11fb5d:88:140
698,topic_2,f2650f59-fe18-4bc0-9a66-083c15b15516:88:140,908aeb09-f2df-44cb-a7a6-b19b5e1bb3a6:88:140
698,topic_2,4dd6955a-6195-42bb-8da9-43a00322ce67:88:156,fc7d51ed-a188-4ecb-9681-a0c6f90194f0:88:156
698,topic_2,4dd6955a-6195-42bb-8da9-43a00322ce67:88:156,7ba6f363-e7e9-47fc-b5b9-94bc11be93c5:88:156
698,topic_2,4dd6955a-6195-42bb-8da9-43a00322ce67:88:156,d61af2cd-8535-4ac6-a938-5bd4b48e3c5d:88:156
698,topic_2,4dd6955a-6195-42bb-8da9-43a00322ce67:171:264,fc7d51ed-a188-4ecb-9681-a0c6f90194f0:171:264
698,topic_2,4dd6955a-6195-42bb-8da9-43a00322ce67:171:264,7ba6f363-e7e9-47fc-b5b9-94bc11be93c5:171:264
698,topic_2,4dd6955a-6195-42bb-8da9-43a00322ce67:171:264,d61af2cd-8535-4ac6-a938-5bd4b48e3c5d:171:264
698,topic_2,706457f9-c4aa-4ff0-8f2c-d5987ecd6745:88:140,c32ad3a6-f71a-41e5-861a-421470bac3a8:88:140
698,topic_2,706457f9-c4aa-4ff0-8f2c-d5987ecd6745:88:140,61d4521b-8801-420c-9b0a-8b9c3df36d11:88:140
698,topic_2,706457f9-c4aa-4ff0-8f2c-d5987ecd6745:88:140,51f41c0c-4211-4c43-82b1-83b771119b65:88:140
733,topic_2,8cf573e7-7c6b-44e8-b349-c54918caa96a:88:140,1faf9665-db89-4b22-a3f0-3d2975ad68c4:88:140
733,topic_2,8cf573e7-7c6b-44e8-b349-c54918caa96a:88:140,85702129-d1b4-475c-9675-2eae4deab65f:88:140
733,topic_2,8cf573e7-7c6b-44e8-b349-c54918caa96a:88:140,1e6e67e8-1e44-48d6-b95d-25ac00a0bf8f:88:140
733,topic_2,8cf573e7-7c6b-44e8-b349-c54918caa96a:88:140,47cf411a-569b-4c55-abda-e905ad3342c4:88:140
733,topic_2,d8839792-53ad-4588-a840-e77f9445e013:88:152,6be56a07-6791-4da2-a73b-56d90d87c70e:88:152
733,topic_2,d8839792-53ad-4588-a840-e77f9445e013:88:152,fffc23da-0f5a-4785-b633-c11b5d91f580:88:152
733,topic_2,d8839792-53ad-4588-a840-e77f9445e013:88:152,28ddeef5-7849-423a-8202-fd71279c74b7:88:152
733,topic_2,d8839792-53ad-4588-a840-e77f9445e013:167:402,6be56a07-6791-4da2-a73b-56d90d87c70e:167:402
733,topic_2,d8839792-53ad-4588-a840-e77f9445e013:167:402,fffc23da-0f5a-4785-b633-c11b5d91f580:167:402
733,topic_2,d8839792-53ad-4588-a840-e77f9445e013:167:402,28ddeef5-7849-423a-8202-fd71279c74b7:167:402
733,topic_2,07667e3e-64e4-44b8-90e1-c49ee6a4d433:170:244,fd395479-d92f-4089-8c0a-31c298219e4f:170:244
733,topic_2,07667e3e-64e4-44b8-90e1-c49ee6a4d433:170:244,d071984a-c093-430f-b004-7dacf2896bee:170:244
733,topic_2,07667e3e-64e4-44b8-90e1-c49ee6a4d433:170:244,2c7105b9-db3e-439e-a500-d82e5f58c41c:170:244
733,topic_2,bfad3521-f7e9-4727-888d-5d02e45f844a:88:140,5eae954d-3bcd-4534-ace2-9df1e3680be8:88:140
733,topic_2,bfad3521-f7e9-4727-888d-5d02e45f844a:88:140,7c7b4368-4c59-48f5-939a-4a5848893cd6:88:140
733,topic_2,bfad3521-f7e9-4727-888d-5d02e45f844a:88:140,30cae403-ae7e-43a6-862d-6bff6a621148:88:140
733,topic_2,c3d82969-a15b-4201-a113-2fdf0629ae22:88:156,ceec009c-a4d6-4990-addb-72c2c3091aeb:88:156
733,topic_2,c3d82969-a15b-4201-a113-2fdf0629ae22:88:156,0d21ff00-3ee9-4ee5-b06f-c038f54ad4eb:88:156
733,topic_2,c3d82969-a15b-4201-a113-2fdf0629ae22:88:156,017366bf-b065-4ba0-a83e-0f2865b7aa2b:88:156
733,topic_2,c3d82969-a15b-4201-a113-2fdf0629ae22:171:264,ceec009c-a4d6-4990-addb-72c2c3091aeb:171:264
733,topic_2,c3d82969-a15b-4201-a113-2fdf0629ae22:171:264,0d21ff00-3ee9-4ee5-b06f-c038f54ad4eb:171:264
733,topic_2,c3d82969-a15b-4201-a113-2fdf0629ae22:171:264,017366bf-b065-4ba0-a83e-0f2865b7aa2b:171:264
782,topic_2,bc55bff9-6695-4434-b5b5-5c3d56091eff:93:162,63501757-678c-4674-9fd5-5559e653e724:93:162
782,topic_2,bc55bff9-6695-4434-b5b5-5c3d56091eff:93:162,03b44183-7c8e-4561-b95d-cbec0e096f8b:93:162
782,topic_2,bc55bff9-6695-4434-b5b5-5c3d56091eff:93:162,af50352c-ad00-4179-a34c-c783790f15ac:93:162
782,topic_2,bc55bff9-6695-4434-b5b5-5c3d56091eff:93:162,8ae82155-5c0d-4704-b16e-a5caebb49985:93:162
782,topic_2,45b3645c-3a49-4116-a21c-f433f8b3a517:171:423,0a1e4fba-df3d-46b7-95d9-371abc403c41:171:423
782,topic_2,45b3645c-3a49-4116-a21c-f433f8b3a517:171:423,43bbc9fe-b016-44db-99a5-d30ac4bb97d6:171:423
782,topic_2,45b3645c-3a49-4116-a21c-f433f8b3a517:171:423,584a9641-982d-448c-8cba-16a3482aa4aa:171:423
782,topic_2,45b3645c-3a49-4116-a21c-f433f8b3a517:171:423,8328d000-9960-4b15-b209-995360fbf4d0:171:423
782,topic_2,93036ba3-2842-4b52-91de-351dc4740359:174:244,2e54f22e-1837-45bc-9310-22e90e21066a:174:244
782,topic_2,93036ba3-2842-4b52-91de-351dc4740359:174:244,88fea3c9-48af-4f65-9472-a3fda91de9a2:174:244
782,topic_2,93036ba3-2842-4b52-91de-351dc4740359:174:244,8718788d-20f9-46d7-9f4e-02babb88a5d3:174:244
782,topic_2,93036ba3-2842-4b52-91de-351dc4740359:174:244,c0c07dd1-1ea6-4cc1-850a-5b9c0d538739:174:244
782,topic_2,fcd0febf-0f34-42b5-9e0e-f3e7153325dc:93:143,d1c6db0f-e4d7-4ddb-8b38-9b6b12c64149:93:143
782,topic_2,fcd0febf-0f34-42b5-9e0e-f3e7153325dc:93:143,b252a6f7-f7d4-4646-ba50-3726d19d9340:93:143
782,topic_2,fcd0febf-0f34-42b5-9e0e-f3e7153325dc:93:143,eaa1b64c-17e7-4135-a039-9883eefc4bca:93:143
782,topic_2,fcd0febf-0f34-42b5-9e0e-f3e7153325dc:93:143,d478f02f-9a9c-4ad7-8f52-08fc2dfa6fd7:93:143
782,topic_2,056752ed-a225-41f1-8039-38f2a1984488:93:166,e57a3d66-f320-4215-9402-6b294a15d594:93:166
782,topic_2,056752ed-a225-41f1-8039-38f2a1984488:93:166,ce5e335f-8ec1-4c47-b9b8-a7328c5819f0:93:166
782,topic_2,056752ed-a225-41f1-8039-38f2a1984488:93:166,1ff097c4-2984-45ff-a482-c8300ade6a5e:93:166
782,topic_2,a010ae5a-c764-4af8-9e4b-20d1a17283bd:93:147,c239afcb-4ede-47a0-87a4-586710b543ff:93:147
782,topic_2,a010ae5a-c764-4af8-9e4b-20d1a17283bd:93:147,58f701cf-86aa-42f0-9f5d-4f5742c9c08e:93:147
782,topic_2,a010ae5a-c764-4af8-9e4b-20d1a17283bd:93:147,751743c3-d959-4b37-9dfd-29d403d9ac80:93:147
817,topic_2,94434cb6-8f53-4b19-9da7-9ec1c608b020:93:147,21f16c7f-d099-458f-86ca-eaf361c74369:93:147
817,topic_2,94434cb6-8f53-4b19-9da7-9ec1c608b020:93:147,bb144b7d-c6da-42af-a57b-7f0ba4db191d:93:147
817,topic_2,94434cb6-8f53-4b19-9da7-9ec1c608b020:93:147,c1b8e5c7-f758-4029-9fe1-34d311e061f7:93:147
817,topic_2,94434cb6-8f53-4b19-9da7-9ec1c608b020:93:147,274ed03a-a543-4184-803b-899dd1c85b94:93:147
817,topic_2,f0555f69-1758-4349-b60e-db931c35e447:93:162,e537c02c-a56d-4fe4-bc40-2acada9b230d:93:162
817,topic_2,f0555f69-1758-4349-b60e-db931c35e447:93:162,77683046-f270-4da4-8912-3ff77b5e7963:93:162
817,topic_2,f0555f69-1758-4349-b60e-db931c35e447:93:162,18b6b14b-fe03-42a0-8c98-e1cefbed7227:93:162
817,topic_2,92f7d5e8-cfee-463d-9e11-f719d8c0a59f:171:423,d47a62f2-2301-41e9-bc75-45576f074c7d:171:423
817,topic_2,92f7d5e8-cfee-463d-9e11-f719d8c0a59f:171:423,12fdc269-7d53-4c28-918e-193f347f7ed4:171:423
817,topic_2,92f7d5e8-cfee-463d-9e11-f719d8c0a59f:171:423,c776dd35-476a-4409-881f-07f2c7319293:171:423
817,topic_2,51515ff5-a14b-4b38-a73e-cfd06e690e56:174:244,b182651d-c792-4cce-b656-7d7fa35bf540:174:244
817,topic_2,51515ff5-a14b-4b38-a73e-cfd06e690e56:174:244,e2142932-a6c0-449d-a2bf-2d7a98b84526:174:244
817,topic_2,51515ff5-a14b-4b38-a73e-cfd06e690e56:174:244,541a27a6-21d2-4788-bc26-7eb75fe02351:174:244
817,topic_2,f8c46b02-5f54-486b-ad34-016efcabb78d:93:143,5e47b588-0714-4e4d-ab52-6f811dc985c6:93:143
817,topic_2,f8c46b02-5f54-486b-ad34-016efcabb78d:93:143,e495ab9b-8280-4649-bcd9-ac97e95c1e1b:93:143
817,topic_2,f8c46b02-5f54-486b-ad34-016efcabb78d:93:143,ca3fa6c9-f3a9-46f3-8edf-ea1923ffe17b:93:143
817,topic_2,e1e3d7f8-21b4-4e06-a431-17328751558e:93:166,3df6dd00-b3fb-4e34-87e5-bf67cbffb55a:93:166
817,topic_2,e1e3d7f8-21b4-4e06-a431-17328751558e:93:166,4439a2b3-e69f-48d5-9eb2-fb344c7844f3:93:166
817,topic_2,e1e3d7f8-21b4-4e06-a431-17328751558e:93:166,077517ca-de44-4fe9-9d8d-95fa3370a32b:93:166
864,topic_2,db769cef-5958-4def-9b36-0ba201b481d0:174:273,e483a1fd-ad47-4115-b9a5-a5b773121924:174:273
864,topic_2,db769cef-5958-4def-9b36-0ba201b481d0:174:273,73b8a69c-ab0b-4bbb-a1e3-71ab62abbc47:174:273
864,topic_2,db769cef-5958-4def-9b36-0ba201b481d0:174:273,f855b7ef-3bb0-47d4-890f-189f50b27ead:174:273
864,topic_2,db769cef-5958-4def-9b36-0ba201b481d0:174:273,25ab024f-492e-4e41-ae71-743c9c06c54d:174:273
864,topic_2,7b72a983-6df0-4ee7-9e71-1aac6baad0af:85:144,8e9366c0-1f7a-46b1-80dd-63dba3ec4a49:85:144
864,topic_2,7b72a983-6df0-4ee7-9e71-1aac6baad0af:85:144,a88d7d66-4b24-4a51-9990-2f86569733dc:85:144
864,topic_2,7b72a983-6df0-4ee7-9e71-1aac6baad0af:85:144,b2e77498-693e-48ae-912e-95f5b7248802:85:144
864,topic_2,7b72a983-6df0-4ee7-9e71-1aac6baad0af:85:144,9996445e-8a45-42a0-a547-d7cb49342346:85:144
864,topic_2,5b84131a-7358-42fb-920d-74244c2ff437:162:338,5738e71b-77c5-4180-80fd-8027d03c7c80:162:338
864,topic_2,5b84131a-7358-42fb-920d-74244c2ff437:162:338,50a7611e-6bae-44cd-9836-2f39fa73b0ad:162:338
864,topic_2,5b84131a-7358-42fb-920d-74244c2ff437:162:338,094d2203-62d0-4d2e-b0cd-42b07e27ffdb:162:338
864,topic_2,5b84131a-7358-42fb-920d-74244c2ff437:162:338,42a2acef-a0c3-4bb0-b07e-38ab883349d6:162:338
864,topic_2,87eafc01-871a-4fa5-b3cc-00ae9a081d98:161:210,5b815be6-6519-431e-ad1a-d0b6aac741a3:161:210
864,topic_2,87eafc01-871a-4fa5-b3cc-00ae9a081d98:161:210,14e2c500-f57b-444a-8fe5-a3ee132aaf2a:161:210
864,topic_2,87eafc01-871a-4fa5-b3cc-00ae9a081d98:161:210,3e8925a6-f285-4dfe-a978-7d4c85f557d7:161:210
864,topic_2,87eafc01-871a-4fa5-b3cc-00ae9a081d98:161:210,a4fff23e-7939-4f78-88e8-ec3a3852fa6a:161:210
864,topic_2,c8142d44-165c-4e31-9bef-b2b99e16b41d:85:136,2be3d7fc-6eee-468a-b587-933ccb787197:85:136
864,topic_2,c8142d44-165c-4e31-9bef-b2b99e16b41d:85:136,5648f7fe-e331-414e-9f54-34446de73e45:85:136
864,topic_2,c8142d44-165c-4e31-9bef-b2b99e16b41d:85:136,3f8cbe63-3d74-4cb2-8a00-9d6be77e4253:85:136
864,topic_2,c8142d44-165c-4e31-9bef-b2b99e16b41d:85:136,156c213f-0184-48f5-b9f5-f66683f9c674:85:136
864,topic_2,2340b2b4-8629-4082-9503-4b26475f973d:85:153,76bafb4d-d51a-4e1a-a844-52af0253baf8:85:153
864,topic_2,2340b2b4-8629-4082-9503-4b26475f973d:85:153,6bf44769-47e8-4f60-85de-1811ab129768:85:153
864,topic_2,2340b2b4-8629-4082-9503-4b26475f973d:85:153,04b47460-961e-49ea-9e04-2f23c5df482f:85:153
864,topic_2,0c3872d9-2741-4cd9-91c2-77924ec307b9:85:134,aa6a1348-fe0e-4299-b76d-6e61c2b60980:85:134
864,topic_2,0c3872d9-2741-4cd9-91c2-77924ec307b9:85:134,0e74bb8c-e887-4595-be64-983cc4b78472:85:134
864,topic_2,0c3872d9-2741-4cd9-91c2-77924ec307b9:85:134,8a8e1107-c9db-42eb-9244-a30bad35b754:85:134
899,topic_2,bd8bade9-9724-436c-a23c-a4fda26c3086:85:134,067a0c75-16b8-469d-9553-6dbe9bd90fe4:85:134
899,topic_2,bd8bade9-9724-436c-a23c-a4fda26c3086:85:134,388b841a-66ad-44b5-b4b2-5062dae42392:85:134
899,topic_2,bd8bade9-9724-436c-a23c-a4fda26c3086:85:134,dbbd7ef0-3441-4024-b103-906892f94826:85:134
899,topic_2,bd8bade9-9724-436c-a23c-a4fda26c3086:85:134,440ac205-f2dd-4236-9829-a36ee157d6fc:85:134
899,topic_2,94b8a084-30d7-42ae-85e0-fb47863fea36:174:273,3b284aa4-5716-40d7-a73d-438c583786e8:174:273
899,topic_2,94b8a084-30d7-42ae-85e0-fb47863fea36:174:273,50a2cba1-a02a-498b-9cc6-ecbabf0eb769:174:273
899,topic_2,94b8a084-30d7-42ae-85e0-fb47863fea36:174:273,ed23dbc5-7930-4d81-9871-73939c597059:174:273
