question_id,sample_id,category,direction,evidence_episodes,flat_best_evidence_rank,flat_worst_evidence_rank,dual_evidence_delivered,tiered_evidence_delivered,dual_evidence_tiers,tiered_evidence_tiers
0ec54f3a06fd79fb0add4f940b8652bf92930cf3adceff2c7f2f6d0335af524a,conv-41,5,gain,1,5,5,1,0,k,
96f415aea72aff09c8c2a31b5a8d4be6ccd8b5ea1d3d0e8e28185002165792bd,conv-41,5,gain,1,1,1,1,0,k,
f0901fd845d598a9a2576b6afc3e5ac69f4058a235d8c9993f5d3471be855c17,conv-41,5,gain,1,5,5,1,0,k,
d01af9d24d967a55b000f5742462f5cfac03fefb77ffb7e5df954438fc3d1daa,conv-41,5,gain,1,2,2,1,0,k,
dae3baaa75e838b94081ce10c8efb2738001d431dad1e32e864eb3773ba75567,conv-41,5,gain,1,1,1,1,0,k,
14d6db8eb4426e84c82cbb5d3f7657258779ab1c3459fbf2df77cf66b0dbdc07,conv-41,5,gain,1,1,1,1,0,k,
2975a3396b7dd430df3ef55400207a44a4aec6406161a6c8300ad2f36d587271,conv-41,5,loss,1,2,2,0,1,,recency
046be73c80a11e8dce6b11c4d109649e88fefcefb88aa07cdc81640f55929f61,conv-41,5,loss,1,1,1,0,1,,recency
30ff3f19496cf33ea772fd7a7ce88e60e4eaebec9a63cabed8cd4cd3cac57089,conv-42,1,gain,3,2,74,3,1,k,k
1c3308d6422cf507ebf3f87ea9173d770bb76bc6dfa83bb78458767625015eee,conv-42,2,gain,1,1,1,1,0,k,
e752b2d87587dfb68ed870ec668580b7ca0465a265eb75cd05c69326300083e2,conv-42,2,gain,1,1,1,1,0,k,
2462636072dd6703ad03370bef3fdee5afe71747034c66438d114c607ce9e1c3,conv-42,2,gain,1,5,5,1,0,k,
47b387fb0b897623fad30bb25a69685435cb8b216d3cbbeaf23265ca5bd19964,conv-42,2,gain,1,1,1,1,0,k,
3e2b00c1068787d149a352fdbd75da29bf102cb1c78e2ab989abc1f93d02d54c,conv-42,2,gain,1,46,46,1,0,k,
23aa5a9cc2a9e022d953c26f48405defdf132d357997553f484011f7cef60dcd,conv-42,1,gain,5,1,12,5,3,k,k
279cb8014f0fd09e2f49013cf5e31b786a46f9bf7f163fd93b229bae8e3fa55f,conv-42,2,gain,1,2,2,1,0,k,
c49905113defb259264bcc83e74a524fd1e3f6815c4d81d8e3857a537da3120e,conv-42,2,gain,1,3,3,1,0,k,
fbc3c2230fafc70559c8b505c82a51565e376972d8c5d923e85cdf989751c53f,conv-42,2,gain,1,1,1,1,0,k,
64e790cf119943f76e4e7d40557d263730525613f693825a930b4b9b85605ae8,conv-42,2,gain,1,4,4,1,0,k,
de597f5a520c1f0163d111f45cd6fac702d16f0cbcb50072f3fb03a8aa7fae46,conv-42,2,gain,1,1,1,1,0,k,
52cc5d919bdffd019b5d2a6e48ea04b3f08657cc2efb2390e547e7588a55e591,conv-42,2,gain,1,42,42,1,0,k,
1e93729add74f35e816e8dddb6000ad8f6b3e8cb6e832734325e43cbf8aaa4b4,conv-42,2,gain,1,1,1,1,0,k,
ecb6bdcd037c1c2abca380593f7accf9acd56280196add1f5d47ec790c08b58b,conv-42,2,gain,1,11,11,1,0,k,
54e9604bb28c4edd66f145907620d52556398916b2c85ec7d8979289c05dfbbe,conv-42,2,gain,2,3,6,2,0,k,
af2d0a34fee6fd029bdd1c4d786dae84fc1380c357d4c88920be408d147cbcca,conv-42,2,gain,1,23,23,1,0,k,
56ef6dd634e505a6042446b520c32a554de19f4701fc259b9b7d5c6312ba8024,conv-42,2,gain,1,2,2,1,0,k,
b0e0b32158697ba79d23a6cd8cd336e3eec9bc2e3c8247c9074b3184c5829c28,conv-42,1,gain,2,2,6,2,1,k,k
e2df68b5446ea69031bb053a1f2c174b1e9e10e5f1084423004c9bea4e428d98,conv-42,1,gain,2,13,15,2,1,k,k
45709546bc0ba26d967ccdecc38613b87a3c20fea7bd6c60906e48290538757f,conv-42,2,gain,1,1,1,1,0,k,
c49b9e4e8dcd7d9a9f6b912bf9a45edc1102b5d09c94ad3defdfa49a51653967,conv-42,1,gain,2,20,59,2,0,k,
ce5a083637ca2ce6ba0ce336660ef0dc05ab3311d306011f551f7c4d75774a57,conv-42,2,gain,1,1,1,1,0,k,
c7f924aebc7207c19dff83b944f915c93a81d5a5787250b68e70b28a6177e844,conv-42,2,gain,1,1,1,1,0,k,
05ac76f5e94013bf1696ddc28ae760e0352a5c2982f87e0d1eb73c92f7c9bb53,conv-42,2,loss,1,2,2,0,1,,recency
a41adcff1f3869760da18c4161fb06ce0ef820aab2706c20004ecf9fd3016d82,conv-42,1,gain,9,1,36,9,4,k,k
10e2a14d5ba7ec84d1a88b21897a015f3df7af04f811ade630ebb4b5b1cad17d,conv-42,1,gain,2,12,109,2,1,k,k
dcf003086f310b982a492c8fbcb4c863a9e442e4499aaec84f1a68bc579cbfdd,conv-42,3,loss,1,3,3,0,1,,recency
3fe9fe73a2c84757f08e8194a36ba074e353962b4a58c3d280bef56cc4a61327,conv-42,2,loss,1,11,11,0,1,,recency
fc39bd31a145fc95bd88e759331e054c430434359bc870b590201bdad1987653,conv-42,3,loss,1,170,170,0,1,,recency
a32826014d81d1c187660c43433565eeaa74d9ab2793fb27a736c44b30a3050e,conv-42,4,gain,1,2,2,1,0,k,
8d6ac8b55d5e0454c70627450fc34b91086e090a98e6d62d1635f7f646c34161,conv-42,4,gain,1,65,65,1,0,k,
2093c9aa76d6ac319e9d56a97c52e2ee64ecce996626f3e6754a131ad226e8e9,conv-42,4,gain,2,1,14,2,0,k,
8832212f6fa8c327c297d50f380df09b24548076ca57c151468113867ee5ab88,conv-42,4,gain,1,49,49,1,0,k,
b1e9c3b46aa613d90adf0920b8505dd8244fa341b00db9bcd8109ee0b83d0b03,conv-42,4,gain,1,120,120,1,0,k,
731134a81544a28461e7fbc49dc641fe3e638442193f6039af698c4875d36232,conv-42,4,gain,1,3,3,1,0,k,
6db5d86f40cbc7eacdea542613eb13788c3a5930cd8a21bc637d15dfd9b7deef,conv-42,4,gain,1,30,30,1,0,k,
35dbb5009164d93914dc4c38fa43a615c1e2e401855557304bd2338ff1831e5d,conv-42,4,gain,1,3,3,1,0,k,
b665320592f6b8edf367a00e9329ce8949b200945dc877eabbb3ea2fecb1ba8a,conv-42,4,gain,1,2,2,1,0,k,
787a650850ad11d0b7679c70ae4ece819af20fc9b28a261e6d601b1771fa9fd1,conv-42,4,gain,1,12,12,1,0,k,
d47be9afddf40ea9f3b31ad2b42eb95b9ea5e978ff677fd812f3d7166a69c96b,conv-42,4,gain,1,1,1,1,0,k,
c45edd6f4fb8c6ad88f9f383a5e5959eb9e49166eba5439c592bafa5be15de4f,conv-42,4,gain,1,6,6,1,0,k,
2555c4e207e847988d3812b298294c4636ac9f2d707cbc647a184b680185e2fd,conv-42,4,gain,1,1,1,1,0,k,
7fe71f93f8e140a34c7be0bcc8b1b33415fab524ce8cc49e30317ad01bea7b89,conv-42,4,gain,1,1,1,1,0,k,
fc0628016808e2e3890843a105b902ff8ee789f2f8c76f59a7265aa5be952aba,conv-42,4,gain,1,2,2,1,0,k,
4867b7efc4ec4425e7a01a996edf98c2409c1cc9326d524603cfdaf80e64866d,conv-42,4,gain,1,7,7,1,0,k,
f17c070ad1b4c26a4e84398de926bf732f31e39d813c2fbfc485e2c1c42d49fa,conv-42,4,gain,1,19,19,1,0,k,
75e45fbcf1b2b26122fdafb5b1594eba64705d819a3141dd9cdf23f3f3f1d563,conv-42,4,gain,1,6,6,1,0,k,
4e4503eba646b12761fb980f02f42cdbbef4fb868e3e2a2cad34959cba96d67f,conv-42,4,gain,1,5,5,1,0,k,
2ca9a4c93156f6740291411f7c24c3cbc53b342ecb0987b39627b2d4c259ee12,conv-42,4,gain,1,1,1,1,0,k,
bdbc17ec6142fcf9f0add0c2bb9a177126122a95b0d99797e86b1e0cb969fd61,conv-42,4,gain,1,2,2,1,0,k,
1f8101e006d606f9b8e8ed66157534f58c1404441b536787bb508c31f5b4c7a3,conv-42,4,gain,1,1,1,1,0,k,
fd72860b394fad4120aed16894c0acea3317c58ea31a81e0a8e8f9efe547fcfb,conv-42,4,gain,1,1,1,1,0,k,
8fef44ded6b6ffa15bdc9d3bf5e82209e0d70e191883f8d4043cc7cf327aa1c8,conv-42,4,gain,1,1,1,1,0,k,
5f1b477a79075377d8b6f111b9fca52381af58226c09f8412cb54fa4fc1bd1a3,conv-42,4,gain,1,1,1,1,0,k,
5a467dcf3199cfb46f282cd499d48e5f7282a143bd92335024127fe78e691a4e,conv-42,4,gain,1,1,1,1,0,k,
26b41fe8ccf2eda82023763e887487a68410ec1ccebfa8147c8db4202191b2f9,conv-42,4,gain,1,1,1,1,0,k,
a18c608eac25d5efea5803cfef5d5a153b38a656c790cbda4677bcc462c73d69,conv-42,4,gain,1,4,4,1,0,k,
0e172d797aa8ed0dcb8ef101e4dea938a823afeb5b28276bf7006d4829adbbea,conv-42,4,gain,1,1,1,1,0,k,
08de5720c5ddf50bfd39a3eee8b843f4255ed1288cd2208ce78f59434223570f,conv-42,4,gain,1,1,1,1,0,k,
8b298251cc0030a8bfd39720550dc928b994ecf77426e304c8370fa0056c99e0,conv-42,4,loss,1,1,1,0,1,,recency
a7b432ca8c6e103c220dd370987c4387c1e58fddd682832ec3b9692ce0a84c75,conv-42,4,loss,1,1,1,0,1,,recency
6234e4158fdb92008af4e14e53c9ad32b61731a3cc0884a7628fde233a07c586,conv-42,4,loss,1,2,2,0,1,,recency
3a5270f8c29e7b71c995ee2c066c423c7fe5530c83ab86a7436a7ba7ee05106c,conv-42,4,loss,1,2,2,0,1,,recency
f6dca94854829dc03f0b0edb267ed0222718672bc12d6f9f5cacc60f1c233e70,conv-42,4,loss,1,1,1,0,1,,recency
b6142801e0f29b22dd30997961ac2a017981b66dd302b0ebb34ffa222decc638,conv-42,4,loss,1,17,17,0,1,,recency
1f54a15e2f05cba577a4367fb8e79f7916029ff103bddb506701c6e2173012cb,conv-42,4,loss,1,1,1,0,1,,recency
4ccdb4bc3627dc46dbe40c0fe8652ba77b0d49087baf1fbde97af635ea21e952,conv-42,4,loss,1,1,1,0,1,,recency
55636fd865f4dc301861bc3d9d012dc1118d98194137ce471e41318cde9bab56,conv-42,4,loss,1,1,1,0,1,,recency
f4c9d1b1fa76eaac735209b239c201078027f991711e8becb40c8b286d4c9c3f,conv-42,4,loss,1,38,38,0,1,,recency
3f903e8622aa8a41ff984b7a54df7a70ddc1f889f38057c592ce9ac8e43ab38d,conv-42,4,loss,1,3,3,0,1,,recency
6dfbcbd9117c41d2f9d95945b75fa67e0234e208adc4be0de031d6f0cb4c8cbb,conv-42,4,loss,1,7,7,0,1,,recency
8713895338f9d1baabd0aab6457bf91ae7d3e0bc834fa4f2f0ef03d8a126473b,conv-42,4,loss,1,116,116,0,1,,recency
97f46c06890f4eed4b19d706295892a1d68e9614d3e99e5906bbb41af17b34c7,conv-42,5,gain,1,1,1,1,0,k,
160e57b9c18e44f2592adf9b5e1af778c415992be24cdc2476eba933aaba9ef2,conv-42,5,gain,1,12,12,1,0,k,
309eb55e270baa3a613816aff2c0f7919e28439927752713f75c233b245c2be2,conv-42,5,gain,1,2,2,1,0,k,
447c13a41b748570e7af05bb3663db8302c193e17bb2ef7a233df8ca3d73ac2d,conv-42,5,gain,1,1,1,1,0,k,
4f0d8086fb9cf079deb45eb4eac5dd2729b2d1b6c0ff940831d01357905c9cad,conv-42,5,gain,1,2,2,1,0,k,
dc50b829677b54d9b73cef7a84850c259abb9adebb25bbc518b607cdacd77c79,conv-42,5,gain,1,1,1,1,0,k,
add77c535e9fa99b3ee680b0fcdb2d69d6eb55afbb3b3d179e75c6242d6f7dbd,conv-42,5,gain,1,21,21,1,0,k,
9981259c03847335f880fb066962cd519ffe517c6ec9faa7e6271e04cf896c45,conv-42,5,gain,1,1,1,1,0,k,
7f362e76136842994dca14503d67266767cdd2fcb69a8acf0d708e2e575d8c1d,conv-42,5,gain,1,3,3,1,0,k,
e1d9d65037f5e33d454bb007523869d17abe208af4c430d2eb7b1e820d218317,conv-42,5,gain,1,1,1,1,0,k,
4c1bfbb23e13f424e1e9b6a891a8726a87f2bce46c9375deda6f90989bb494ac,conv-42,5,gain,1,20,20,1,0,k,
a26f495f6a5a1880e3048d9af010375661043e1ee941c957c31af40690d2456c,conv-42,5,gain,1,1,1,1,0,k,
054beb41c62a1d7477c7782eb4e3dc98e326bf123f250944e9a96e731fc28651,conv-42,5,gain,1,1,1,1,0,k,
3f08d727c76b1d89842e3ec2679ea56354a9189738ff2ecc0005240186be4f21,conv-42,5,gain,1,8,8,1,0,k,
0bc653c71fc0bb2ec100caf3f7339e25be745089496b83b0714204418565176a,conv-42,5,gain,1,44,44,1,0,k,
6e1630011f8e82c3be2fff0ec228b0c99b7d4f871e9a7411482cd714d25d6018,conv-42,5,gain,1,3,3,1,0,k,
5ce4400d641bd5ff4eb93c35ed6c78b8ee2c6da8a98e0c52dc15a5e191a2a76b,conv-42,5,loss,1,1,1,0,1,,recency
95f82fd3e2cd9e5d9f93022be1d5388e0d8da8ef2ae7720a8d6906f516935be9,conv-42,5,gain,1,1,1,1,0,k,
0b657f211a0710f7851c8eb5063848f77812e247f322deb8fcf805381ca37f12,conv-42,5,loss,1,1,1,0,1,,recency
5048a5abd5b6815036a3355ea150fbfea525827a5904890e4ce75ad4f1009735,conv-42,5,loss,1,39,39,0,1,,recency
0848a9f4a23f21d7335d6b0d8fa419d8f462ffd57d88e5f5fbad97a649580b01,conv-42,5,loss,1,1,1,0,1,,recency
2b2ff65baf67a22177bfb015dc300396b735a345366ce0aec67433a1d4be35cb,conv-42,5,loss,1,11,11,0,1,,recency
9f6d9aae6065a33e54154fbe4b5a7a86873414e6a9244be1d260f80eced2d7ae,conv-42,5,loss,1,1,1,0,1,,recency
c1d04c5442c943f79ba67831d344796e950927c27c86d4472be3f5a930940a06,conv-42,5,loss,1,2,2,0,1,,recency
ba87951197610fb428ff07e96f2223b694035fcc1d525d006584e8676655a8a3,conv-42,5,loss,1,16,16,0,1,,recency
7c4bfb5e3709ca346f7d39ce50e991b1b950a57a3f32fbc58e2c2f88528a32e9,conv-47,1,gain,2,5,44,2,0,k,
98f714e2745c993f6f7f662f880b345d5ff63a7ac64550acee026c8966a60554,conv-47,3,gain,1,28,28,1,0,coverage,
8cc8f6c478642e2eb615d4e9c02f16ba0e542aa3da47d29869df0d9e7027f009,conv-47,2,gain,1,1,1,1,0,k,
48e3e4d10f4b058e6401826744e4b579928cd11cfbea203ed8dc6e6747d79926,conv-47,3,gain,1,77,77,1,0,k,
8b66331d7d0a2ff18c362616f0441ce1ac80125fc6b6fe72f16d442b59e34f70,conv-47,2,gain,1,1,1,1,0,k,
c55bc907660613c94dfc75cdff5204f16023c381dfbc7eb7763e62edc26e2ca0,conv-47,2,gain,1,44,44,1,0,coverage,
38732cf6d01ae76d6b3c01583cd17c652763390b1ce295a4e3502f409a1f172a,conv-47,2,gain,1,35,35,1,0,k,
b9b42c9148367439c3815e37080a8017116062bf782904735b5dd11c22954869,conv-47,2,gain,1,1,1,1,0,k,
dc30824d53a1364d4c96fd96f14e0bca8bfacf23d51c48359e7799a9ea8a5645,conv-47,2,gain,1,4,4,1,0,k,
c4643577b06522cec7b5c27245cd7f60ad138e44e83c4c1780518bdc971a30e8,conv-47,2,gain,1,1,1,1,0,k,
bc288faac117b881b882d4d677101ad05be7b1e9e29a5d44b65bfc80b7179ca8,conv-47,2,gain,2,12,30,2,1,k,k
52949ad9760fd61c1c8f41ad8910c9553d502d44223dfc6884d0395f28e0d6e4,conv-47,2,gain,1,1,1,1,0,k,
2f69c606f63a5f81d8697a242e033ff27694186bf9ed40b888c9e2d5416fcd14,conv-47,2,loss,2,1,115,0,2,,recency
b8e2307cd727d8c27c0f8170d65bade5bd24d921fa28f50570472302ad179d68,conv-47,2,loss,1,2,2,0,1,,recency
ececce2b9ae0a2cbe754a6b5adb3c2ac488c0733be309fdf0368920eeabfcbe9,conv-47,2,loss,3,2,217,2,3,k,k|recency
c34ed42ac4519fb049c6934e9693227b0ddf12eb0561bfab02d2fea201d2ddf1,conv-47,2,loss,1,2,2,0,1,,recency
e4c73ecf8635f7cc0194f763d03b8e8586c3aac825c799d501edda55b376b0ac,conv-47,2,loss,1,30,30,0,1,,recency
eca6a371313f48a654d2fb5a77693626897985a24c9e30829f16f3b414f31b12,conv-47,4,gain,1,2,2,1,0,k,
e40211091adea159af6ee819677aeba4fd07194ce142322d15740f2bd21b2ee6,conv-47,4,gain,1,71,71,1,0,k,
6fe956f231da63d69d20462ed9e0d77a1d7d2f2bd3c6e0c0841d05e672ef5362,conv-47,4,gain,1,1,1,1,0,k,
56a19fd2e23f837228fa88754c2f014a3095a37b540dfe379d58d37d71517bda,conv-47,4,gain,1,4,4,1,0,k,
fa08d10585f711112b4d344e8610ca5acc95ef3396a69b85e09d3cacacad3f35,conv-47,4,gain,1,35,35,1,0,coverage,
aab7ca448a1e117635832e2a085c41d5941dedbadebe60aa981749ffeb68ee75,conv-47,4,gain,1,3,3,1,0,k,
78f27ba08533e1e95ecc51a5e981998b978c6a87fb9a1490e5dc471622d38605,conv-47,4,gain,1,3,3,1,0,k,
6f5f425ae907e3b2fd6a32ca3d9767e6241f9d9e7073a44366c50f715ba988b1,conv-47,4,gain,1,38,38,1,0,k,
9435bfdbfa8036e33cc8155e700ba55a143072a0b4b8f07fd9b818cf6796f9fa,conv-47,4,gain,1,4,4,1,0,k,
544f4d72d0f8d7676df91894bc8e049bfe728018e338045315ac26dc4958e093,conv-47,4,gain,1,2,2,1,0,k,
52766dcb81a0294a61cfdcb3b05e9bdf00e7bcad6b6bf290c654ccd8881d85cd,conv-47,4,gain,1,40,40,1,0,k,
1fbc8637100e337a092ec3c6c59e2c436683b608ec7c95e92198fc9226ee1fd8,conv-47,4,gain,1,1,1,1,0,k,
caa350851c17ba219fcf8d04dd1eb2aeaeb2fb7636642561dac57247dc98e7f6,conv-47,4,gain,1,1,1,1,0,k,
3fa8cfb1449c05261a4f8409c515a74a47a911d1c1e2cbe4da25bacc0cd88d6e,conv-47,4,gain,1,1,1,1,0,k,
0a40384818c5bf2cb101a2a2eb9e946fae5448026e72f3a498456f9e418dcdae,conv-47,4,gain,1,2,2,1,0,k,
0da9682de89c5cc47c526991edf84c86be23dacc52ea921680fa5cfbe1e911ba,conv-47,4,gain,1,1,1,1,0,k,
bd70513c25b185207e9c996940347974d01e3ece81e58527fe45f83071f1649f,conv-47,4,loss,2,1,7,1,2,k,recency
09223c3da8dd391422e02d4ac53faad284f30a77e63edd75f5e136aa1c799c6c,conv-47,4,loss,2,1,11,0,2,,recency
5ffc3704158fe1de92c475142d32b50bb1081fe7c55427dca20a73dc10b2648b,conv-47,4,loss,1,14,14,0,1,,recency
810da9027d8ac95e914f7a101f3eda2d97ffcca21acda3dbd2c23fe10ba916c1,conv-47,4,loss,1,153,153,0,1,,recency
1a01ac60d778aad483ce762eabb894b76129b43f4ddb049c1f53073ccd0249a3,conv-47,4,loss,1,1,1,0,1,,recency
21ed57380e4b39b24802b5914740c4f74040abfcf336ac575815a0c3a03b8c98,conv-47,4,loss,1,3,3,0,1,,recency
f6ee38b75f47397be0e2f7e184152b17d82deff54c4cd45e5df7b0903cbf10a0,conv-47,5,gain,1,9,9,1,0,k,
59b9bd128b3d728c9ff0628c7c19dcec516551f5a7fc34b0f15a8c987fbdd22c,conv-47,5,gain,1,39,39,1,0,coverage,
573db2ec50984ab00ec60809cc7b69444bca91f2299d4521da0066b4764046e5,conv-47,5,gain,1,1,1,1,0,k,
b090b4cb7c9db4207ba2ff41810bc17d787c3681ee9afe563ecfe0adb30e7d4c,conv-47,5,gain,1,36,36,1,0,k,
d2dda55aa89c4ff1ac5e70da75776199a4fe66db56bcf10788afb6b5bcc54742,conv-47,5,gain,1,3,3,1,0,k,
6bf9b72a2ea3009aaf3a9ed9308c6304afed93e03dff3454d06655e220598fcb,conv-47,5,gain,1,32,32,1,0,coverage,
aac409a09e4a77258773775f1a3a2576941e8a5e8f9c29feb0ffc1264455729c,conv-47,5,gain,1,2,2,1,0,k,
0179597e450a21af02f361e181c3bd523e736e422f80e7f5880bfcc34998f707,conv-47,5,gain,1,27,27,1,0,k,
06bf20100000ca7f077b49b1a0057a7747283414b03065cde7493ed69f2310b2,conv-47,5,gain,1,2,2,1,0,k,
f993bf39afc555d515794fb5f0641a4a1502b6c7d4501a89ba22a45aa4f47dcd,conv-47,5,gain,1,1,1,1,0,k,
facfa52b6610332203828127ede7284f4d2b430c07cc3515836eacf4c9262b0d,conv-47,5,gain,1,2,2,1,0,k,
9de904e70b5dcacbb5da9678afe0ef1a79cc7d854a6db0c90489f4a0330c9731,conv-47,5,gain,1,3,3,1,0,k,
808ea912f12590a34f77e81d2cebf3d27a5701408f7adae29019da77cdd38a3d,conv-47,5,loss,2,2,5,0,2,,recency
85d4f7ce9f21268b21640a66ca48f11c23755f63e93e9d3eab02fa3e1ae3ca95,conv-47,5,loss,2,2,10,0,2,,recency
d21a6525b2434693c68c3854c7bf3a375f21dee340ebdf4cf75ed5e17a382c1a,conv-47,5,loss,1,38,38,0,1,,recency
dc15b1534b51ee6004e446df7a04bfc349e06cc998e0c873560a05f707fad78b,conv-47,5,loss,1,2,2,0,1,,recency
