turn,episode_id,episode_turn,topic,similarity,provenance,promoted_at_turn,trigger_type,triggered_filter,distilled_id,dream_event,event_type,source_episode_ids,source_turns,salience,render_mode,role,span_start,span_end,rendered_density
96,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
96,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
97,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
97,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
98,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4322821795940399,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
98,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.400680273771286,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
99,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.43283429741859436,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
99,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4308922290802002,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
100,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
100,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
101,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
101,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
102,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
102,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
103,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
103,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
104,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
104,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
105,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
105,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
106,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4322821795940399,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
106,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.400680273771286,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
107,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.43283429741859436,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
107,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4308922290802002,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
108,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
108,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
109,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
109,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
110,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
110,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
111,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
111,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
112,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
112,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
113,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
113,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
114,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4322821795940399,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
114,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.400680273771286,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
115,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.43283429741859436,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
115,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4308922290802002,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
116,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
116,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
117,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
117,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
118,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
118,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
119,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
119,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
120,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
120,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
121,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
121,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
122,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.47378742694854736,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
123,b075f555-fc68-4c49-9e8b-1ef142b37e3c,85,topic_2,0.5624141097068787,ltm,,,,27f30750-bf13-5c53-ab5b-f0b1eb6b58e7,122,transition,"[""b075f555-fc68-4c49-9e8b-1ef142b37e3c"",""353f4204-a357-467a-bcfb-6abe5e9eaa2b"",""fb88ce3f-44de-442f-b2a1-7f8a9a241352"",""7c60762c-b658-42a9-b8a4-db680e830412"",""8b6875f0-8f7c-4afe-a1ec-d04b36123c4f""]","[85,93,101,109,117]",1,episode,user,92,157,
123,69a201b8-97d8-4cb9-88e6-bc755c5ea385,90,topic_2,0.5360462665557861,ltm,,,,14e98615-d551-52ee-b924-6d1ec9947e1b,122,transition,"[""69a201b8-97d8-4cb9-88e6-bc755c5ea385"",""14334c04-9537-49c5-9c99-2637a762658c"",""f5b76fd6-8f69-4aac-a7ff-7788c7d893fc"",""01dd4c62-d96f-42c5-9206-09dda5e9f456""]","[90,98,106,114]",1,episode,user,92,160,
123,a002f3cc-29d7-42cf-92c8-4c2c96114528,87,topic_2,0.44257214665412903,ltm,,,,d93c55c3-6a92-5740-9a76-7aa672c615b9,122,transition,"[""a002f3cc-29d7-42cf-92c8-4c2c96114528"",""078c15be-3a44-4d80-b84c-811729558419"",""c4c4df2e-14cf-4cd3-8cbb-8727a947891d"",""2326f57a-a40c-4e64-a87c-dc4c13d043fb"",""7f330727-6b56-4d85-bc3a-2e81cf2a8850""]","[87,95,103,111,119]",11,episode,assistant,175,244,
123,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.43283429741859436,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
123,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4308922290802002,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
124,b075f555-fc68-4c49-9e8b-1ef142b37e3c,85,topic_2,0.5270829200744629,ltm,,,,27f30750-bf13-5c53-ab5b-f0b1eb6b58e7,122,transition,"[""b075f555-fc68-4c49-9e8b-1ef142b37e3c"",""353f4204-a357-467a-bcfb-6abe5e9eaa2b"",""fb88ce3f-44de-442f-b2a1-7f8a9a241352"",""7c60762c-b658-42a9-b8a4-db680e830412"",""8b6875f0-8f7c-4afe-a1ec-d04b36123c4f""]","[85,93,101,109,117]",1,episode,user,92,157,
124,69a201b8-97d8-4cb9-88e6-bc755c5ea385,90,topic_2,0.5115866661071777,ltm,,,,14e98615-d551-52ee-b924-6d1ec9947e1b,122,transition,"[""69a201b8-97d8-4cb9-88e6-bc755c5ea385"",""14334c04-9537-49c5-9c99-2637a762658c"",""f5b76fd6-8f69-4aac-a7ff-7788c7d893fc"",""01dd4c62-d96f-42c5-9206-09dda5e9f456""]","[90,98,106,114]",1,episode,user,92,160,
124,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
124,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
125,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
125,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
125,e9101f74-98a1-499c-8906-1e50ef554020,91,topic_2,0.37906786799430847,ltm,,,,f29fbcd6-4463-5d03-bece-8c5509692286,122,transition,"[""e9101f74-98a1-499c-8906-1e50ef554020"",""e567aaf5-c6c2-4e26-9d70-b6e5436225f6"",""5ae85211-883c-4ded-89df-98953abf425d"",""f442598b-6b83-4c30-92a7-bd8f83118a45""]","[91,99,107,115]",1,episode,user,92,144,
126,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
126,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
126,e9101f74-98a1-499c-8906-1e50ef554020,91,topic_2,0.38935181498527527,ltm,,,,f29fbcd6-4463-5d03-bece-8c5509692286,122,transition,"[""e9101f74-98a1-499c-8906-1e50ef554020"",""e567aaf5-c6c2-4e26-9d70-b6e5436225f6"",""5ae85211-883c-4ded-89df-98953abf425d"",""f442598b-6b83-4c30-92a7-bd8f83118a45""]","[91,99,107,115]",1,episode,user,92,144,
127,b075f555-fc68-4c49-9e8b-1ef142b37e3c,85,topic_2,0.5633193254470825,ltm,,,,27f30750-bf13-5c53-ab5b-f0b1eb6b58e7,122,transition,"[""b075f555-fc68-4c49-9e8b-1ef142b37e3c"",""353f4204-a357-467a-bcfb-6abe5e9eaa2b"",""fb88ce3f-44de-442f-b2a1-7f8a9a241352"",""7c60762c-b658-42a9-b8a4-db680e830412"",""8b6875f0-8f7c-4afe-a1ec-d04b36123c4f""]","[85,93,101,109,117]",1,episode,user,92,157,
127,69a201b8-97d8-4cb9-88e6-bc755c5ea385,90,topic_2,0.5437481999397278,ltm,,,,14e98615-d551-52ee-b924-6d1ec9947e1b,122,transition,"[""69a201b8-97d8-4cb9-88e6-bc755c5ea385"",""14334c04-9537-49c5-9c99-2637a762658c"",""f5b76fd6-8f69-4aac-a7ff-7788c7d893fc"",""01dd4c62-d96f-42c5-9206-09dda5e9f456""]","[90,98,106,114]",1,episode,user,92,160,
127,62b8545e-027d-48cd-864a-d0ce666abb0f,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""62b8545e-027d-48cd-864a-d0ce666abb0f""]",[75],2,episode,user,6,130,
127,2d58858c-ef2a-4a78-8780-bc452a61e781,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""2d58858c-ef2a-4a78-8780-bc452a61e781""]",[40],1,episode,user,150,179,
127,e9101f74-98a1-499c-8906-1e50ef554020,91,topic_2,0.38669446110725403,ltm,,,,f29fbcd6-4463-5d03-bece-8c5509692286,122,transition,"[""e9101f74-98a1-499c-8906-1e50ef554020"",""e567aaf5-c6c2-4e26-9d70-b6e5436225f6"",""5ae85211-883c-4ded-89df-98953abf425d"",""f442598b-6b83-4c30-92a7-bd8f83118a45""]","[91,99,107,115]",1,episode,user,92,144,
128,b075f555-fc68-4c49-9e8b-1ef142b37e3c,85,topic_2,0.5572469234466553,ltm,,,,27f30750-bf13-5c53-ab5b-f0b1eb6b58e7,122,transition,"[""b075f555-fc68-4c49-9e8b-1ef142b37e3c"",""353f4204-a357-467a-bcfb-6abe5e9eaa2b"",""fb88ce3f-44de-442f-b2a1-7f8a9a241352"",""7c60762c-b658-42a9-b8a4-db680e830412"",""8b6875f0-8f7c-4afe-a1ec-d04b36123c4f""]","[85,93,101,109,117]",1,episode,user,92,157,
