corpus_id,turn_number,normalized_position,quartile,k_count,overlap_count,k_only_count,n_count,overlap_fraction_exact,overlap_fraction
study_010_arm_s,131,130/999,1,17,0,17,10,0/1,0.0
study_010_arm_s,132,131/999,1,19,0,19,10,0/1,0.0
study_010_arm_s,133,44/333,1,31,1,30,10,1/31,0.03225806451612903
study_010_arm_s,134,133/999,1,24,1,23,10,1/24,0.041666666666666664
study_010_arm_s,135,134/999,1,35,1,34,10,1/35,0.02857142857142857
study_010_arm_s,136,5/37,1,25,1,24,10,1/25,0.04
study_010_arm_s,137,136/999,1,6,0,6,10,0/1,0.0
study_010_arm_s,138,137/999,1,21,1,20,10,1/21,0.047619047619047616
study_010_arm_s,139,46/333,1,20,0,20,10,0/1,0.0
study_010_arm_s,140,139/999,1,22,0,22,10,0/1,0.0
study_010_arm_s,141,140/999,1,36,1,35,10,1/36,0.027777777777777776
study_010_arm_s,142,47/333,1,28,1,27,10,1/28,0.03571428571428571
study_010_arm_s,143,142/999,1,39,1,38,10,1/39,0.02564102564102564
study_010_arm_s,144,143/999,1,29,1,28,10,1/29,0.034482758620689655
study_010_arm_s,145,16/111,1,7,0,7,10,0/1,0.0
study_010_arm_s,146,145/999,1,23,1,22,10,1/23,0.043478260869565216
study_010_arm_s,147,146/999,1,23,0,23,10,0/1,0.0
study_010_arm_s,148,49/333,1,25,0,25,10,0/1,0.0
study_010_arm_s,149,4/27,1,41,1,40,10,1/41,0.024390243902439025
study_010_arm_s,150,149/999,1,32,1,31,10,1/32,0.03125
study_010_arm_s,151,50/333,1,43,1,42,10,1/43,0.023255813953488372
study_010_arm_s,152,151/999,1,33,1,32,10,1/33,0.030303030303030304
study_010_arm_s,153,152/999,1,8,0,8,10,0/1,0.0
study_010_arm_s,154,17/111,1,25,1,24,10,1/25,0.04
study_010_arm_s,155,154/999,1,26,0,26,10,0/1,0.0
study_010_arm_s,156,155/999,1,28,0,28,10,0/1,0.0
study_010_arm_s,157,52/333,1,2,0,2,10,0/1,0.0
study_010_arm_s,158,157/999,1,36,1,35,10,1/36,0.027777777777777776
study_010_arm_s,159,158/999,1,47,1,46,10,1/47,0.02127659574468085
study_010_arm_s,160,53/333,1,38,1,37,10,1/38,0.02631578947368421
study_010_arm_s,161,160/999,1,9,0,9,10,0/1,0.0
study_010_arm_s,162,161/999,1,27,1,26,10,1/27,0.037037037037037035
study_010_arm_s,163,6/37,1,30,0,30,10,0/1,0.0
study_010_arm_s,164,163/999,1,0,0,0,10,,
study_010_arm_s,165,164/999,1,0,0,0,10,,
study_010_arm_s,166,55/333,1,0,0,0,10,,
study_010_arm_s,167,166/999,1,1,0,1,10,0/1,0.0
study_010_arm_s,168,167/999,1,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,169,56/333,1,2,1,1,10,1/2,0.5
study_010_arm_s,170,169/999,1,2,1,1,10,1/2,0.5
study_010_arm_s,171,170/999,1,18,1,17,10,1/18,0.05555555555555555
study_010_arm_s,172,19/111,1,1,0,1,10,0/1,0.0
study_010_arm_s,173,172/999,1,4,0,4,10,0/1,0.0
study_010_arm_s,174,173/999,1,3,0,3,10,0/1,0.0
study_010_arm_s,175,58/333,1,4,0,4,10,0/1,0.0
study_010_arm_s,176,175/999,1,34,1,33,10,1/34,0.029411764705882353
study_010_arm_s,177,176/999,1,7,1,6,10,1/7,0.14285714285714285
study_010_arm_s,178,59/333,1,6,1,5,10,1/6,0.16666666666666666
study_010_arm_s,179,178/999,1,19,1,18,10,1/19,0.05263157894736842
study_010_arm_s,180,179/999,1,3,0,3,10,0/1,0.0
study_010_arm_s,181,20/111,1,8,0,8,10,0/1,0.0
study_010_arm_s,182,181/999,1,6,0,6,10,0/1,0.0
study_010_arm_s,183,182/999,1,7,0,7,10,0/1,0.0
study_010_arm_s,184,61/333,1,38,1,37,10,1/38,0.02631578947368421
study_010_arm_s,185,184/999,1,12,1,11,10,1/12,0.08333333333333333
study_010_arm_s,186,5/27,1,10,1,9,10,1/10,0.1
study_010_arm_s,187,62/333,1,20,1,19,10,1/20,0.05
study_010_arm_s,188,187/999,1,5,0,5,10,0/1,0.0
study_010_arm_s,189,188/999,1,12,0,12,10,0/1,0.0
study_010_arm_s,190,7/37,1,9,0,9,10,0/1,0.0
study_010_arm_s,191,190/999,1,10,0,10,10,0/1,0.0
study_010_arm_s,192,191/999,1,42,1,41,10,1/42,0.023809523809523808
study_010_arm_s,193,64/333,1,17,1,16,10,1/17,0.058823529411764705
study_010_arm_s,194,193/999,1,14,1,13,10,1/14,0.07142857142857142
study_010_arm_s,195,194/999,1,21,1,20,10,1/21,0.047619047619047616
study_010_arm_s,196,65/333,1,7,0,7,10,0/1,0.0
study_010_arm_s,197,196/999,1,16,0,16,10,0/1,0.0
study_010_arm_s,198,197/999,1,12,0,12,10,0/1,0.0
study_010_arm_s,199,22/111,1,13,0,13,10,0/1,0.0
study_010_arm_s,200,199/999,1,46,1,45,10,1/46,0.021739130434782608
study_010_arm_s,201,200/999,1,22,1,21,10,1/22,0.045454545454545456
study_010_arm_s,202,67/333,1,18,1,17,10,1/18,0.05555555555555555
study_010_arm_s,203,202/999,1,3,0,3,10,0/1,0.0
study_010_arm_s,204,203/999,1,9,0,9,10,0/1,0.0
study_010_arm_s,205,68/333,1,19,0,19,10,0/1,0.0
study_010_arm_s,206,205/999,1,14,0,14,10,0/1,0.0
study_010_arm_s,207,206/999,1,17,0,17,10,0/1,0.0
study_010_arm_s,208,23/111,1,49,1,48,10,1/49,0.02040816326530612
study_010_arm_s,209,208/999,1,26,1,25,10,1/26,0.038461538461538464
study_010_arm_s,210,209/999,1,21,1,20,10,1/21,0.047619047619047616
study_010_arm_s,211,70/333,1,22,1,21,10,1/22,0.045454545454545456
study_010_arm_s,212,211/999,1,11,0,11,10,0/1,0.0
study_010_arm_s,213,212/999,1,23,0,23,10,0/1,0.0
study_010_arm_s,214,71/333,1,17,0,17,10,0/1,0.0
study_010_arm_s,215,214/999,1,20,0,20,10,0/1,0.0
study_010_arm_s,216,215/999,1,53,1,52,10,1/53,0.018867924528301886
study_010_arm_s,217,8/37,1,31,1,30,10,1/31,0.03225806451612903
study_010_arm_s,218,217/999,1,25,1,24,10,1/25,0.04
study_010_arm_s,219,218/999,1,23,1,22,10,1/23,0.043478260869565216
study_010_arm_s,220,73/333,1,13,0,13,10,0/1,0.0
study_010_arm_s,221,220/999,1,27,0,27,10,0/1,0.0
study_010_arm_s,222,221/999,1,20,0,20,10,0/1,0.0
study_010_arm_s,223,2/9,1,23,0,23,10,0/1,0.0
study_010_arm_s,224,223/999,1,57,1,56,10,1/57,0.017543859649122806
study_010_arm_s,225,224/999,1,36,1,35,10,1/36,0.027777777777777776
study_010_arm_s,226,25/111,1,29,1,28,10,1/29,0.034482758620689655
study_010_arm_s,227,226/999,1,24,1,23,10,1/24,0.041666666666666664
study_010_arm_s,228,227/999,1,15,0,15,10,0/1,0.0
study_010_arm_s,229,76/333,1,31,0,31,10,0/1,0.0
study_010_arm_s,230,229/999,1,23,0,23,10,0/1,0.0
study_010_arm_s,231,230/999,1,26,0,26,10,0/1,0.0
study_010_arm_s,232,77/333,1,61,1,60,10,1/61,0.01639344262295082
study_010_arm_s,233,232/999,1,41,1,40,10,1/41,0.024390243902439025
study_010_arm_s,234,233/999,1,33,1,32,10,1/33,0.030303030303030304
study_010_arm_s,235,26/111,1,25,1,24,10,1/25,0.04
study_010_arm_s,236,235/999,1,17,0,17,10,0/1,0.0
study_010_arm_s,237,236/999,1,35,0,35,10,0/1,0.0
study_010_arm_s,238,79/333,1,2,0,2,10,0/1,0.0
study_010_arm_s,239,238/999,1,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,240,239/999,1,65,1,64,10,1/65,0.015384615384615385
study_010_arm_s,241,80/333,1,47,1,46,10,1/47,0.02127659574468085
study_010_arm_s,242,241/999,1,37,1,36,10,1/37,0.02702702702702703
study_010_arm_s,243,242/999,1,26,1,25,10,1/26,0.038461538461538464
study_010_arm_s,244,9/37,1,19,0,19,10,0/1,0.0
study_010_arm_s,245,244/999,1,40,0,40,10,0/1,0.0
study_010_arm_s,246,245/999,1,0,0,0,10,,
study_010_arm_s,247,82/333,1,0,0,0,10,,
study_010_arm_s,248,247/999,1,0,0,0,10,,
study_010_arm_s,249,248/999,1,10,0,10,10,0/1,0.0
study_010_arm_s,250,83/333,1,3,1,2,10,1/3,0.3333333333333333
study_010_arm_s,251,250/999,2,2,0,2,10,0/1,0.0
study_010_arm_s,252,251/999,2,0,0,0,10,,
study_010_arm_s,253,28/111,2,21,1,20,10,1/21,0.047619047619047616
study_010_arm_s,254,253/999,2,1,0,1,10,0/1,0.0
study_010_arm_s,255,254/999,2,11,0,11,10,0/1,0.0
study_010_arm_s,256,85/333,2,28,1,27,10,1/28,0.03571428571428571
study_010_arm_s,257,256/999,2,1,0,1,10,0/1,0.0
study_010_arm_s,258,257/999,2,3,0,3,10,0/1,0.0
study_010_arm_s,259,86/333,2,1,0,1,10,0/1,0.0
study_010_arm_s,260,7/27,2,12,0,12,10,0/1,0.0
study_010_arm_s,261,260/999,2,24,1,23,10,1/24,0.041666666666666664
study_010_arm_s,262,29/111,2,4,0,4,10,0/1,0.0
study_010_arm_s,263,262/999,2,13,0,13,10,0/1,0.0
study_010_arm_s,264,263/999,2,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,265,88/333,2,3,0,3,10,0/1,0.0
study_010_arm_s,266,265/999,2,6,0,6,10,0/1,0.0
study_010_arm_s,267,266/999,2,2,0,2,10,0/1,0.0
study_010_arm_s,268,89/333,2,14,0,14,10,0/1,0.0
study_010_arm_s,269,268/999,2,27,1,26,10,1/27,0.037037037037037035
study_010_arm_s,270,269/999,2,7,0,7,10,0/1,0.0
study_010_arm_s,271,10/37,2,15,0,15,10,0/1,0.0
study_010_arm_s,272,271/999,2,32,1,31,10,1/32,0.03125
study_010_arm_s,273,272/999,2,5,0,5,10,0/1,0.0
study_010_arm_s,274,91/333,2,9,0,9,10,0/1,0.0
study_010_arm_s,275,274/999,2,3,0,3,10,0/1,0.0
study_010_arm_s,276,275/999,2,16,0,16,10,0/1,0.0
study_010_arm_s,277,92/333,2,30,1,29,10,1/30,0.03333333333333333
study_010_arm_s,278,277/999,2,10,0,10,10,0/1,0.0
study_010_arm_s,279,278/999,2,17,0,17,10,0/1,0.0
study_010_arm_s,280,31/111,2,34,1,33,10,1/34,0.029411764705882353
study_010_arm_s,281,280/999,2,7,0,7,10,0/1,0.0
study_010_arm_s,282,281/999,2,12,0,12,10,0/1,0.0
study_010_arm_s,283,94/333,2,4,0,4,10,0/1,0.0
study_010_arm_s,284,283/999,2,18,0,18,10,0/1,0.0
study_010_arm_s,285,284/999,2,33,1,32,10,1/33,0.030303030303030304
study_010_arm_s,286,95/333,2,13,0,13,10,0/1,0.0
study_010_arm_s,287,286/999,2,19,0,19,10,0/1,0.0
study_010_arm_s,288,287/999,2,6,0,6,10,0/1,0.0
study_010_arm_s,289,32/111,2,9,0,9,10,0/1,0.0
study_010_arm_s,290,289/999,2,15,0,15,10,0/1,0.0
study_010_arm_s,291,290/999,2,5,0,5,10,0/1,0.0
study_010_arm_s,292,97/333,2,21,0,21,10,0/1,0.0
study_010_arm_s,293,292/999,2,36,1,35,10,1/36,0.027777777777777776
study_010_arm_s,294,293/999,2,17,0,17,10,0/1,0.0
study_010_arm_s,295,98/333,2,21,0,21,10,0/1,0.0
