turn,episode_id,episode_turn,topic,similarity,provenance,promoted_at_turn,trigger_type,triggered_filter,distilled_id,dream_event,event_type,source_episode_ids,source_turns,salience,render_mode,role,span_start,span_end,rendered_density
93,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
93,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
94,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
94,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
95,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
95,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
96,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
96,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
97,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
97,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
98,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4322821795940399,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
98,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.400680273771286,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
99,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.43283429741859436,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
99,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4308922290802002,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
100,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
100,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
101,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
101,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
102,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
102,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
103,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
103,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
104,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
104,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
105,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
105,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
106,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4322821795940399,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
106,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.400680273771286,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
107,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.43283429741859436,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
107,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4308922290802002,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
108,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
108,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
109,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
109,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
110,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
110,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
111,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
111,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
112,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
112,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
113,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
113,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
114,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4322821795940399,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
114,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.400680273771286,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
115,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.43283429741859436,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
115,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4308922290802002,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
116,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
116,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
117,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
117,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
118,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
118,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
119,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
119,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
120,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
120,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
121,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.39054885506629944,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
121,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.3514004051685333,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
122,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.47378742694854736,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
123,dd3be0ff-5859-4e98-9092-c2f420100d6a,85,topic_2,0.5624141097068787,ltm,,,,27f30750-bf13-5c53-ab5b-f0b1eb6b58e7,122,transition,"[""dd3be0ff-5859-4e98-9092-c2f420100d6a"",""29401e54-b2cd-4d40-8b80-75358efe81e0"",""9adedc86-2911-4203-b980-5ba9efa684cc"",""c6839950-0d28-42ca-a26e-0f6efcbf5617"",""927925f8-342b-403e-8131-c1bff6f51d07""]","[85,93,101,109,117]",1,episode,user,92,157,
123,ed58e9cb-3994-4f1a-a847-7ca2cf791ac9,90,topic_2,0.5360462665557861,ltm,,,,14e98615-d551-52ee-b924-6d1ec9947e1b,122,transition,"[""ed58e9cb-3994-4f1a-a847-7ca2cf791ac9"",""afeda494-43a9-446a-9220-52e2067010e8"",""38c3b3b8-e7c5-4698-9db0-33ecc3411f27"",""dadc98b9-8f70-4081-a032-f465b4caaa09""]","[90,98,106,114]",1,episode,user,92,160,
123,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.43283429741859436,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
123,75d36520-8126-4675-98ce-7609f5e42dab,87,topic_2,0.4316166639328003,ltm,,,,1ba6a3c4-4c5b-52cf-96c8-1b9d2950a74e,122,transition,"[""75d36520-8126-4675-98ce-7609f5e42dab"",""dee8a181-c20b-4441-b960-65f4641acfb8"",""20496b31-69a2-434e-8236-91710edadcac"",""a991a07a-1534-4005-bd99-7c7b8d7d0db2"",""1c9faadb-0ec1-42e9-b9df-6921460dd02b""]","[87,95,103,111,119]",11,episode,assistant,175,245,
123,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4308922290802002,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
124,dd3be0ff-5859-4e98-9092-c2f420100d6a,85,topic_2,0.5270829200744629,ltm,,,,27f30750-bf13-5c53-ab5b-f0b1eb6b58e7,122,transition,"[""dd3be0ff-5859-4e98-9092-c2f420100d6a"",""29401e54-b2cd-4d40-8b80-75358efe81e0"",""9adedc86-2911-4203-b980-5ba9efa684cc"",""c6839950-0d28-42ca-a26e-0f6efcbf5617"",""927925f8-342b-403e-8131-c1bff6f51d07""]","[85,93,101,109,117]",1,episode,user,92,157,
124,ed58e9cb-3994-4f1a-a847-7ca2cf791ac9,90,topic_2,0.5115866661071777,ltm,,,,14e98615-d551-52ee-b924-6d1ec9947e1b,122,transition,"[""ed58e9cb-3994-4f1a-a847-7ca2cf791ac9"",""afeda494-43a9-446a-9220-52e2067010e8"",""38c3b3b8-e7c5-4698-9db0-33ecc3411f27"",""dadc98b9-8f70-4081-a032-f465b4caaa09""]","[90,98,106,114]",1,episode,user,92,160,
124,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4089328944683075,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
124,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.374026894569397,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
125,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4379865527153015,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
125,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.3970359265804291,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
125,42de5c8b-1fb1-46f6-8596-bb6e9b3c13a3,91,topic_2,0.37906786799430847,ltm,,,,f29fbcd6-4463-5d03-bece-8c5509692286,122,transition,"[""42de5c8b-1fb1-46f6-8596-bb6e9b3c13a3"",""b667cc91-1569-4211-94bf-fff6c54c8ab9"",""1f87f228-eede-4da7-bfd8-a67c1ea537e4"",""7215f681-9036-40ec-8265-1dd39f2a2e18""]","[91,99,107,115]",1,episode,user,92,144,
126,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.46717607975006104,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
126,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.4432460367679596,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
126,42de5c8b-1fb1-46f6-8596-bb6e9b3c13a3,91,topic_2,0.38935181498527527,ltm,,,,f29fbcd6-4463-5d03-bece-8c5509692286,122,transition,"[""42de5c8b-1fb1-46f6-8596-bb6e9b3c13a3"",""b667cc91-1569-4211-94bf-fff6c54c8ab9"",""1f87f228-eede-4da7-bfd8-a67c1ea537e4"",""7215f681-9036-40ec-8265-1dd39f2a2e18""]","[91,99,107,115]",1,episode,user,92,144,
127,dd3be0ff-5859-4e98-9092-c2f420100d6a,85,topic_2,0.5633193254470825,ltm,,,,27f30750-bf13-5c53-ab5b-f0b1eb6b58e7,122,transition,"[""dd3be0ff-5859-4e98-9092-c2f420100d6a"",""29401e54-b2cd-4d40-8b80-75358efe81e0"",""9adedc86-2911-4203-b980-5ba9efa684cc"",""c6839950-0d28-42ca-a26e-0f6efcbf5617"",""927925f8-342b-403e-8131-c1bff6f51d07""]","[85,93,101,109,117]",1,episode,user,92,157,
127,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.4639188051223755,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
127,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.45531925559043884,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
127,42de5c8b-1fb1-46f6-8596-bb6e9b3c13a3,91,topic_2,0.38669446110725403,ltm,,,,f29fbcd6-4463-5d03-bece-8c5509692286,122,transition,"[""42de5c8b-1fb1-46f6-8596-bb6e9b3c13a3"",""b667cc91-1569-4211-94bf-fff6c54c8ab9"",""1f87f228-eede-4da7-bfd8-a67c1ea537e4"",""7215f681-9036-40ec-8265-1dd39f2a2e18""]","[91,99,107,115]",1,episode,user,92,144,
128,dd3be0ff-5859-4e98-9092-c2f420100d6a,85,topic_2,0.5572469234466553,ltm,,,,27f30750-bf13-5c53-ab5b-f0b1eb6b58e7,122,transition,"[""dd3be0ff-5859-4e98-9092-c2f420100d6a"",""29401e54-b2cd-4d40-8b80-75358efe81e0"",""9adedc86-2911-4203-b980-5ba9efa684cc"",""c6839950-0d28-42ca-a26e-0f6efcbf5617"",""927925f8-342b-403e-8131-c1bff6f51d07""]","[85,93,101,109,117]",1,episode,user,92,157,
128,db0bbee8-9f69-472a-b501-788538a48be2,40,topic_2,0.41587501764297485,ltm,,,,3d75d240-5532-5c69-a050-f8cbca264457,83,transition,"[""db0bbee8-9f69-472a-b501-788538a48be2""]",[40],1,episode,user,150,179,
128,0166afc7-3ace-4bff-be68-08c548142f5d,75,topic_2,0.39809074997901917,ltm,,,,578973d2-b2d6-56dc-9c39-a93bc454c18b,83,transition,"[""0166afc7-3ace-4bff-be68-08c548142f5d""]",[75],2,episode,user,6,130,
128,42de5c8b-1fb1-46f6-8596-bb6e9b3c13a3,91,topic_2,0.39283254742622375,ltm,,,,f29fbcd6-4463-5d03-bece-8c5509692286,122,transition,"[""42de5c8b-1fb1-46f6-8596-bb6e9b3c13a3"",""b667cc91-1569-4211-94bf-fff6c54c8ab9"",""1f87f228-eede-4da7-bfd8-a67c1ea537e4"",""7215f681-9036-40ec-8265-1dd39f2a2e18""]","[91,99,107,115]",1,episode,user,92,144,
