left_content_sha256,right_content_sha256,input_cosine,input_cosine_hex,code_overlap,code_hamming_distance
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,f96b747215d8e6068f59a38162753186795a70bfc5522b22cdf5aeea95bf8ee9,0.06755763023780707,0x1.14b74f47775dbp-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,e594fa0ecd0a225a435300cf731bc894e2c6774355489b1dc25d9f5abae711ea,0.11475067918778976,0x1.d604cee4e2b15p-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,63edc8309066f2fddcf60273b8f970abe612d5e30a4946df24ee8021f1dfc494,0.045017181277813303,0x1.70c7df2b14fc2p-5,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,56123a7743d22c2694c0f144e106065f31b124ba705d8d94e620e287c5225b0d,0.008252487078934483,0x1.0e6ae10eae096p-7,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,d6ba079a9b63a293dd478b253e4ad6c4b5e62d94573e887266a01640532cd596,0.032674569700741424,0x1.0bab8a08d15ccp-5,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,b244b451c49d16afaab95a5075e0eba38f64598d7f3535c74a0b0ebe33a51f8a,0.18086304295386446,0x1.726852b455cb0p-3,4,156
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,8e9f2cabf8293bafbabe0654b937710af26b5f0c89022282ad0001b803c50157,0.12105589207182603,0x1.efd84d96fc4ebp-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,911c95a705c4ca98356ff7779538ad7486eb518dd09ce0aa99270d43479874fa,0.13885935622762546,0x1.1c624b4dee1c8p-3,3,158
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,d212685c00f218e66f1a45f7064cbec160c4d93ad3f238ec020ed4e98aa9418e,0.08796670713231752,0x1.684fc7245262cp-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,989cdddd0547f8b28fd429a848eeedf7ced961da6a4f948720cd423ff0b50db1,0.25773598092236116,0x1.07ebf0e4418ecp-2,4,156
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,b1d242f52da1cdcbabb816b1cbb44479c91ed9ddded847d36e06f1a59ee7162d,0.11898818324268702,0x1.e760273a34699p-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,34d7217ec8356dfc022039240778f4505c81005b8c790d2baac322f5c1359822,0.14415908868509902,0x1.273ce15a96dd2p-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,9ae315c571fc84f896f5be84fcae72ffef34a6646cab779892009387cf2edd9e,0.06516031503104008,0x1.0ae58ae0e2d04p-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,4a24713cc00d28925a0505f62706059c45c452844fc50e49a70f28c94e02fbb7,0.008216221434914576,0x1.0d3aa92e09162p-7,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,e94bf38e33b0e693efd1cef086099e87c9f2db24fc9af8f0f5903f0c30c3985a,0.0783752202688207,0x1.41065ffdf12d7p-4,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,7e0be212d94b78d95ce5828ba029e1662232004f12104d9603d890f52490b4e3,0.12271799940351706,0x1.f6a7262119343p-4,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,bd19d73b15486e2a2a9b279c1e170b90cd6de7700c56e08e78f1a0332412713a,0.18703508618706488,0x1.7f0c4053061d0p-3,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,a0e8afd8211205c293d39a540b7061fd3698f220e11d32634be561c3ab98cfc1,0.06877070218647074,0x1.19af4ecd05850p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,f0f6bdffa3f2b2a8525ff2a1fa3ca1c1d1482e9f5bd0efe74d12d4741a79c4a8,0.14629628005812806,0x1.2b9d62530249ap-3,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,096ca5e9587051b8cca02c924bf6ddf0f981faa005395b01d1c7672ee408fae3,0.08310082937316893,0x1.54618906da0ecp-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,d262fbdad9f84d7156d75243071015abf9ebb4123f0330da9d63740123e9ec49,0.0513277221332019,0x1.a47a08fe16c0ep-5,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,8b61cf73e1e1ac6cc7d0b1fc2e100ba6c575fd423e574cd12face34120693f97,0.003395758418337197,0x1.bd16beb428f40p-9,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,d431f3c6224136c805b0f66af247ec35dff279a9785e86038189d930c7786b74,0.12610623661076284,0x1.0243fc9084d79p-3,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,8d1f86b5f3434730f53414975efc71bc2cc62081bd86be53012d0dc0099139d8,0.05591536586899699,0x1.ca0f057809f79p-5,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,493c2e230d16a3b40cd1f2266b9f90607f20aa4af10eb64c2fafebd7f1f3289b,0.001197872607065515,0x1.3a03deb040650p-10,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,9c37ca8c73b624717e465389ab084bffd22a80928f12c0d3ffb25e511918d7e2,0.0036243948858765175,0x1.db0e830158a08p-9,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,9b4a53f59bdb89632014bdcfe77a85e4a22a2f8ee0a12fca26707fac9770c425,0.10529753884395618,0x1.af4c78daf1ff6p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,786d44b22843467aa3cd047e3e8216c3b85efb792cc61ec9f6a90f3c327b1982,0.09071900570451263,0x1.7395c5aa06390p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,e6a44a8ea2993b047b884aa2e08d7ef41e77243a2cd7d52bdd00fd7f3aa52293,0.07806083862642062,0x1.3fbcb8cffb205p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,e77efd981ed7242640070ea6321ece2e0a2ff1f9d205d7b533b5228337cc83c3,0.0928658556211491,0x1.7c60e84ced216p-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,739993d4063392ff410280c840dffa848f48191f123f15a6c64b3d5187267f5b,0.09670525041965404,0x1.8c1acdfe76647p-4,3,158
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,99be89c5d67655640dd13192136bb39341cc46cb0bf44fe0d085c465bdb04127,0.09082847943758673,0x1.7408904bad706p-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,ae36335fe17b7eb298085726535999b668402313b32f1c04a7e81cec5b5ce9a5,0.1227107760743706,0x1.f69f9321b2ffdp-4,3,158
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,d77c9be3a19807947ec3a9c1d3f5e6424f3c17c8bee4b9083d52452f6800a8b1,0.12285435822090648,0x1.f73621abad83ep-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,37b1dae1fc3a43cc4f930109a2c62f98618c0442313f6f3c9f7e2a542468054e,0.08407524453570439,0x1.585f489af1e1ap-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,dc50a5b9d86f876f1818c90f4764b348385c79387e9f699f0705a6e0889fe115,0.09552327212486658,0x1.8743691c8807ap-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,93db96084327793fa0ec933c9a76c54744b0e4d17afdd4e05feec7a12a4949f6,0.07849436094405352,0x1.41834d92cd54ap-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,c3a1d5cd31344c583f09e5bbe54966713a2bc0f98ee165f1dc5c6c1dbe8ca25a,0.23841243973001466,0x1.e844c7fcccc47p-3,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,a2ee91467756bfa162b379803da418dd6cc9fe8658741d16cf017dcc58ab6e13,0.08465205683417414,0x1.5abc1d7a4544bp-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,39b15f1e911182c4c18a5a98763fd1b94250624e8b7acd146c28d1751d9e2612,0.05590442819414955,0x1.c9f8155974592p-5,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,81908dc9e3356c4511d5b7b77f65b2a44b177c5a38db09f5b8f4a27f813d7829,0.13780452344456354,0x1.1a39420b7b6c9p-3,3,158
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,bba6bbe4a1cf9a49b37c36e2d67b9a47466789b16d55c257663ec431afdda86d,0.16610340233829693,0x1.542e054660e6dp-3,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,4af38e40c2fd15846966254a70e5f32d84118ff268f68ff796dd35bca3ec34e9,0.09831852416970549,0x1.92b671de65decp-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,a49fcbb77fac0390013c99ff8385aa1f2f490151ab9745724787683538934ea9,0.04102312299991922,0x1.500fb97543147p-5,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,e6b7f537fa39f07d605574e3065bf23d1738d9c2e3a39b15609636c363e7da9b,0.2138458914467482,0x1.b5f4d5b12e976p-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,f35fe7ed8dd00206e74563be6833efb5c431ade243da0362cf96cb431df5ffed,0.14664388534714357,0x1.2c53a11dcb7acp-3,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,1f5c8794ef875b61a18438ec8bc087768533c9d17fa49c8e205618b90ac9af3d,0.17355343608715165,0x1.636ffbe0d26abp-3,5,154
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,cf7dff26468d19c7bc2c4f019c9f1a1690ce90cf4d2fa25dd6003cde6bbf992d,0.022429417713849965,0x1.6f7bcbe327dfap-6,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,71496308445d0502e60fceb3d66b5b3c75da488f0ffc259ada0b589ad1b4a80c,0.13432948957508628,0x1.131b56e4e82dcp-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,adf92b551ddfcd3c760e671b7086d227d6f50ec3d8ca6a2cf0ac934243e2e025,0.033395565050360836,0x1.1193937720b07p-5,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,81699d2ef94e3820395103e37014a04e9e2d85755b9e02b05b35ed084506ef53,0.09916408937150917,0x1.962d158c9caf4p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,ba9a18b82941dc3237050bb059b770a85b392dd101d7f7a4330f169a68777bc2,0.11210205885433916,0x1.cb2b87497f9b4p-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,4c4746fed4d68f3c8194136cc0cbda07644264d57dbaed0d58edfbc6c5183bab,0.050077104083636526,0x1.9a3b4c8a29d60p-5,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,43c51b423fc2861b51f011e992ed5cebfddb2c0e883402b065643f0540fada84,0.01779989565635644,0x1.23a22c6dd7425p-6,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,8fc474c9464ec61f2ffb6631dcc521968eecb2fbe41b6dc00ccc598bbe0fd7de,0.03993776624353179,0x1.472b90fc85378p-5,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,4740480dbffc547c3b50a7ac73604a1cee32bb731ff9243aedf7f4456ce39d21,0.1625743141544305,0x1.4cf3c313b4099p-3,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,b3ea8205ed89cdfe4f76679e2c38e7cd6f27459bc359bac9d75e908b3ddd86f3,0.08559515642768421,0x1.5e9906d8d8b5fp-4,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,e858c8c988f5c3e47f5dbe7abc2fd19e4fa3c6d510b123fbeafe55ffd2f50616,0.01562256364811441,0x1.ffeb8ff962df5p-7,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,2911766d04eb9355d341ef30f4c807a72ce58ecccf46a16db3275ef33d65aec5,0.0827055419824986,0x1.52c30be0345fap-4,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,c1739967b24dc5cff7211fc800608f6467cc2a149628460121427ea39c7aceb4,0.096315564544519,0x1.8a82307d0822cp-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,2ca35f294be5ff553f04078e4daa8779a0fc8a0ace39463fba077fe0b04e5551,0.13390603771484788,0x1.123d5425c7184p-3,3,158
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,06b32073d952d233422a2d1b3fca71b1826b94e852784b3de1acb2ae375a6cd1,0.02848353075980436,0x1.d2ac9645a14bep-6,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,028fae54ee93d1502228ef7be3893c3111c8e6795911c3943cd668a15fb496f3,0.08922701851292807,0x1.6d794f66ebfb3p-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,c863f636a18113aeaf9b57d2123b21adbb50e965c61df4bbe638084833f52bce,0.08957938940318798,0x1.6eeacc3e1e11fp-4,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,89c6a194809ffb575fd4df8bd81e1f235666d438bad297926c0ff830eed84948,0.08840311985279614,0x1.6a1963ca1d320p-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,5378ffd9a8b6769c4f670125d11b2c575453b2246dee8d3045d32fdb7d944432,0.04814488706957769,0x1.8a67256dded16p-5,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,90599e127d07a0e93b36c35e7e07b892d06d52aeb1174ab049d48457c1b47184,0.12343316358178039,0x1.f9950d8d3583ap-4,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,ba6fbfdeeae29bea18fa0a3713e884cfc6aa0029429327f294117c73e105612d,0.04227558137161809,0x1.5a5251ed22b4ap-5,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,04d11dcae63c0ce7c58b02ca0fc7b9811a4415f6d833bb3ad61c1ceb54a9a232,0.04030807803042183,0x1.4a342a9cf8094p-5,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,f36e4d338685579fcaac9c386ae7020ebff0bd790d72a005534431efa7200751,0.023824988134886295,0x1.86593e377bb1ap-6,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,a703b9f300c99e820306adc0ef15537dc9473fb91b971ef919bbb002be916c3d,0.07488799862538123,0x1.32bdc20f57ad2p-4,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,08077f8b1d3e04e503782c4248bff84987a0567c2bfcbc5e135698db113bba93,0.07238171670537381,0x1.2879bb213f265p-4,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,0dab8867947d8a3d485f4870378037998eb2b82846bda696ffd5d30c8947417a,0.2354712991249694,0x1.e23ec6c71b656p-3,4,156
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,6bf1370082a746f756855f844f7b378c8495277264741fbe5d7ffb900fb5cd81,0.061527423237421844,0x1.f8085bd3947fap-5,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,5449d16239e0a92248221639b7bc7ee020eb4b2020ed6c331176e3b529f7f66b,0.2399581044126171,0x1.eb6f2796e6148p-3,1,162
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,1bd39143be05cfdc17e66079d4abc519fe16ea0ea3b6a551bd9e808a94de80c8,0.32610043885314177,0x1.4ded4600578b2p-2,9,146
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,8c835d02c401ec7932be5803d215ef132f0139db61249daa44d0882d62687ffe,0.8906517351951736,0x1.c803811593edbp-1,50,64
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,2991a15fc8a419f5a7f296f0643bc09ab4733fb75ba3ae9b434afc71363fa010,0.013768836270094197,0x1.c32d5ebdf4cccp-7,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,efb431a2c88d0e5437a1e954e8f30bcc52d6fd6c5a2c051eb147ea134c33205b,0.16556724223687463,0x1.5314eb1591feap-3,4,156
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,1c6f5a95c18b0196980171537ca801ae2acf81a437b6e18ba80578e418732ca0,0.029636480506923475,0x1.e59068a2ee062p-6,0,164
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,329ea0b242e487ed66549a8fcbaa7d84ac668140b7a00d233997fd03ebf5fcd3,0.10155165867660931,0x1.9ff4a1cdedf18p-4,2,160
208c8ee189bf88031d4431fbeee65882ed67bef07e60f07bfc6b4eb12da6d909,f755a3d21d4cf3b34b3d611a56c271f55d4b5bf758977ab536f5b862a3e7bf34,0.038238998132447605,0x1.3940fdcd24304p-5,2,160
1e3533580b91fb26a366a8090fab09fb183387489a9d3d007e1ae2e97132d2a2,1bb0fbc52bcadce3463536c060d43abc3883e8adf4761f48118834a679ca29ce,0.35507718842756814,0x1.6b995abf687bdp-2,3,158
1e3533580b91fb26a366a8090fab09fb183387489a9d3d007e1ae2e97132d2a2,59aea706f50e4ef5d8c4070adb845079dd79f853de7fa7c3efd60fd718a4a34e,0.2167772954681556,0x1.bbf5bc146890cp-3,7,150
