block,turn,position,episode_id,distilled_id,source_turn,stored_span_chars,source_content_chars,escaped_content_chars,serialized_element_chars,structural_overhead_chars
study_010_q13,999,59,e1e3d7f8-21b4-4e06-a431-17328751558e,09123e46-b5a1-56dd-a4fa-9fc4e77c6c00,790,73,452,452,521,69
study_010_q13,999,60,3852b7f9-7949-4c59-b833-4bc266af395b,c759ad4a-cae2-5e79-9976-d2bdfe653df1,241,51,310,310,379,69
study_010_q13,999,61,6baa522b-8067-406e-a071-96e1c1c9b295,db3d3041-8801-51e9-86b1-c979d117043c,169,51,310,310,379,69
study_010_q13,999,62,f0fce1d8-5028-4d7c-8a25-c0aedc473bec,ecf6aa2c-d33c-57ca-8d91-1dc93e9eb198,209,51,310,310,379,69
study_010_q13,999,63,2802b537-f9a1-4c20-8e0a-f195b4a0208e,ed618cab-de1c-5056-8fac-07eed1a48a72,501,20,319,319,388,69
study_010_q13,999,64,3e530c9f-bb34-49e1-b686-e557224e3722,6ef8910f-5d4f-59e0-b4dc-a73225e05244,206,60,572,572,641,69
study_010_q13,999,65,70aae089-3593-4b08-b5bf-f3f7041fbeec,4fc74cf1-6625-58cc-841c-b321973b5b09,166,60,572,572,641,69
study_010_q13,999,66,136bf587-4385-428c-a486-ca3efb08cf77,a650b1b1-4c86-51c6-a71e-a4776ff53372,495,59,602,602,671,69
study_010_q13,999,67,e0b1e7cd-cacd-4ea3-920f-41770fa793df,e2fc3d50-91d4-5446-bb61-a1843a66de77,538,59,602,602,671,69
study_010_q13,999,68,52555c3d-8ee7-4e4b-a0e1-17a08eab57b5,3b8c66d7-3b31-5b57-8c95-afb2024956da,250,21,314,314,383,69
study_010_q13,999,69,75073651-265d-4214-8859-ab7a61ad93e2,cb4ae640-a45a-5b7e-896d-be871adaae37,500,21,314,314,383,69
study_010_q13,999,70,d7202958-1df3-4461-bffe-89a2688e94a5,060b7382-7f4e-547c-bde8-608359b01213,750,21,314,314,383,69
study_010_q13,999,71,13bb5ab9-a670-4d25-95be-5b50cae09fbb,e92046e6-6146-5c6a-a940-2b40d369151a,575,65,416,416,485,69
study_010_q13,999,72,650c608e-e766-4837-aa08-d5ad8e44d090,dce87f13-24b9-5662-b343-e8f3d5f9eb03,503,65,416,416,485,69
study_010_q13,999,73,d859bdd7-74eb-4363-8519-80ff345485fd,02ecf66a-d328-5dd6-b181-6eb9e337ebd7,543,65,416,416,485,69
study_010_q13,999,74,bc55bff9-6695-4434-b5b5-5c3d56091eff,d7ff9cb0-ac67-5515-a527-ff075a43d217,742,69,672,672,741,69
study_010_q13,999,75,f0555f69-1758-4349-b60e-db931c35e447,0bc91923-a6b6-566a-a76e-fefeaf555da9,785,69,672,672,741,69
study_010_q13,999,76,db0bbee8-9f69-472a-b501-788538a48be2,ce18b859-464b-55a7-9b59-474029a11fea,40,143,264,264,332,68
study_010_q13,999,77,735be76b-c4b3-4fc5-8e4c-56d66c5ac1b7,8419ce3f-4c9b-5600-873f-42020c79e473,579,58,580,580,649,69
study_010_q13,999,78,94f7739f-0084-47ef-98c6-cc324422f2e3,8e8df8d6-9952-5926-805d-09eeca9ab156,619,58,580,580,649,69
study_010_q13,999,79,93954f41-0468-4aed-8988-2e1cb08e1f59,9bf0eaf2-bba2-5114-aceb-2c3c2c5fcd7b,208,66,213,213,282,69
study_010_q13,999,80,aef444a5-8f66-4cc0-b208-117551679ef1,8521817d-c555-51e4-8b05-19332f16fb56,240,66,213,213,282,69
study_010_q14,1000,1,3d9aa4eb-05b5-4503-90bb-91ee268752e5,a220626d-1349-5b53-84cc-28656a64debd,502,75,248,248,317,69
study_010_q14,1000,2,2ab0b04b-f19b-45c4-9770-1c06a90c7be9,5bd92ffd-1229-544a-9da9-353db387bb43,252,75,181,181,250,69
study_010_q14,1000,3,82ab9da7-3b8b-42b9-bace-33f560560b37,d72b8e21-3a34-508e-843a-db5d82a19bf0,752,76,320,320,389,69
study_010_q14,1000,4,477dbe81-4b31-4927-b128-bf386d092be2,02d75506-5c81-57b9-9540-2b435d0e7e5d,740,26,314,314,383,69
study_010_q14,1000,5,79796582-a08a-4513-8079-c6751775a88a,23f461ac-4998-5a06-b8f3-1eea545795fa,751,26,341,341,410,69
study_010_q14,1000,6,fe9edeaf-f9ba-407d-a658-f315f7234985,938c0b78-c992-544f-960c-96062a548873,164,28,288,288,357,69
study_010_q14,1000,7,05828849-22e6-49f8-8e11-04f8a20ca4a7,299b9666-3d54-53d0-8153-15351d67fabb,659,55,307,307,376,69
study_010_q14,1000,8,484dd84e-3c76-4e0a-8eb6-299c55985dd2,7a1aeb6d-39dd-5e69-bc1f-932ff72c6c45,330,55,310,310,379,69
study_010_q14,1000,9,9e2839d6-8e58-4cd1-93fa-0c8142aa7c99,d48107e2-33bd-5aee-b317-efcd461c9ed3,906,55,286,286,355,69
study_010_q14,1000,10,a5bcd495-3211-48b9-8dbf-2764058ea01c,5a22396d-ba85-574e-9d68-b8c92c44df6a,825,55,290,290,359,69
study_010_q14,1000,11,b6db032a-eed5-4d78-9e31-d60195bb534b,62d239d3-97c2-58b6-9b38-c1909cbd486d,412,55,301,301,370,69
study_010_q14,1000,12,ccd86dd4-943f-413c-97a9-859dd66d31fa,cdbdad9e-78be-59ed-a978-9777ae6dad01,493,55,277,277,346,69
study_010_q14,1000,13,d4ac9c65-3cc0-4bef-bf4a-0e533ceb4446,cc850bdf-67cb-5ea1-89cf-f8fd496b7443,83,55,301,301,369,68
study_010_q14,1000,14,d6ca3adf-502a-4807-9ecc-1c25f81f1447,5ac95360-2c94-59b6-aa69-4cb693b7f7af,246,55,275,275,344,69
study_010_q14,1000,15,ff8a5987-d933-4bf1-aaae-c2250d505e72,dcbd97ce-466c-546b-81cb-117b6003e5a2,577,55,300,300,369,69
study_010_q14,1000,16,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,12b586c0-ce86-5fde-bfd7-abbd5c3f6f44,251,21,319,319,388,69
study_010_q14,1000,17,2802b537-f9a1-4c20-8e0a-f195b4a0208e,ed618cab-de1c-5056-8fac-07eed1a48a72,501,20,319,319,388,69
study_010_q14,1000,18,52555c3d-8ee7-4e4b-a0e1-17a08eab57b5,3b8c66d7-3b31-5b57-8c95-afb2024956da,250,21,314,314,383,69
study_010_q14,1000,19,75073651-265d-4214-8859-ab7a61ad93e2,cb4ae640-a45a-5b7e-896d-be871adaae37,500,21,314,314,383,69
study_010_q14,1000,20,d7202958-1df3-4461-bffe-89a2688e94a5,060b7382-7f4e-547c-bde8-608359b01213,750,21,314,314,383,69
study_010_q14,1000,21,4024228d-7430-4064-9a23-795e58f8ea73,ba44f530-374a-5da7-8a29-f57d9c63c1be,243,71,435,435,504,69
study_010_q14,1000,22,6ee0e74b-1b02-4204-8897-ba3d7e8401a3,51da55a4-55ca-56d5-885d-afbfef4bb2df,211,71,435,435,504,69
study_010_q14,1000,23,7b6b5071-6f3b-47fc-a7ec-8e2925935df9,975dfbae-195f-586f-80b9-9cd0a185c042,171,71,435,435,504,69
study_010_q14,1000,24,2a78ca3f-a4c5-4cba-9e2c-b1911bc3eedd,7d762c89-8cd8-5863-91d9-1c7178a8053c,203,133,237,237,306,69
study_010_q14,1000,25,056752ed-a225-41f1-8039-38f2a1984488,c9a404bf-3136-5a61-96f5-3ec436d7c3c2,747,73,452,452,521,69
study_010_q14,1000,26,abe84a10-40ea-4974-b9c1-f659dc73d5e1,4bbb0623-6fe2-5936-8be2-36b77e3dbaf8,822,73,452,452,521,69
study_010_q14,1000,27,e1e3d7f8-21b4-4e06-a431-17328751558e,09123e46-b5a1-56dd-a4fa-9fc4e77c6c00,790,73,452,452,521,69
study_010_q14,1000,28,0aef3c91-1a86-41b5-99ec-28e7e1ce41b9,3a55301f-0adb-5d17-8dfa-776ec35836dc,584,71,477,477,546,69
study_010_q14,1000,29,d5f9da24-1655-43c0-a749-fa6cd235cc98,b6bcfd19-f48d-5cd2-8f5f-5f0912f49553,624,71,477,477,546,69
study_010_q14,1000,30,fa411fe4-b2c1-4cc2-bab8-a169891ca8a4,6a787631-b901-544f-a7aa-7554093adf35,656,71,477,477,546,69
study_010_q14,1000,31,0024ef99-f140-44c5-87f7-137c25fba3f2,f91a9aa6-2a11-58cd-8556-d4c1a3097463,985,72,465,465,534,69
study_010_q14,1000,32,85ab44f2-9cb0-41ad-b22d-f0ee8d7e49e9,14c6ad07-2253-52fb-8ec4-f5e3c94306d5,913,72,465,465,534,69
study_010_q14,1000,33,d45d6d7e-dcd9-4ad2-9dc8-3bcf7b148979,d2ca10e1-5e67-5040-b8b0-df02a697d3cd,953,72,465,465,534,69
study_010_q14,1000,34,20024f9e-1979-4b02-a80b-b233692bc19e,7382a98d-61f2-53fe-807a-83f78b7a947d,698,29,280,280,349,69
study_010_q14,1000,35,210f3544-79a6-4990-a96f-0c3e9645e835,4ea01d49-febf-5ed3-a809-0611f9b7b682,122,29,290,290,359,69
study_010_q14,1000,36,383d5409-f044-4c90-bd74-94371aab5ab5,0435a719-8292-5c73-b1ea-a45765ebd71f,616,29,272,272,341,69
study_010_q14,1000,37,39f3b8de-d344-4a52-a642-fb1257acb2bc,fc079745-b972-5a1c-9fe3-458954d93d72,288,29,273,273,342,69
study_010_q14,1000,38,4b701ba3-0a46-4bf9-b935-911914e0a123,257be8fc-42cb-5352-af5f-9c5888b5118d,451,29,287,287,356,69
study_010_q14,1000,39,5e197fc9-b14b-459c-9efb-8689704a7bad,6e49ebb2-a22a-56e2-8dd0-d1741a6f4a26,782,29,277,277,346,69
study_010_q14,1000,40,6832531a-a4d5-430b-8c88-b17d1908f1c0,ee7142b5-2a25-53f3-857e-ab757de892a6,945,29,279,279,348,69
study_010_q14,1000,41,c9076b64-d299-4ed0-8815-9d124a238b00,58bcecf0-1b84-56c9-8703-ac70c4d6833c,369,29,278,278,347,69
study_010_q14,1000,42,db0bbee8-9f69-472a-b501-788538a48be2,3d75d240-5532-5c69-a050-f8cbca264457,40,29,264,264,332,68
study_010_q14,1000,43,e2420998-2f87-4660-bd81-6c9c40a629cf,510d6a5e-52e0-579a-9661-2ee04b9909a0,535,29,271,271,340,69
study_010_q14,1000,44,f189baa7-03de-4746-a95c-50f06f2a70c4,da3fa140-7d20-50f3-84d2-d3190784d1f6,864,29,298,298,367,69
study_010_q14,1000,45,4dd6955a-6195-42bb-8da9-43a00322ce67,5f05f39f-bdc4-5cee-8a73-aa9f9c50c1d7,666,68,402,402,471,69
study_010_q14,1000,46,77343421-a784-4503-8c4b-525faa0bd810,ef28da1f-ad19-5fac-a901-99d8b8aeebac,738,68,402,402,471,69
study_010_q14,1000,47,c3d82969-a15b-4201-a113-2fdf0629ae22,ea1b5731-b1c0-51a1-801d-d198ecd971ba,706,68,402,402,471,69
study_010_q14,1000,48,3e530c9f-bb34-49e1-b686-e557224e3722,6ef8910f-5d4f-59e0-b4dc-a73225e05244,206,60,572,572,641,69
study_010_q14,1000,49,70aae089-3593-4b08-b5bf-f3f7041fbeec,4fc74cf1-6625-58cc-841c-b321973b5b09,166,60,572,572,641,69
study_010_q14,1000,50,0839a207-cd28-430d-8ae2-fc14e8e27683,a432dd37-e59e-51f5-9462-5096ec204fd0,419,69,466,466,535,69
study_010_q14,1000,51,4436faa6-6873-4a9f-b741-38d5774f5051,5cbad4f6-41b3-512f-9330-2401adbce22c,491,69,466,466,535,69
study_010_q14,1000,52,7ed0fedc-4d26-4522-80e1-f08499dd00f6,4250e667-1f6b-5d14-95a8-ca27c2c5ada2,459,69,466,466,535,69
study_010_q14,1000,53,e3e94681-aae9-46f8-a2c2-5d67ffeb197e,b56528c4-f388-50db-8b2d-e4f2e4b07f7a,332,68,523,523,592,69
study_010_q14,1000,54,f5db4174-25c8-4f0e-b8d4-34d028433aff,e65e48cf-6ae1-5112-ac2f-217961228f6a,372,68,523,523,592,69
study_010_q14,1000,55,13bb5ab9-a670-4d25-95be-5b50cae09fbb,e92046e6-6146-5c6a-a940-2b40d369151a,575,65,416,416,485,69
study_010_q14,1000,56,650c608e-e766-4837-aa08-d5ad8e44d090,dce87f13-24b9-5662-b343-e8f3d5f9eb03,503,65,416,416,485,69
study_010_q14,1000,57,d859bdd7-74eb-4363-8519-80ff345485fd,02ecf66a-d328-5dd6-b181-6eb9e337ebd7,543,65,416,416,485,69
study_010_q14,1000,58,dd3be0ff-5859-4e98-9092-c2f420100d6a,27f30750-bf13-5c53-ab5b-f0b1eb6b58e7,85,65,470,470,538,68
study_010_q14,1000,59,f38c8a54-e260-46f1-af6f-ba334c9c54f1,072556b6-49ca-587e-95c0-c3d609e2ba36,125,65,470,470,539,69
study_010_q14,1000,60,bc55bff9-6695-4434-b5b5-5c3d56091eff,d7ff9cb0-ac67-5515-a527-ff075a43d217,742,69,672,672,741,69
study_010_q14,1000,61,f0555f69-1758-4349-b60e-db931c35e447,0bc91923-a6b6-566a-a76e-fefeaf555da9,785,69,672,672,741,69
study_010_q14,1000,62,00075765-4f4d-46b7-af80-9d7a8970b1dd,8ada548b-dde1-546a-8d0c-061427d8e59a,296,64,381,381,450,69
study_010_q14,1000,63,5029d740-a7b0-4a9f-8411-baa6d53a1673,d55feeaf-ce58-5621-b978-f3ce0ed08f69,256,64,381,381,450,69
study_010_q14,1000,64,9398459c-150d-435c-b792-26ac61721bd8,a6c43157-eec3-53cf-8ae0-ad71ee5d350c,328,64,381,381,450,69
study_010_q14,1000,65,3852b7f9-7949-4c59-b833-4bc266af395b,c759ad4a-cae2-5e79-9976-d2bdfe653df1,241,51,310,310,379,69
study_010_q14,1000,66,6baa522b-8067-406e-a071-96e1c1c9b295,db3d3041-8801-51e9-86b1-c979d117043c,169,51,310,310,379,69
study_010_q14,1000,67,f0fce1d8-5028-4d7c-8a25-c0aedc473bec,ecf6aa2c-d33c-57ca-8d91-1dc93e9eb198,209,51,310,310,379,69
study_010_q14,1000,68,92a50665-9b08-4642-a156-e8ffa71c8d08,d1ac7b71-0249-593c-a02b-43f938ae9534,414,65,630,630,699,69
study_010_q14,1000,69,e888ea73-cc3b-4550-8953-8a9f1b23b9b2,684f7279-f59f-5535-8279-5aa28ac8658a,454,65,630,630,699,69
study_010_q14,1000,70,93954f41-0468-4aed-8988-2e1cb08e1f59,9bf0eaf2-bba2-5114-aceb-2c3c2c5fcd7b,208,66,213,213,282,69
study_010_q14,1000,71,aef444a5-8f66-4cc0-b208-117551679ef1,8521817d-c555-51e4-8b05-19332f16fb56,240,66,213,213,282,69
study_010_q14,1000,72,f83bf6da-f5b8-4966-bcc6-f0e3bf3c5b14,118cbf4c-dab1-5ed3-bed3-e9328778c3ae,168,66,213,213,282,69
study_010_q14,1000,73,136bf587-4385-428c-a486-ca3efb08cf77,a650b1b1-4c86-51c6-a71e-a4776ff53372,495,59,602,602,671,69
study_010_q14,1000,74,e0b1e7cd-cacd-4ea3-920f-41770fa793df,e2fc3d50-91d4-5446-bb61-a1843a66de77,538,59,602,602,671,69
study_010_q14,1000,75,7b72a983-6df0-4ee7-9e71-1aac6baad0af,14695c46-18ca-5252-bbcc-e4f73d9b8252,827,59,609,609,678,69
study_010_q14,1000,76,e1fc75e1-7719-4f1b-96cf-d834e5c7b544,870dd7b4-f148-5f37-9103-66a7b29dbc71,867,59,609,609,678,69
study_010_q14,1000,77,1494a559-82e1-443a-a3a3-f4a60e73a88c,60b4cf19-4c01-56d0-a155-be18564494bf,162,68,417,417,486,69
study_010_q14,1000,78,8659b3e4-bb87-4dba-9b29-501452fd2fa5,16f60939-5905-58d4-b3da-bc0427573147,130,68,417,417,486,69
study_010_q14,1000,79,ed58e9cb-3994-4f1a-a847-7ca2cf791ac9,14e98615-d551-52ee-b924-6d1ec9947e1b,90,68,417,417,485,68
study_010_q14,1000,80,67455877-a4c4-4402-8958-afa2b1782fa4,8e80f19c-d91a-519e-b8dd-4c5796937b0c,291,64,582,582,651,69
study_010_q14,1000,81,e8bcd1a4-b1f8-4b15-8bed-dcb3a9485613,12b69786-39ca-5260-af9b-9473bc846ae7,248,64,582,582,651,69
bakeoff_tier6_q4,115,1,8be0f5af-b452-4acd-b3b6-2afef003e03d,,114,,698,698,767,69
bakeoff_tier6_q4,115,2,d5d24dd1-75d3-4ad6-b3fa-e8aabcf9acce,,61,,4231,4231,4299,68
bakeoff_tier6_q4,115,3,c3cfc044-0c32-49c7-90cb-d1ee59561c9b,,65,,3522,3522,3590,68
bakeoff_tier6_q4,115,4,5f6ecd9f-bf3e-4dac-92be-96123b7e05d1,,70,,4592,4592,4660,68
bakeoff_tier6_q4,115,5,7651c072-ce22-4c12-923f-84bf7c817235,,85,,3767,3767,3835,68
bakeoff_tier6_q4,115,6,a725d025-92cb-4d29-91c9-df82f356974c,,92,,4338,4338,4406,68
bakeoff_tier6_q4,115,7,31de80d9-8487-4f79-8cb9-23dc4b3574cc,,106,,4352,4352,4421,69
bakeoff_tier6_q4,115,8,b22fa928-2e44-4da3-970f-1eef06b9af0f,,16,,3344,3344,3412,68
bakeoff_tier6_q4,115,9,b2dac773-3bfb-49f9-a07b-a4e51132c073,,19,,3832,3832,3900,68
bakeoff_tier6_q4,115,10,437b58a3-40b5-4c60-af49-0a92e164d53f,,34,,3320,3320,3388,68
bakeoff_tier6_q4,115,11,908479ee-34b0-40e1-8599-e934ac47df7e,,40,,3750,3750,3818,68
bakeoff_tier6_q4,115,12,f8e99b3f-9d39-4cf2-a4a5-bf19ddfbd170,,48,,4583,4583,4651,68
bakeoff_tier6_q4,115,13,f2223f95-4c32-455d-917d-06e13a9cc93f,,51,,4754,4754,4822,68
bakeoff_tier6_q4,115,14,c134f401-afa1-43d1-9e80-6d5212904c99,,54,,4356,4356,4424,68
bakeoff_tier6_q4,115,15,0459c215-b4db-46c5-a071-14ae528b58e4,,62,,4280,4280,4348,68
