blind_key,sample_id,source_index,question_text_sha256,control_payload_sha256,dynamic_payload_sha256,incoming_count,outgoing_count,retained_count,incoming_missing,outgoing_missing,retained_missing,query_margin_best,query_margin_worst,incoming_novelty_max,incoming_novelty_mean,outgoing_redundancy_max,outgoing_redundancy_mean,neg_incoming_dense_rank_best,neg_incoming_dense_rank_mean,outgoing_dense_rank_worst,outgoing_dense_rank_mean,represented_session_delta,selected_candidate_delta,payload_char_delta,neg_incoming_penalty_max,neg_incoming_penalty_mean
77f3d0a61aeb8f5f7cb5b7af5a7995bc6a268f75414f48bd45f321653c6829ca,conv-41,20,77f3d0a61aeb8f5f7cb5b7af5a7995bc6a268f75414f48bd45f321653c6829ca,95b2ec52feee2cff79639c7ca191377ace349613ad7442bb4d743aa4bc710d02,9671119b327e100536b0de4b6d1c3225cef1d507a43f3f0af062898c2d170394,15,18,75,0,0,0,-0.024406254291534424,-0.0375199019908905,0.36692482233047485,0.24960302511850993,0.9192120432853699,0.7579731146494547,-96.0,-124.93333333333334,92.0,69.88888888888889,3,-3,3,-0.18,-0.04600000000000001
521c3d3027725b7946637c725c9ba6129406561c43fbb90e131ea721d0ae2bdc,conv-41,21,521c3d3027725b7946637c725c9ba6129406561c43fbb90e131ea721d0ae2bdc,f942d74073c3657ce3d5285f66476816e10ad28d84236e1583038e36313252fa,577ada43eae5a0f0f3975c4f71978d9ca72f947b88b822e398370a2c15c30b78,17,17,80,0,0,0,-0.028010129928588867,-0.0384041965007782,0.2514941692352295,0.19255406365675085,0.8822271227836609,0.7642601553131553,-98.0,-135.23529411764707,97.0,82.58823529411765,2,0,84,-0.09,-0.037058823529411755
9a65129f3ad535b24f090016d9c4552113ab3dc5ed24e54b2455441dc54d0cc1,conv-41,22,9a65129f3ad535b24f090016d9c4552113ab3dc5ed24e54b2455441dc54d0cc1,50da0b55ec53ca9180f45e3cea2073cc17ff7c4f5afa0e151f87ded11790a9d1,7a95a77d4a3ae5ab20db7f7501601a9fce769190ca57702aba5d49cc93e2f472,15,20,73,0,0,0,-0.027144521474838257,-0.00750356912612915,0.3689306378364563,0.23762102524439493,0.8519249558448792,0.7610208600759506,-93.0,-121.8,153.0,82.95,3,-5,-89,-0.06,-0.028000000000000004
73140cf7b5acea5e984bbeba77f21c9617db4d2b6cf93e6027c2a68d2eeb8e62,conv-41,23,73140cf7b5acea5e984bbeba77f21c9617db4d2b6cf93e6027c2a68d2eeb8e62,3c31847d2af326eb6777c716e2bef152434e060abb1de9dd7b2a0bab39f42974,35f1f0ffd16cf949356c3f5ff8c8aa8934cca9b2afcfa7c5eb760fe4fda1f646,12,13,88,0,0,0,-0.032420843839645386,-0.015967071056365967,0.2934039235115051,0.22798838714758554,0.863998532295227,0.7689783114653367,-105.0,-122.16666666666667,99.0,79.0,1,-1,-55,-0.06,-0.05000000000000001
5560de819c7bc1165b23dda7d7dc3ebcf0571d0c131aa1d7fba5a8888b615a5f,conv-41,24,5560de819c7bc1165b23dda7d7dc3ebcf0571d0c131aa1d7fba5a8888b615a5f,ae6fd3e5e3715ee40b5cd5145222b17a3e01ff8580bc82547cbcc5f6e14b23ff,a1f8718793a3fe090aa1c1d56cd7dd65c785d01bacff6d8285cfa60cd9241f6f,13,15,76,0,0,0,-0.025758028030395508,-0.04627391695976257,0.31300628185272217,0.25077600204027617,0.8662508130073547,0.7711919903755188,-95.0,-118.84615384615384,85.0,69.6,5,-2,48,-0.06,-0.02076923076923077
5c2604f8f4453454864565792f931f5c611482cafd706b01d0fa0ae2d518d24f,conv-41,25,5c2604f8f4453454864565792f931f5c611482cafd706b01d0fa0ae2d518d24f,bfda25d79364a63484bb79e490614000ef58fdff7fe86f4c45335f5baa9b13fa,526924393d5b80c36d283cd72b3fb1d9a4d086d3cc0b062c1ef0cb254fe50818,10,13,88,0,0,0,-0.02791103720664978,-0.045974403619766235,0.315356969833374,0.20151475071907043,0.9087903499603271,0.7765964682285602,-102.0,-136.1,100.0,80.15384615384616,2,-3,-27,-0.06,-0.03300000000000001
351746852460c400e28bfdd1a495f8a5e3bfe02c9158a51693a84d9ecd82bc7d,conv-41,26,351746852460c400e28bfdd1a495f8a5e3bfe02c9158a51693a84d9ecd82bc7d,104e7374661046d4a5dfbb8f8b0f40e227a052d66ee6567e509cb6eb5cdb22be,0a5b38564976c1939fd86d81c22dad5fbfdb51828e6ec5958cb5077d3ac620d6,14,14,81,0,0,0,-0.013764381408691406,-0.04023849964141846,0.29175251722335815,0.2108927071094513,0.8862798810005188,0.8075489146368844,-95.0,-123.85714285714286,119.0,83.64285714285714,1,0,46,-0.15,-0.05357142857142859
a903de298485b57cc991ccf5f66bddacd89ca9cd55ab7de058c32438abfca333,conv-41,27,a903de298485b57cc991ccf5f66bddacd89ca9cd55ab7de058c32438abfca333,81f464107c164553c5f2c900bda9d8054f30e44efe402b4bd41c3ff2a014d9b3,7987f456af6afa18dea9940e9de43c172d7be5f2556ebbada300cbaacd32be83,14,17,74,0,0,0,-0.02363249659538269,-0.07975053787231445,0.3101966977119446,0.24742625866617476,0.8862798810005188,0.7652046575265772,-90.0,-131.85714285714286,95.0,75.3529411764706,5,-3,57,-0.21,-0.03214285714285715
3c23ceb621599b6d3618c062c3eded0f50f31bde463f179e6dffdfa7572ea501,conv-41,28,3c23ceb621599b6d3618c062c3eded0f50f31bde463f179e6dffdfa7572ea501,b5523d622489d6704952ef49ed9e1de0f35e81fc855935d15f98f7d4198fdb9a,0328ce7af204a877bf53566a2f2eb3d8e19a03bf4e7e5ccb5e0a34a9253af3d2,13,14,78,0,0,0,-0.02132609486579895,-0.0557788610458374,0.36636465787887573,0.2524523918445294,0.9051892757415771,0.8106737818036761,-94.0,-127.15384615384616,95.0,79.64285714285714,5,-1,-44,-0.03,-0.01846153846153846
e8a39e935b55876173771563e4feeae307c663cc26425aa340acf9eb57a6f981,conv-41,29,e8a39e935b55876173771563e4feeae307c663cc26425aa340acf9eb57a6f981,e9c50e3dc7a4f70a053eeabc3525ca5d8d583422bc00c6286e641a08de06d996,a64a4c1434fcf04fde8b5b981024fdaf343c222f37dcbcc3497c79c019fcf1c8,18,16,73,0,0,0,-0.029259562492370605,-0.036100029945373535,0.37418633699417114,0.2240123516983456,0.9080305695533752,0.7808710634708405,-89.0,-117.38888888888889,88.0,74.25,3,2,-16,-0.09,-0.03666666666666667
0ba89188f0737f904a6981b92f79d89a35ba66d01951e71405b8d343e1255c8d,conv-41,30,0ba89188f0737f904a6981b92f79d89a35ba66d01951e71405b8d343e1255c8d,ff00cd4eb4cba3e8b7e3143dda3a8f83790640afdd4077b32c3aaf82dc7be0ab,33c448a7f40f0ebcdfd267de9a46ce96a8c4764a4f205e7eaa38867d87b82596,11,14,78,0,0,0,-0.024019092321395874,-0.055962830781936646,0.3435993194580078,0.24178462678735907,0.9265490174293518,0.7894314399787358,-93.0,-122.9090909090909,87.0,77.85714285714286,2,-3,-1,-0.06,-0.03272727272727272
39e5d930dd4b2e5943d8afc483f9a3fd418c18c1bb79393a3e94feba21d8dc31,conv-41,31,39e5d930dd4b2e5943d8afc483f9a3fd418c18c1bb79393a3e94feba21d8dc31,04664f53a1480ae121aeb64f9162cee3cf198d6439c0c339bd9ce926b7d6a95f,08e5d9eabbed1521de5c3ff5fd819180e0313afa21c3130986f72b7a22f32d73,13,17,85,0,0,0,-0.036271512508392334,-0.02017948031425476,0.32185494899749756,0.2056442957658034,0.8990553617477417,0.7747551868943607,-105.0,-126.53846153846153,106.0,83.23529411764706,3,-4,-94,-0.27,-0.04846153846153847
a42643041d3d4aa394ea74a3e1a00c360a452f4118f0981f3094c9c0d9a974cd,conv-41,32,a42643041d3d4aa394ea74a3e1a00c360a452f4118f0981f3094c9c0d9a974cd,dea1e59a7cf04abf78ad7c539bd0ef1c4298458240a22a2cb75af2b246c70082,7cd7dc3c34a13ea145c6a29236483373eced1636093b66a91339398f1f51753e,12,13,80,0,0,0,-0.030411839485168457,-0.04442062973976135,0.29207438230514526,0.2181636542081833,0.8556221723556519,0.7791162179066584,-95.0,-115.91666666666667,89.0,70.84615384615384,2,-1,-71,-0.09,-0.0425
74632d7d08d25008ace224ec66723510c3c5e42e3fda45f6609b31a7bf11fe0f,conv-41,33,74632d7d08d25008ace224ec66723510c3c5e42e3fda45f6609b31a7bf11fe0f,7cf8ac07b621d4b0406fb6f8c0fbf17116a555d4cc9ae15720e81acac9cbde47,3b921d22841cb6f8f920012b05bf6bab141c3cda5d60c296eea3c9d7189c3c61,17,15,81,0,0,0,-0.031098634004592896,-0.043110430240631104,0.32886672019958496,0.20074217459734747,0.8442648649215698,0.7466498812039694,-97.0,-119.29411764705883,96.0,74.6,4,2,0,-0.12,-0.04058823529411765
f6055d55798ebd45a67bfdd79ca2b8a2b19acbb83df9220741faa817186f4b8f,conv-41,34,f6055d55798ebd45a67bfdd79ca2b8a2b19acbb83df9220741faa817186f4b8f,ad6461fe961fe024b1fb080ed33c758bb8e42b8b82b0f383605477043dec713a,0a5182d97ef0c9f965148be87ad57f980dea0993f58ac62ca9d297707865c7f3,12,10,84,0,0,0,-0.02844315767288208,-0.02919834852218628,0.29205411672592163,0.18510614335536957,0.8552771806716919,0.7711171507835388,-96.0,-113.33333333333333,94.0,81.8,1,2,-34,-0.09,-0.04750000000000001
47c2057b3703f06bb01be8f37f336e1f7cc77bc6b220cc5e0cdde11f67c1fcb8,conv-41,35,47c2057b3703f06bb01be8f37f336e1f7cc77bc6b220cc5e0cdde11f67c1fcb8,b5b4ba5056579f91e1b1afd24105ff4f217b3c55c41fd5508d40dc5f1e83faab,73590e0284166224a45e45cc70140cfc586c4bd9de54f5802b4bd322fee7bfb3,15,15,83,0,0,0,-0.026226341724395752,-0.05210292339324951,0.3203972578048706,0.18168399333953858,0.8247143030166626,0.7304005185763042,-97.0,-130.6,96.0,80.73333333333333,3,0,33,-0.12,-0.039999999999999994
df1dd3c523b6ae11e626d082c1be40dc9e229b273d6aaa1821165691493b178c,conv-41,36,df1dd3c523b6ae11e626d082c1be40dc9e229b273d6aaa1821165691493b178c,4ff3bcad5a1f31f7ed3f1170fb8616d15029afcc31bfdf8429b2ddf7188fd8a4,a9080c04169ce58ac95e6d3e7e88ef7bbbb7672bd1c6d1986f8ee4e1e580f9ae,13,16,79,0,0,0,-0.03183189034461975,-0.043646931648254395,0.3689306378364563,0.25397939865405744,0.881117582321167,0.7684452384710312,-105.0,-125.0,92.0,77.4375,2,-3,1,-0.06,-0.03692307692307692
b68be517c18c0ce8180ea099eb12aef5e36c60d252d835b6f965308c87a054b4,conv-41,37,b68be517c18c0ce8180ea099eb12aef5e36c60d252d835b6f965308c87a054b4,99baf7ec951e90b06e6b06d40c888a0882b8d30423cf2304feab2c6732e60f14,418c46521cec87b5133e4d261bebe3c233ce628404110a2c2e30d05cc624e6aa,9,10,77,0,0,0,-0.025908559560775757,0.017116785049438477,0.38686680793762207,0.25378235843446517,0.7995434999465942,0.7282115459442139,-90.0,-129.77777777777777,270.0,90.8,3,-1,6,-0.21,-0.04666666666666667
b922eaadb32814db426fe579fdc0c5c971460b1cd9d0ae37b755183f9c9ac7dc,conv-41,38,b922eaadb32814db426fe579fdc0c5c971460b1cd9d0ae37b755183f9c9ac7dc,c710c4e8226fed0f6ae7d8c38e3383d03185cfea90dd76b8d37e888043484d77,5a946b723fc3c19b3bc8f95c074203a6d190206d2e01b1d2f8103f54ed058540,11,9,83,0,0,0,-0.02281847596168518,-0.02461540699005127,0.3267967700958252,0.22112759134986185,0.9208327531814575,0.7949873076544868,-93.0,-107.0909090909091,91.0,75.88888888888889,0,2,-99,-0.06,-0.05454545454545456
def6c76bc9c9428d56a284c7e244b0a6c4e670b86f0fe48ec9ac1302673ae2fe,conv-41,39,def6c76bc9c9428d56a284c7e244b0a6c4e670b86f0fe48ec9ac1302673ae2fe,727c73b19d9d46da1876f70b254ef456da8cdeb096577c24d9ca5c31f2ee3eff,6e5891fd7912c7139db130c296cb4335b5eb0ced14755530803fdd18baeddf58,9,10,82,0,0,0,-0.030126869678497314,-0.021163731813430786,0.333868145942688,0.28551243411170113,0.9208327531814575,0.813983827829361,-93.0,-108.66666666666667,87.0,72.7,0,-1,1,-0.06,-0.05
80e9cfaf188d8235c0928c47822d82c0e9d197fd536902a909f73ec0c4f963b3,conv-41,40,80e9cfaf188d8235c0928c47822d82c0e9d197fd536902a909f73ec0c4f963b3,54fb22f940a6c89914ba90d030e4aaa16f9296dc10753fce02cb52ac20231d23,62c236df181cb4e7258a888088054fc91639be79a775c54d195bc70f65a23a89,18,20,85,0,0,0,-0.030531197786331177,-0.03690457344055176,0.38278669118881226,0.22314877642525566,0.9265490174293518,0.7752805650234222,-106.0,-132.77777777777777,101.0,83.85,2,-2,63,-0.12,-0.043333333333333335
2b2ae08c2518d0dc9086b7e983a7432f6676816205bb0b9a2de861868323634f,conv-41,41,2b2ae08c2518d0dc9086b7e983a7432f6676816205bb0b9a2de861868323634f,f46d552a1a25a81ed6326b0bdfb663da8511861e934eb42634d4b9e178647282,40b114dae793430760d206607dc06cc78e9c07ebb056547a3dd5f6ded7c533f8,17,20,83,0,0,0,-0.02569061517715454,-0.0338914692401886,0.29011785984039307,0.20567669587976792,0.8990553617477417,0.778776329755783,-106.0,-134.0,102.0,83.2,3,-3,6,-0.24,-0.04588235294117647
e8c5bfbf0a48637782ac35a39955a34a889f128312c9e286686d0a789cd5061c,conv-41,42,e8c5bfbf0a48637782ac35a39955a34a889f128312c9e286686d0a789cd5061c,7c2c04abb0e1972a836bdaa0c777720af7485e574fdd99c4b44e9c9da5d340b2,0d36c82ddd3847cba9e5aa486803d6626c6ff766b7ecde34809fd60f50ef3dfa,18,18,76,0,0,0,-0.01904866099357605,-0.03420048952102661,0.32770758867263794,0.23216989305284289,0.9051892757415771,0.7574642598628998,-95.0,-123.11111111111111,96.0,72.11111111111111,3,0,25,-0.24,-0.04666666666666667
5607fd369a20b383da01d088f59461952ed746073e3ff143aacfe567358e91a6,conv-41,43,5607fd369a20b383da01d088f59461952ed746073e3ff143aacfe567358e91a6,6f1a373d6c18fe5a55004fa1c93588bb86daa5e787f2e066839459f683ddf166,7a650982236b1a904277ec9a4ce7741ff3a3683a2291072f565e64481a38132d,14,19,75,0,0,0,-0.018147975206375122,0.002475172281265259,0.32151657342910767,0.23127071346555436,0.9265490174293518,0.7878228143641823,-96.0,-125.28571428571429,179.0,79.63157894736842,1,-5,-12,-0.06,-0.038571428571428576
b9bdf173feef7c0ee93e9bc7595084aa9c4e43711dc5a0fd88805d9f963d9af1,conv-41,44,b9bdf173feef7c0ee93e9bc7595084aa9c4e43711dc5a0fd88805d9f963d9af1,5dd32399469c0cf65f5b39c755951c4677f722826e8c1b0a8dc5a70e2f06e76b,03fd2bf42e9a4f2a57e78d732f5aa729eabb053e459915d7cdf8297e2a57aa35,12,13,80,0,0,0,-0.029754340648651123,-0.012508094310760498,0.3348064422607422,0.2298795829216639,0.9208327531814575,0.8013419875731835,-93.0,-107.08333333333333,131.0,81.0,1,-1,-105,-0.12,-0.045000000000000005
6da026a83b88bfac3a387d1c0fbdafbeecde06ddc57838c9272274f741c91e8b,conv-41,45,6da026a83b88bfac3a387d1c0fbdafbeecde06ddc57838c9272274f741c91e8b,712aa3970e2725fb94e6e2b43e40408c36f8ccbda76c1a01acb95e00e2601255,fae79dd17a532c5f5ad78964ac1082c76e2939e8e7cb63351e2c80b7570371a9,19,20,80,0,0,0,-0.023122131824493408,-0.045633286237716675,0.37815433740615845,0.22094420696559705,0.8990553617477417,0.778296434879303,-103.0,-132.94736842105263,99.0,79.15,3,-1,82,-0.15,-0.04105263157894737
