comparison_key,duplicate_ordinal,sample_id,source_index,pair_payload_sha256,session_payload_sha256,query_chars,query_words,query_unique_fraction,query_digits,query_question_marks,score_max,score_second,score_top_gap,score_mean,score_std,score_p90_p50,score_within_001,score_within_003,score_within_005,session_count,session_max_top,session_max_second,session_max_gap,top_session_pairs,top_session_chars,top_session_score_mean,top_session_score_std,top_session_score_range,best_pair_source_position,score_spearman,rank_displacement_mean,rank_displacement_max,pair_selected_count,session_selected_count,selected_count_delta,pair_packed_chars,session_packed_chars,packed_char_delta,pair_slack,session_slack,pair_sessions_touched,session_sessions_touched,session_touch_delta,selected_jaccard,pair_only_count,session_only_count,pair_only_chars,session_only_chars,pair_selected_score_mean,session_selected_score_mean,pair_only_score_mean,session_only_score_mean,pair_unselected_score_mean,session_unselected_score_mean,pair_selected_score_min,session_selected_score_min,pair_unselected_score_max,session_unselected_score_max,pair_frontier_margin,session_frontier_margin,top10_overlap,top25_overlap,top50_overlap,primary_eligible,outcome_class
01ed647cc98fd7fa7e78db9dabdcc51af3d82290204ad53438a119bcf8b9dbab,0,conv-43,110,47975b09b86d9feacc9aec584570788c1d00e543aed5fb3fd3e824e9e3f51da1,dc088ac9eab8eac92db9db455479d6b6e814515146034d99c0dc247078feb58f,59,11,1.0,0,1,0.7426223754882812,0.7194787263870239,0.023143649101257324,0.5133153796195984,0.08468610048294067,0.11256211996078491,1,2,2,29,0.7426223754882812,0.7194787263870239,0.023143649101257324,19,4593,0.5379815101623535,0.09965866804122925,0.4047485589981079,3,0.19362482643039022,105.6676217765043,333,69,62,7,15993,15995,-2,7,5,26,4,22,0.14912280701754385,52,45,11885,11887,0.6341973940531412,0.5333222362302965,0.6295626587592639,0.4898581491576301,0.4835265908922468,0.508993334471141,0.5907406806945801,0.30784404277801514,0.5903157591819763,0.676790714263916,0.00042492151260375977,-0.3689466714859009,0.2,0.2,0.26,True,BOTH_PASS
028d55e7bb5c612a1a89a71438c5d5998bcc141935c821ea23b3109dc4310d23,0,conv-43,32,f6609dc205ae0035e4dd83a6a21276c30c024a1e688e87cb37474dea43e0ae19,8b33a2bd78b4e99cec112a74ce583866e5a3bc3a3c7880b3ae2ebded27959ffd,103,18,1.0,4,1,0.6629074811935425,0.5566868185997009,0.10622066259384155,0.32894590497016907,0.07966482639312744,0.10692942142486572,1,1,1,29,0.6629074811935425,0.5566868185997009,0.10622066259384155,9,1905,0.4053788483142853,0.14191025495529175,0.5142278075218201,5,0.3202453704653157,94.57879656160459,344,66,68,-2,15978,15996,-18,22,4,26,8,18,0.22935779816513763,41,43,10528,10546,0.4465144132122849,0.3768667171106619,0.43278055728935616,0.3232787986134374,0.30152712030461315,0.3173494290202538,0.39474231004714966,0.1486796736717224,0.4018290638923645,0.49425214529037476,-0.007086753845214844,-0.34557247161865234,0.2,0.24,0.36,True,BOTH_PASS
029358702e4ad39e026aa1e8f6697410eeabf1331ba0467d744af3801cf46e01,0,conv-43,141,abe13391665916dd7fe4604cb0d55130c8296143b7cba3b90a76a0384028f32a,8de575e92560ed7926ecced357412cc28f48f4f3329ea97d053aff6bebad3030,111,17,1.0,0,1,0.8167990446090698,0.759985089302063,0.056813955307006836,0.43171393871307373,0.08633969724178314,0.12155193090438843,1,1,1,29,0.8167990446090698,0.759985089302063,0.056813955307006836,8,1610,0.5677878856658936,0.13986736536026,0.4362979531288147,5,0.21412461334319796,102.50429799426934,297,62,61,1,15999,15989,10,1,11,24,7,17,0.18269230769230768,43,42,11619,11609,0.5673863955082432,0.4731710054835335,0.5474435548449672,0.41013208741233464,0.40240488006678193,0.42293307557702065,0.49812811613082886,0.29079708456993103,0.5074291229248047,0.6045495867729187,-0.00930100679397583,-0.31375250220298767,0.2,0.28,0.32,True,BOTH_PASS
02b4e922852470e13301f0c42a2793928a73331d39aa36749effea7bf93bc355,0,conv-49,136,b9f43621231f3fea4e69870d8283815b1572dc2498e378fe489816346b814879,cdd6949cb476914a7607dce769de87365a3d0a60ba811e5577c249ed37b21e75,81,14,0.9285714285714286,0,1,0.796832799911499,0.7838590145111084,0.012973785400390625,0.5948916077613831,0.07365931570529938,0.07913750410079956,1,2,3,25,0.796832799911499,0.7838590145111084,0.012973785400390625,9,2195,0.6050217151641846,0.09454468637704849,0.3588743805885315,5,0.2624011188378825,73.83846153846154,245,71,68,3,15988,15966,22,12,34,22,9,13,0.21929824561403508,46,43,10695,10673,0.6781073846447636,0.6147278152844485,0.672554639370545,0.5719390823397525,0.5636306341993745,0.5878662642401954,0.4300837218761444,0.4300837218761444,0.6485080718994141,0.7062303423881531,-0.21842435002326965,-0.27614662051200867,0.1,0.16,0.22,True,BOTH_PASS
02b70c925431dc5ca7f2deebeac1f92a54e7e6d5e78cfc95f7e694b7b3a0572a,0,conv-43,7,6acfe93c237305c39f5822f6c4f9be642d0f4f1da7c2aae8a07a97a67aba4019,6a0a1c243d49fdfec55ee6b1ee01b0977c557b02da1893b33b763dd69954651e,45,7,1.0,0,1,0.6019107103347778,0.5873100757598877,0.014600634574890137,0.37524881958961487,0.07992576062679291,0.1070319414138794,1,5,8,29,0.6019107103347778,0.5873100757598877,0.014600634574890137,10,2120,0.4225667119026184,0.08314454555511475,0.2505996823310852,9,0.3101163315684889,95.61031518624642,314,71,71,0,15981,15990,-9,19,10,26,6,20,0.2033898305084746,47,47,10764,10773,0.49110878941038966,0.4179213596901423,0.47866756104408426,0.36810782678583837,0.3456586795530731,0.36435043318666144,0.43673813343048096,0.22839276492595673,0.44720205664634705,0.5444746613502502,-0.010463923215866089,-0.3160818964242935,0.2,0.24,0.26,True,BOTH_FAIL
02dee08479912d5b55edb8d6a43cdf5781cd08d4d3274e30278c3c783f9277c3,0,conv-43,215,191162550e576e236c49e296e0264c158080b9396c5038e8f1c683fe351ab0ad,ba6f688e6ff789542913a77c56dd6fcc803651489ada0c5b27d61e7d4c9aba23,58,12,1.0,0,1,0.6047408580780029,0.5342651009559631,0.0704757571220398,0.3408498167991638,0.06683594733476639,0.09107720851898193,1,1,1,29,0.6047408580780029,0.5342651009559631,0.0704757571220398,19,5428,0.36988407373428345,0.09167295694351196,0.34136754274368286,16,0.2208081318331461,103.31805157593124,308,76,64,12,15995,15977,18,5,23,28,5,23,0.15702479338842976,57,45,12158,12140,0.4361184749164079,0.3703298242762685,0.4240948076833758,0.32732241551081337,0.3143281522360477,0.33422975754528716,0.39099234342575073,0.22293657064437866,0.3926194906234741,0.4862433075904846,-0.0016271471977233887,-0.26330673694610596,0.0,0.32,0.26,True,BOTH_PASS
02f54038c53a62c9f68fdf2806801a4c79a57a6b01a52d124cb2e26b4c66f2e3,0,conv-43,56,532750469acf2cf2aa047b8312c0d98cffca52eeacb54e76d437f6d0023df739,ec5acaec0d7c86555e6fddcc57a34d26bc6531c717f9a7e7e76a456c0b67e1eb,38,7,1.0,0,1,0.6620105504989624,0.5681062936782837,0.09390425682067871,0.2983141541481018,0.06801269948482513,0.09312349557876587,1,1,1,29,0.6620105504989624,0.46739476919174194,0.19461578130722046,10,3118,0.3854767084121704,0.1506485790014267,0.49339085817337036,6,0.27630290688504283,94.91117478510029,337,72,67,5,15971,15976,-5,29,24,28,7,21,0.17796610169491525,51,46,11626,11631,0.39601412001583314,0.3293399603954002,0.38294897126216515,0.28441648347222287,0.2729192247567194,0.2909427821002108,0.3542846441268921,0.16861969232559204,0.35362622141838074,0.4251049757003784,0.0006584227085113525,-0.2564852833747864,0.4,0.24,0.24,True,BOTH_PASS
03071b58e521a6536f5d3632ffb2cb976d72a629840bea5df4a15a3d6a138679,0,conv-50,139,bf735c001ff7a39625a92016f258f2526716ec69d248c5e719dcec20ab4b83e9,208bfe9b43612e2aff9a32b162ffaf22271ee6b7718c9d2a15b477af9c726387,62,9,1.0,0,1,0.6718270778656006,0.6404220461845398,0.03140503168106079,0.490416944026947,0.06254968047142029,0.07218813896179199,1,1,3,30,0.6718270778656006,0.6404220461845398,0.03140503168106079,11,2553,0.5222928524017334,0.06657347828149796,0.27914267778396606,8,0.31691746267011656,79.9931506849315,275,56,57,-1,15984,15996,-12,16,4,21,8,13,0.17708333333333334,39,40,11189,11201,0.574306312416281,0.5184589776030758,0.5669598625256465,0.4875610716640949,0.4705109530586307,0.48361521997350326,0.543936550617218,0.3269135653972626,0.5414971113204956,0.6028122305870056,0.002439439296722412,-0.27589866518974304,0.1,0.16,0.28,True,BOTH_PASS
031e9abf5b0b90726f280844aa37ad56bb499147525c51ad472a798ce1bbb37e,0,conv-49,192,d2b1a24fb396afa1381b3aa2bacb598f54f7284b1b70ec3ac1ece38dc49eb527,567aa711d2782a56042c8ac932d500b482247f6462a62eccfefa3a04052de54f,57,9,1.0,0,1,0.7745774388313293,0.7427743673324585,0.03180307149887085,0.5113299489021301,0.07200867682695389,0.08242911100387573,1,1,2,25,0.7745774388313293,0.7427743673324585,0.03180307149887085,12,3407,0.5935021638870239,0.09264861047267914,0.3123275935649872,8,0.3364623683715849,66.94615384615385,231,59,59,0,15981,15997,-16,19,3,21,7,14,0.24210526315789474,36,36,9839,9855,0.6052793466438682,0.5446193203077478,0.5855911440319486,0.4861761008699735,0.48375272780508544,0.5015584071773794,0.5617742538452148,0.3664976954460144,0.5628954768180847,0.6333054304122925,-0.001121222972869873,-0.2668077349662781,0.3,0.28,0.38,True,BOTH_PASS
0354daf05e98d7b799c97d48284e0306df31de51a95354cbebfb8641b235e260,0,conv-43,125,3e15e71f4bc764b73b32c22b692cd39ef7dc4c8a58457edb304b354c75e90cb3,57658bb393a8b2fcbd23527c55168809b2e563975392d213ea5680dea0153bc6,47,9,1.0,0,1,0.6698366403579712,0.6650708913803101,0.004765748977661133,0.4284595251083374,0.07408557832241058,0.09916496276855469,2,2,2,29,0.6698366403579712,0.6061104536056519,0.06372618675231934,19,5428,0.4651792049407959,0.08948231488466263,0.3001432418823242,5,0.20972821971538036,105.16905444126074,294,69,63,6,16000,15996,4,0,4,24,5,19,0.1282051282051282,54,48,12336,12332,0.5360726023065872,0.4497847400960468,0.5263464859238377,0.4118779022246599,0.4019406181360994,0.42376204199724266,0.490357905626297,0.3059510886669159,0.49584779143333435,0.5930326581001282,-0.0054898858070373535,-0.2870815694332123,0.3,0.16,0.2,True,BOTH_PASS
035eebb0820c262432d439f88a9d1990f1f5f0a83b96ea995d3c537e606decb5,0,conv-43,29,1f0e8499debf975e1dcab5c8777e7f0c6f3d0a5ab80d3a8d9140a7abd92677d7,c289e06dab8d86be680a32b9997c1754a27fda4ebd7f587a70b7c682fc34e8fb,100,19,1.0,0,1,0.672532320022583,0.6035216450691223,0.0690106749534607,0.287563294172287,0.09110910445451736,0.1394447386264801,1,1,1,29,0.672532320022583,0.6035216450691223,0.0690106749534607,8,2049,0.3220091164112091,0.14170952141284943,0.4992999732494354,2,0.1282473834365497,108.9054441260745,334,52,63,-11,15994,15993,1,6,7,23,6,17,0.12745098039215685,39,50,11639,11638,0.4427329863493259,0.3009011595258637,0.4306329977818025,0.25458689346909524,0.26039551903402763,0.2846252146613348,0.3357335031032562,0.11256905645132065,0.38987720012664795,0.4908411204814911,-0.054143697023391724,-0.37827206403017044,0.1,0.16,0.16,True,BOTH_PASS
0382674616e304910974170e1a2627c9cfb52b009bee3f942bffd365eaf87899,0,conv-49,67,16b027380a53c96cd05fe18459d2cc0eedb6db17cad92052c532ccc65e0b5ae7,315ae10fc4f537d83cb061c0728ea57178b4a3be893c20078892098a8b0ba440,59,12,1.0,0,1,0.7533774375915527,0.7412254214286804,0.012152016162872314,0.557414710521698,0.07947077602148056,0.1048540472984314,1,3,7,25,0.7533774375915527,0.7412254214286804,0.012152016162872314,8,1883,0.6538008451461792,0.07195685803890228,0.24064350128173828,6,0.25385677287225433,74.7,218,80,67,13,15995,15987,8,5,13,23,8,15,0.2672413793103448,49,36,9479,9471,0.6483172252774239,0.5842552127233193,0.6392244076242253,0.5167143667737643,0.5170135721564293,0.548097003926885,0.602125883102417,0.3737396001815796,0.6066672205924988,0.6916149258613586,-0.004541337490081787,-0.31787532567977905,0.3,0.32,0.4,True,BOTH_PASS
03bd9ec6cb846beeadec1f7fb20d7afc7ab6d994a61e295d9be85963865235a8,0,conv-30,20,fbe6883cf3ffb53334ceba4351b1e137e1632e65a65dc7b4db5428b19caf9647,1d7387f8fb4024d076d9a4e87c90592560bc074a77ef63458dd7e983c1d9a266,53,9,1.0,0,1,0.7468979954719543,0.7213155031204224,0.025582492351531982,0.44413310289382935,0.07226929813623428,0.08442637324333191,1,2,2,19,0.7468979954719543,0.7213155031204224,0.025582492351531982,11,2515,0.4584590792655945,0.11531616747379303,0.4698222875595093,7,0.20910088494253423,56.170212765957444,184,68,62,6,15979,15965,14,21,35,19,7,12,0.2621359223300971,41,35,9315,9301,0.5144798497066778,0.465137091855849,0.49741164285962175,0.4070784934929439,0.4042699933052063,0.4337978514413985,0.4277135729789734,0.27707570791244507,0.46344804763793945,0.5657176971435547,-0.035734474658966064,-0.2886419892311096,0.1,0.2,0.32,True,BOTH_PASS
0424dd69e9b503ad68200c6e6b4c9e5b14d80e66a53e397ada8f68b9a72cfd81,0,conv-26,144,8c0fd8fc0e8b1fba94e133327c20c22ade8bd479d085ef3aea0bbc655d4382ea,856568ebfb97b6be0db281ca2b7168111518e03c1c0e5bb15d1254c7bf7f0e3b,42,8,1.0,0,1,0.7141842842102051,0.7105783820152283,0.0036059021949768066,0.4097864031791687,0.08135877549648285,0.10495629906654358,2,2,3,19,0.7141842842102051,0.5729209184646606,0.14126336574554443,12,2940,0.5474915504455566,0.1042068749666214,0.30904078483581543,3,0.22311271047586895,62.429906542056074,186,65,60,5,15944,15977,-33,56,23,19,6,13,0.25,40,35,9982,10015,0.5039779663085937,0.44737033247947694,0.48368571475148203,0.3837451636791229,0.36869616536486066,0.3951433539003521,0.4496099352836609,0.2718149423599243,0.4497509002685547,0.5580571889877319,-0.00014096498489379883,-0.2862422466278076,0.5,0.32,0.34,True,BOTH_PASS
0440b8e8a1b80dd311d846512b5f9a530bb6c42a95acf4a538b8e65f2863e513,0,conv-43,13,0b50c20a8f4ed0fa0e8133233f55eccc904e1c890330a404d584ccc55227d102,9cd92756cfbac5ab41565c79ac0a47f7e8e9586dd5f97aa0ff4bc9d59d700517,35,7,1.0,0,1,0.7004184126853943,0.6505688428878784,0.04984956979751587,0.3789515495300293,0.0740932822227478,0.09995642304420471,1,1,2,29,0.7004184126853943,0.6505688428878784,0.04984956979751587,15,3627,0.3526986241340637,0.10940670967102051,0.46366026997566223,9,0.1645808835008202,106.26361031518624,344,78,68,10,15986,15972,14,14,28,25,7,18,0.1774193548387097,56,46,12116,12102,0.48105459755811936,0.40245331166421666,0.47195951268076897,0.3537891150816627,0.3495639650584147,0.37326429874447314,0.3465728759765625,0.23675814270973206,0.4341731369495392,0.5688723921775818,-0.08760026097297668,-0.33211424946784973,0.1,0.12,0.14,True,BOTH_FAIL
0459226021c3088282ea5458f1d6fe5299786c745ee6c048815e9fa9541cb9ec,0,conv-50,179,82e5682ebf47a5d94b3718ea860a1668f871d9552c284672e96d5fcb7a5142cd,271e6028664a55099b19c5dee7c71e52d58577a2a4cc3edbe8e2f55c000717e3,61,12,1.0,5,1,0.5968044996261597,0.575973391532898,0.02083110809326172,0.4044565260410309,0.07308100908994675,0.08917808532714844,1,2,3,30,0.5968044996261597,0.575973391532898,0.02083110809326172,5,1429,0.4723975658416748,0.08693160861730576,0.2610585689544678,3,0.35313093692991965,76.82876712328768,249,62,57,5,15994,15972,22,6,28,24,7,17,0.16666666666666666,45,40,12002,11980,0.49791432820981546,0.4227341690607238,0.4897821578714583,0.38163390979170797,0.3792635653329932,0.4000232371878117,0.4521070122718811,0.24635040760040283,0.4672284424304962,0.5157344341278076,-0.015121430158615112,-0.2693840265274048,0.3,0.4,0.28,True,BOTH_PASS
04925dd886a9c9dde6fc84d05f3de6ce08e1608a03c2a980a3b5a48754226f74,0,conv-44,106,9eca382815eaf7a5ed20c1be40a68cdb04a7b9caac56082032c74f67e982ce5f,6a4b62a4806e3f32ec041498df98e34792742da88ea37813cf346fbcfa338314,44,8,1.0,0,1,0.6242994070053101,0.6049565076828003,0.019342899322509766,0.4457377791404724,0.062567338347435,0.07429113984107971,1,2,2,28,0.6242994070053101,0.6049565076828003,0.019342899322509766,14,3918,0.4311104714870453,0.07454165071249008,0.3108924329280853,1,0.39171396498426525,86.99125364431487,330,70,68,2,15993,15984,9,7,16,24,8,16,0.23214285714285715,44,42,10597,10588,0.5276057192257473,0.476458794930402,0.5212652344595302,0.4381540006115323,0.42474602026380465,0.4381413302638314,0.501647412776947,0.31340697407722473,0.5032511353492737,0.565298855304718,-0.0016037225723266602,-0.2518918812274933,0.1,0.16,0.32,True,BOTH_PASS
