arm,turn,expected_domain,episode_id,episode_domain,similarity_score,domain_match
L,750,structural,05828849-22e6-49f8-8e11-04f8a20ca4a7,geophysics,0.5040484666824341,False
L,751,linguistics,477dbe81-4b31-4927-b128-bf386d092be2,linguistics,0.6505240201950073,True
L,751,linguistics,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5462268590927124,False
L,751,linguistics,056752ed-a225-41f1-8039-38f2a1984488,linguistics,0.5452170372009277,True
L,751,linguistics,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5379873514175415,False
L,751,linguistics,fe9edeaf-f9ba-407d-a658-f315f7234985,archives,0.5110542178153992,False
L,751,linguistics,e2420998-2f87-4660-bd81-6c9c40a629cf,ecology,0.5064764618873596,False
L,987,structural,52555c3d-8ee7-4e4b-a0e1-17a08eab57b5,probe,0.6546584963798523,False
L,987,structural,75073651-265d-4214-8859-ab7a61ad93e2,probe,0.6546584963798523,False
L,987,structural,d7202958-1df3-4461-bffe-89a2688e94a5,probe,0.6546584963798523,False
L,987,structural,db0bbee8-9f69-472a-b501-788538a48be2,structural,0.5817657709121704,True
L,987,structural,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5731752514839172,False
L,987,structural,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5549266934394836,False
L,987,structural,e2420998-2f87-4660-bd81-6c9c40a629cf,ecology,0.537092387676239,False
L,987,structural,c9076b64-d299-4ed0-8815-9d124a238b00,monetary,0.5345460176467896,False
L,987,structural,f189baa7-03de-4746-a95c-50f06f2a70c4,robotics,0.5316118001937866,False
L,987,structural,20024f9e-1979-4b02-a80b-b233692bc19e,geophysics,0.5227319598197937,False
L,987,structural,484dd84e-3c76-4e0a-8eb6-299c55985dd2,monetary,0.5197335481643677,False
L,987,structural,2a78ca3f-a4c5-4cba-9e2c-b1911bc3eedd,archives,0.5149223804473877,False
L,987,structural,05828849-22e6-49f8-8e11-04f8a20ca4a7,geophysics,0.5040484666824341,False
L,988,epidemiology,210f3544-79a6-4990-a96f-0c3e9645e835,epidemiology,0.5944604873657227,True
L,988,epidemiology,d4ac9c65-3cc0-4bef-bf4a-0e533ceb4446,epidemiology,0.5811341404914856,True
L,988,epidemiology,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5735376477241516,False
L,988,epidemiology,1c9faadb-0ec1-42e9-b9df-6921460dd02b,epidemiology,0.5614359974861145,True
L,988,epidemiology,20496b31-69a2-434e-8236-91710edadcac,epidemiology,0.5614359974861145,True
L,988,epidemiology,2342c3d6-54fb-429e-a0ea-5994736f07a2,epidemiology,0.5614359974861145,True
L,988,epidemiology,75081d4e-0bc5-404b-b54d-62f0f95a1d6f,epidemiology,0.5614359974861145,True
L,988,epidemiology,75d36520-8126-4675-98ce-7609f5e42dab,epidemiology,0.5614359974861145,True
L,988,epidemiology,927f7a60-4863-449e-9b3f-a13db7d4103c,epidemiology,0.5614359974861145,True
L,988,epidemiology,a991a07a-1534-4005-bd99-7c7b8d7d0db2,epidemiology,0.5614359974861145,True
L,988,epidemiology,c6d516d3-4ec1-4d35-986a-aba430fb6f34,epidemiology,0.5614359974861145,True
L,988,epidemiology,d31ece06-4edb-4f9f-bfd8-05f102a08a92,epidemiology,0.5614359974861145,True
L,988,epidemiology,dee8a181-c20b-4441-b960-65f4641acfb8,epidemiology,0.5614359974861145,True
L,988,epidemiology,484dd84e-3c76-4e0a-8eb6-299c55985dd2,monetary,0.527970552444458,False
L,988,epidemiology,b5f359ac-ea0f-4a23-91df-67918666ada8,epidemiology,0.5245859622955322,True
L,988,epidemiology,79796582-a08a-4513-8079-c6751775a88a,probe,0.5205851197242737,False
L,988,epidemiology,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5148066878318787,False
L,988,epidemiology,c9076b64-d299-4ed0-8815-9d124a238b00,monetary,0.5014223456382751,False
L,989,archives,79796582-a08a-4513-8079-c6751775a88a,probe,0.5963968634605408,False
L,989,archives,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5775079727172852,False
L,989,archives,2a78ca3f-a4c5-4cba-9e2c-b1911bc3eedd,archives,0.5672425031661987,True
L,989,archives,9e2839d6-8e58-4cd1-93fa-0c8142aa7c99,conservation,0.5564548373222351,False
L,989,archives,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5543394684791565,False
L,989,archives,20024f9e-1979-4b02-a80b-b233692bc19e,geophysics,0.5503532886505127,False
L,989,archives,fe9edeaf-f9ba-407d-a658-f315f7234985,archives,0.5438528060913086,True
L,989,archives,c9076b64-d299-4ed0-8815-9d124a238b00,monetary,0.5422974824905396,False
L,989,archives,e2420998-2f87-4660-bd81-6c9c40a629cf,ecology,0.5360684990882874,False
L,989,archives,f189baa7-03de-4746-a95c-50f06f2a70c4,robotics,0.5347934365272522,False
L,989,archives,383d5409-f044-4c90-bd74-94371aab5ab5,cryptography,0.533560037612915,False
L,989,archives,210f3544-79a6-4990-a96f-0c3e9645e835,epidemiology,0.5311921834945679,False
L,989,archives,484dd84e-3c76-4e0a-8eb6-299c55985dd2,monetary,0.5267285108566284,False
L,989,archives,4b701ba3-0a46-4bf9-b935-911914e0a123,astronomy,0.5191508531570435,False
L,989,archives,6832531a-a4d5-430b-8c88-b17d1908f1c0,conservation,0.5182639360427856,False
L,989,archives,db0bbee8-9f69-472a-b501-788538a48be2,structural,0.5013530254364014,False
L,990,battery,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.8014581799507141,False
L,990,battery,d6ca3adf-502a-4807-9ecc-1c25f81f1447,battery,0.6633214950561523,True
L,990,battery,39f3b8de-d344-4a52-a642-fb1257acb2bc,battery,0.583344578742981,True
L,990,battery,383d5409-f044-4c90-bd74-94371aab5ab5,cryptography,0.5338551998138428,False
L,990,battery,2a78ca3f-a4c5-4cba-9e2c-b1911bc3eedd,archives,0.5156798958778381,False
L,990,battery,484dd84e-3c76-4e0a-8eb6-299c55985dd2,monetary,0.5147953629493713,False
L,990,battery,c9076b64-d299-4ed0-8815-9d124a238b00,monetary,0.51186203956604,False
L,990,battery,03454e03-d74d-4fd2-a3fc-b3ec5d420b73,battery,0.5044634938240051,True
L,990,battery,4917456f-4865-420c-a63e-0804c712e2b7,battery,0.5044634938240051,True
L,990,battery,5262ea90-218f-4d84-8c76-1af30f89a028,battery,0.5044634938240051,True
L,990,battery,56d40bc2-9657-41cf-8b53-2eca4b7f9349,battery,0.5044634938240051,True
L,990,battery,7cf36288-b558-418a-b37c-e7044cba332f,battery,0.5044634938240051,True
L,990,battery,99c1ec2a-1670-4fef-9021-33393480ddcf,battery,0.5044634938240051,True
L,990,battery,a9809b2d-8f38-41f9-9537-f148bb31e7f0,battery,0.5044634938240051,True
L,990,battery,c2ae9b32-d6ca-4800-a2cc-524a380566b7,battery,0.5044634938240051,True
L,990,battery,df0a8336-54cd-47e6-a8df-9d9ca25084a5,battery,0.5044634938240051,True
L,990,battery,e81c82b7-ed93-4415-b34d-f7e5abcf0f4d,battery,0.5044634938240051,True
L,990,battery,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5041974186897278,False
L,990,battery,117636c5-10b1-4640-bc8a-ceac44d5f285,battery,0.5026962161064148,True
L,990,battery,24a5080a-605b-458c-a583-346997f32f71,battery,0.5026962161064148,True
L,990,battery,3168c2cd-e318-42ab-a6cb-4dbac7f6a945,battery,0.5026962161064148,True
L,990,battery,32e2c800-6caa-45d5-9f31-1dc6c2f4a3df,battery,0.5026962161064148,True
L,990,battery,41799cdb-f546-450d-9925-473f96285935,battery,0.5026962161064148,True
L,990,battery,772bb67b-9ba6-4919-aa05-0a6465570bde,battery,0.5026962161064148,True
L,990,battery,9abd35b2-2228-473a-afa2-19be93debe85,battery,0.5026962161064148,True
L,990,battery,a6a46e7f-3d26-4727-96ff-306ad62d69f2,battery,0.5026962161064148,True
L,990,battery,abba654d-3058-496a-9842-4300f7a261ba,battery,0.5026962161064148,True
L,990,battery,fc83770c-4d22-43a9-913e-e9fa7ec9915b,battery,0.5026962161064148,True
L,991,monetary,484dd84e-3c76-4e0a-8eb6-299c55985dd2,monetary,0.632597029209137,True
L,991,monetary,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5609915256500244,False
L,991,monetary,c9076b64-d299-4ed0-8815-9d124a238b00,monetary,0.5579761862754822,True
L,991,monetary,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5567405819892883,False
L,991,monetary,1bf39503-e56c-48e4-9a8e-da3eb0ef0bd1,probe,0.5269014835357666,False
L,991,monetary,2a78ca3f-a4c5-4cba-9e2c-b1911bc3eedd,archives,0.5122520923614502,False
L,991,monetary,b82638f9-81e0-41bc-ba95-b05001a5669c,probe,0.5082576870918274,False
L,992,astronomy,b6db032a-eed5-4d78-9e31-d60195bb534b,astronomy,0.5963530540466309,True
L,992,astronomy,4b701ba3-0a46-4bf9-b935-911914e0a123,astronomy,0.5598465204238892,True
L,992,astronomy,79796582-a08a-4513-8079-c6751775a88a,probe,0.5505310893058777,False
L,992,astronomy,1bf39503-e56c-48e4-9a8e-da3eb0ef0bd1,probe,0.5486548542976379,False
L,992,astronomy,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5431004166603088,False
L,992,astronomy,0c1dfd41-977c-453e-8f3b-1e5278f9b8aa,astronomy,0.5426840782165527,True
L,992,astronomy,142e36b1-2c8b-442b-b6bb-7300c60df7af,astronomy,0.5426840782165527,True
L,992,astronomy,554ebd3c-923c-4064-992a-69e9b35bd7e2,astronomy,0.5426840782165527,True
L,992,astronomy,8075c9d4-1189-4bd7-895d-586c03e378f1,astronomy,0.5426840782165527,True
L,992,astronomy,836ebe98-6ffc-4773-8582-dba1a745e302,astronomy,0.5426840782165527,True
L,992,astronomy,bcb2dcb4-a708-41e6-bc8b-e1baf2fa6f46,astronomy,0.5426840782165527,True
L,992,astronomy,cc496f9f-1fcb-40c8-b94d-3623868c1720,astronomy,0.5426840782165527,True
L,992,astronomy,d8ea2742-050d-4f79-97a6-55f7ad4226d4,astronomy,0.5426840782165527,True
L,992,astronomy,dcbe1f49-733a-4815-9405-0c0715ea2283,astronomy,0.5426840782165527,True
L,992,astronomy,fd7582f4-08bf-4fee-8dd3-3c12a7e7f450,astronomy,0.5426840782165527,True
L,992,astronomy,f189baa7-03de-4746-a95c-50f06f2a70c4,robotics,0.5389799475669861,False
L,992,astronomy,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5252860188484192,False
L,992,astronomy,20024f9e-1979-4b02-a80b-b233692bc19e,geophysics,0.5110085010528564,False
L,992,astronomy,0839a207-cd28-430d-8ae2-fc14e8e27683,astronomy,0.5068173408508301,True
L,992,astronomy,0d3ae826-cc5d-4fcf-9260-3a55c9de408f,astronomy,0.5068173408508301,True
L,992,astronomy,2ca30f75-6122-4377-a2cb-1e0aa10f49d5,astronomy,0.5068173408508301,True
L,992,astronomy,374764a1-37fa-4a32-b176-f8f5574103dc,astronomy,0.5068173408508301,True
L,992,astronomy,4436faa6-6873-4a9f-b741-38d5774f5051,astronomy,0.5068173408508301,True
L,992,astronomy,4c88011c-3571-4456-bcf0-2a2ec07dee21,astronomy,0.5068173408508301,True
L,992,astronomy,7ed0fedc-4d26-4522-80e1-f08499dd00f6,astronomy,0.5068173408508301,True
L,992,astronomy,a7454e83-9359-45e9-9e4b-18d988a68c29,astronomy,0.5068173408508301,True
L,992,astronomy,da93ab22-d19d-406c-acc0-46b94349073a,astronomy,0.5068173408508301,True
L,992,astronomy,9e2839d6-8e58-4cd1-93fa-0c8142aa7c99,conservation,0.5038509964942932,False
L,992,astronomy,b82638f9-81e0-41bc-ba95-b05001a5669c,probe,0.5012956857681274,False
L,993,ecology,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.7804834246635437,False
L,993,ecology,ccd86dd4-943f-413c-97a9-859dd66d31fa,ecology,0.6339496970176697,True
L,993,ecology,e2420998-2f87-4660-bd81-6c9c40a629cf,ecology,0.5725051760673523,True
L,993,ecology,cea4fdbf-a27d-4c39-b872-b2c617f2f1ab,probe,0.5648822784423828,False
L,993,ecology,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5460057854652405,False
L,993,ecology,1bf39503-e56c-48e4-9a8e-da3eb0ef0bd1,probe,0.5244594216346741,False
L,993,ecology,484dd84e-3c76-4e0a-8eb6-299c55985dd2,monetary,0.5206647515296936,False
L,993,ecology,9fc21747-0d6e-409f-a434-7bb4534ac0b3,ecology,0.5198516845703125,True
L,993,ecology,20024f9e-1979-4b02-a80b-b233692bc19e,geophysics,0.518668532371521,False
L,993,ecology,49f8b129-ad71-4bd5-816e-5d445afe2b1e,ecology,0.5036240816116333,True
L,993,ecology,539fae92-cb99-474b-9eef-3b9bad970707,ecology,0.5036240816116333,True
L,993,ecology,63c1c918-4da6-42d1-abeb-e239ee3d0637,ecology,0.5036240816116333,True
L,993,ecology,7b400c35-4549-426b-ba91-45c0222d454d,ecology,0.5036240816116333,True
L,993,ecology,94640e5d-945f-466d-89ba-f94ed4d65f3f,ecology,0.5036240816116333,True
L,993,ecology,b4817e63-7a27-4dcb-8e51-e3fba34452bb,ecology,0.5036240816116333,True
L,993,ecology,bf3d5dca-849d-4065-ba36-48f1e7d3655f,ecology,0.5036240816116333,True
L,993,ecology,bf3eaac2-e59c-4782-b0f1-866a5f0ff45b,ecology,0.5036240816116333,True
L,993,ecology,d25579f3-f3c6-4f0c-b1e4-c880ef8b14ea,ecology,0.5036240816116333,True
L,993,ecology,fcc3fbd1-4614-48cf-b32b-5f8f4e7aeb37,ecology,0.5036240816116333,True
L,994,cryptography,ff8a5987-d933-4bf1-aaae-c2250d505e72,cryptography,0.6651962995529175,True
L,994,cryptography,383d5409-f044-4c90-bd74-94371aab5ab5,cryptography,0.5917305946350098,True
L,994,cryptography,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5542342662811279,False
L,994,cryptography,cea4fdbf-a27d-4c39-b872-b2c617f2f1ab,probe,0.5195971131324768,False
L,994,cryptography,0aef3c91-1a86-41b5-99ec-28e7e1ce41b9,cryptography,0.5115601420402527,True
L,994,cryptography,358e5c46-a80b-4e55-bcd1-c5434fe0ddd5,cryptography,0.5115601420402527,True
L,994,cryptography,40498582-e94c-4ee2-8ba6-8f2b10dd9631,cryptography,0.5115601420402527,True
L,994,cryptography,9a46968b-4f4e-4787-90e3-e7b3e6a1144b,cryptography,0.5115601420402527,True
L,994,cryptography,d5f9da24-1655-43c0-a749-fa6cd235cc98,cryptography,0.5115601420402527,True
L,994,cryptography,dbcc4995-8df2-48ed-a0f8-8fdb5c49cd98,cryptography,0.5115601420402527,True
L,994,cryptography,e513dc95-9920-4924-81c7-772336d0310d,cryptography,0.5115601420402527,True
L,994,cryptography,f409b2eb-eecd-4d05-9d8a-c0a7d027483d,cryptography,0.5115601420402527,True
L,994,cryptography,fa411fe4-b2c1-4cc2-bab8-a169891ca8a4,cryptography,0.5115601420402527,True
L,994,cryptography,002d5c8f-77ec-4275-b72c-a48b18186a62,cryptography,0.510262668132782,True
L,994,cryptography,42bc143a-fe55-472c-828d-70c61751a578,cryptography,0.510262668132782,True
L,994,cryptography,516a05f1-e7b7-4c9b-8f63-243510a679b5,cryptography,0.510262668132782,True
L,994,cryptography,53c05428-77b8-4f95-b128-030ca3da6d41,cryptography,0.510262668132782,True
L,994,cryptography,8b434961-8357-4073-b673-d4a7d0697fc4,cryptography,0.510262668132782,True
L,994,cryptography,9b8d37f7-b4ea-44c9-b08e-2befdf4adab7,cryptography,0.510262668132782,True
L,994,cryptography,ae44a1b1-1e4a-4b5b-a482-5f09716a1a0b,cryptography,0.510262668132782,True
L,994,cryptography,cf8be176-35f4-47ab-b9d4-1c028261c0e5,cryptography,0.510262668132782,True
L,994,cryptography,d418dcce-a806-4fca-8a52-def1ccc81f9b,cryptography,0.510262668132782,True
L,994,cryptography,eaadf6a6-cae8-4e5b-92bd-688d7d8a244a,cryptography,0.510262668132782,True
L,994,cryptography,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5070351362228394,False
L,994,cryptography,210f3544-79a6-4990-a96f-0c3e9645e835,epidemiology,0.502760112285614,False
L,994,cryptography,c9076b64-d299-4ed0-8815-9d124a238b00,monetary,0.5027534365653992,False
L,994,cryptography,1bf39503-e56c-48e4-9a8e-da3eb0ef0bd1,probe,0.5008456110954285,False
L,995,geophysics,05828849-22e6-49f8-8e11-04f8a20ca4a7,geophysics,0.6934574842453003,True
L,995,geophysics,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.6475632786750793,False
L,995,geophysics,0da424d7-08e3-457a-8aca-462a1c5938f3,probe,0.5902554392814636,False
L,995,geophysics,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5761072635650635,False
L,995,geophysics,ccd86dd4-943f-413c-97a9-859dd66d31fa,ecology,0.5628365278244019,False
L,995,geophysics,868c2196-44a7-422a-bcbd-86989e18617e,probe,0.560081958770752,False
L,995,geophysics,1bf39503-e56c-48e4-9a8e-da3eb0ef0bd1,probe,0.5594824552536011,False
L,995,geophysics,cea4fdbf-a27d-4c39-b872-b2c617f2f1ab,probe,0.5552796721458435,False
L,995,geophysics,e2420998-2f87-4660-bd81-6c9c40a629cf,ecology,0.5474611520767212,False
L,995,geophysics,79796582-a08a-4513-8079-c6751775a88a,probe,0.5401983857154846,False
L,995,geophysics,4b701ba3-0a46-4bf9-b935-911914e0a123,astronomy,0.5365321040153503,False
L,995,geophysics,20024f9e-1979-4b02-a80b-b233692bc19e,geophysics,0.5287887454032898,True
L,995,geophysics,484dd84e-3c76-4e0a-8eb6-299c55985dd2,monetary,0.5234524011611938,False
L,995,geophysics,f1e06cd4-f7ec-415a-8298-4a6bf7e73ada,probe,0.5185785293579102,False
L,996,linguistics,79796582-a08a-4513-8079-c6751775a88a,probe,0.7864096164703369,False
L,996,linguistics,477dbe81-4b31-4927-b128-bf386d092be2,linguistics,0.6505240201950073,True
L,996,linguistics,b82638f9-81e0-41bc-ba95-b05001a5669c,probe,0.5868268609046936,False
L,996,linguistics,1bf39503-e56c-48e4-9a8e-da3eb0ef0bd1,probe,0.5554869174957275,False
L,996,linguistics,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5462268590927124,False
L,996,linguistics,056752ed-a225-41f1-8039-38f2a1984488,linguistics,0.5452170372009277,True
L,996,linguistics,077517ca-de44-4fe9-9d8d-95fa3370a32b,linguistics,0.5452170372009277,True
L,996,linguistics,1ff097c4-2984-45ff-a482-c8300ade6a5e,linguistics,0.5452170372009277,True
L,996,linguistics,3df6dd00-b3fb-4e34-87e5-bf67cbffb55a,linguistics,0.5452170372009277,True
L,996,linguistics,4439a2b3-e69f-48d5-9eb2-fb344c7844f3,linguistics,0.5452170372009277,True
L,996,linguistics,abe84a10-40ea-4974-b9c1-f659dc73d5e1,linguistics,0.5452170372009277,True
L,996,linguistics,ce5e335f-8ec1-4c47-b9b8-a7328c5819f0,linguistics,0.5452170372009277,True
L,996,linguistics,e1e3d7f8-21b4-4e06-a431-17328751558e,linguistics,0.5452170372009277,True
L,996,linguistics,e57a3d66-f320-4215-9402-6b294a15d594,linguistics,0.5452170372009277,True
L,996,linguistics,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5379873514175415,False
L,996,linguistics,cea4fdbf-a27d-4c39-b872-b2c617f2f1ab,probe,0.5143136978149414,False
L,996,linguistics,fe9edeaf-f9ba-407d-a658-f315f7234985,archives,0.5110542178153992,False
L,996,linguistics,e2420998-2f87-4660-bd81-6c9c40a629cf,ecology,0.5064764618873596,False
L,996,linguistics,639f5ae1-5ba9-4801-b3c3-8eb8bdde3619,linguistics,0.5042648911476135,True
L,996,linguistics,631186ec-0ba8-45ce-8817-cbeabd59164d,probe,0.5042555928230286,False
L,996,linguistics,5e197fc9-b14b-459c-9efb-8689704a7bad,linguistics,0.5026315450668335,True
L,997,robotics,a5bcd495-3211-48b9-8dbf-2764058ea01c,robotics,0.611363410949707,True
L,997,robotics,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.571503758430481,False
L,997,robotics,f189baa7-03de-4746-a95c-50f06f2a70c4,robotics,0.5475797057151794,True
L,997,robotics,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5248613357543945,False
L,998,conservation,2802b537-f9a1-4c20-8e0a-f195b4a0208e,probe,0.5602983236312866,False
L,998,conservation,9e2839d6-8e58-4cd1-93fa-0c8142aa7c99,conservation,0.5577130913734436,True
L,998,conservation,cea4fdbf-a27d-4c39-b872-b2c617f2f1ab,probe,0.5537755489349365,False
L,998,conservation,f2efe5e8-8edf-4f3f-aa15-5144cd57229d,probe,0.5490860342979431,False
L,998,conservation,484dd84e-3c76-4e0a-8eb6-299c55985dd2,monetary,0.5363669395446777,False
L,998,conservation,2a78ca3f-a4c5-4cba-9e2c-b1911bc3eedd,archives,0.5350562334060669,False
L,998,conservation,c9076b64-d299-4ed0-8815-9d124a238b00,monetary,0.5345710515975952,False
L,998,conservation,e2420998-2f87-4660-bd81-6c9c40a629cf,ecology,0.5334169864654541,False
L,998,conservation,20024f9e-1979-4b02-a80b-b233692bc19e,geophysics,0.5295828580856323,False
L,998,conservation,6832531a-a4d5-430b-8c88-b17d1908f1c0,conservation,0.5245969891548157,True
L,998,conservation,f189baa7-03de-4746-a95c-50f06f2a70c4,robotics,0.520054042339325,False
L,998,conservation,f1e06cd4-f7ec-415a-8298-4a6bf7e73ada,probe,0.5175521373748779,False
L,998,conservation,210f3544-79a6-4990-a96f-0c3e9645e835,epidemiology,0.5141887664794922,False
L,998,conservation,0024ef99-f140-44c5-87f7-137c25fba3f2,conservation,0.5082614421844482,True
L,998,conservation,62c02c0c-5824-4971-aadd-ac918a825013,conservation,0.5082614421844482,True
L,998,conservation,85ab44f2-9cb0-41ad-b22d-f0ee8d7e49e9,conservation,0.5082614421844482,True
L,998,conservation,aada219e-eaab-4391-a870-6029506847f8,conservation,0.5082614421844482,True
L,998,conservation,b2015d3b-5ef3-43c1-b6bc-d7836af92510,conservation,0.5082614421844482,True
L,998,conservation,bb1c82d5-06b5-4254-8745-d48340db6ea8,conservation,0.5082614421844482,True
L,998,conservation,d45d6d7e-dcd9-4ad2-9dc8-3bcf7b148979,conservation,0.5082614421844482,True
L,998,conservation,d8497dc4-746b-4b6a-b9b5-3e6b33f8de33,conservation,0.5082614421844482,True
L,998,conservation,fef70eca-d2ad-4c0d-a374-a4f8b25ec7d3,conservation,0.5082614421844482,True
L,998,conservation,db0bbee8-9f69-472a-b501-788538a48be2,structural,0.50323086977005,False
L,998,conservation,b82638f9-81e0-41bc-ba95-b05001a5669c,probe,0.5022619366645813,False
S,250,structural,1eeeb3d4-a4b0-4bf7-88d9-332b94bc5e1f,structural,0.5817657709121704,True
S,250,structural,b7b19c50-681b-478e-8ea8-66b05f0ca74b,archives,0.5149223804473877,False
S,251,battery,b7b19c50-681b-478e-8ea8-66b05f0ca74b,archives,0.5156798958778381,False
S,251,battery,abd04e23-e0b7-4d2c-adb7-1ca36c6b5ec1,battery,0.6633214950561523,True
S,500,structural,1eeeb3d4-a4b0-4bf7-88d9-332b94bc5e1f,structural,0.5817657709121704,True
S,500,structural,b7b19c50-681b-478e-8ea8-66b05f0ca74b,archives,0.5149223804473877,False
S,500,structural,cf32aa11-13a4-42fb-8e54-0e47e0d39c94,probe,0.6546584963798523,False
S,500,structural,90a354de-0a02-49d3-9818-5b1c0f434c49,probe,0.5549266934394836,False
S,500,structural,630c0266-832c-4303-87fe-c243374987a4,monetary,0.5197335481643677,False
S,500,structural,4ecd0763-ce3d-4451-af7f-a9a2cfcc89ea,monetary,0.5345460176467896,False
S,501,ecology,90a354de-0a02-49d3-9818-5b1c0f434c49,probe,0.5460057854652405,False
S,501,ecology,630c0266-832c-4303-87fe-c243374987a4,monetary,0.5206647515296936,False
S,501,ecology,1f8cfd3d-1c96-4e25-90cd-fa00b90f0720,ecology,0.6339496970176697,True
S,750,structural,1eeeb3d4-a4b0-4bf7-88d9-332b94bc5e1f,structural,0.5817657709121704,True
S,750,structural,b7b19c50-681b-478e-8ea8-66b05f0ca74b,archives,0.5149223804473877,False
S,750,structural,cf32aa11-13a4-42fb-8e54-0e47e0d39c94,probe,0.6546584963798523,False
S,750,structural,90a354de-0a02-49d3-9818-5b1c0f434c49,probe,0.5549266934394836,False
S,750,structural,630c0266-832c-4303-87fe-c243374987a4,monetary,0.5197335481643677,False
S,750,structural,4ecd0763-ce3d-4451-af7f-a9a2cfcc89ea,monetary,0.5345460176467896,False
S,750,structural,afe5d585-b290-47eb-9cbf-c36fb734deb1,probe,0.6546584963798523,False
S,750,structural,2ff4d036-7216-44db-823b-60cf0090cd55,probe,0.5731752514839172,False
S,750,structural,0048f0c8-6246-4555-9608-31774c9baaf1,ecology,0.537092387676239,False
S,750,structural,d72a3f82-82b6-46a6-8b56-253195348a4d,geophysics,0.5040484666824341,False
S,750,structural,81fa199d-26d1-42e0-963c-5e65d6390b27,geophysics,0.5227319598197937,False
S,751,linguistics,e6846e81-9c76-4647-8599-83cfca0864bb,archives,0.5110542178153992,False
