question_id,sample_id,category,direction,evidence_episodes,tiered_evidence_tiers,tiered_evidence_delivered,flat_evidence_delivered,flat_best_evidence_rank,flat_worst_evidence_rank,tiered_recency,tiered_k,tiered_coverage
defbf87718c39d745b8eb64bee56a468d9d6212f5ddd501bb5c38500a608e4ac,conv-41,2,loss,1,,0,1,1,1,32,18,0
190d7ceef48018a21395a1e9dae0b0eb0b009a9df899038c7eae7223557f00f0,conv-41,4,loss,1,,0,1,18,18,32,16,0
73dc27d967492533037784ea587ddba6841f0d639d7b5e409c8b524c7c680905,conv-41,4,loss,1,,0,1,3,3,32,15,0
c456233af3ac59ee17409dc0a2d55e26cbf460c0b646ad354d1692f6d74c5bff,conv-41,4,loss,1,,0,1,3,3,32,17,0
c999400bebd41b668faa6c0b86f43a7bc022aee773fc5b75173731a01ed379a5,conv-41,4,loss,1,,0,1,3,3,32,16,0
fa6d171e774db5f02bb24e1054b0bae761a2e1bda96f2550e382c6ec3f677c37,conv-41,4,loss,1,,0,1,1,1,32,16,0
e39619590c52e3edde97544e3bdd79e48ad166acf387110c0658f350d1c692cd,conv-41,4,loss,1,,0,1,1,1,32,16,0
26b8fee9bc82a4fa532b85ea3d8323b8fa42b0d5ddcdec10f430a0a072591001,conv-41,4,loss,1,,0,1,1,1,32,17,0
55182db2ad04e61ecc6cd0f3979e66b93865f94a17333ff0c8e5ed980785c2b4,conv-41,4,loss,1,,0,1,1,1,32,16,0
efd88595b29517e3b1c2d7400bb31442c5abef8727bbd934bb448bdfa44a595e,conv-41,4,loss,1,,0,1,1,1,32,18,0
58d85e4977b631800845043bce927d9012751c51d39e62521802a28e9a80a3db,conv-41,4,loss,1,,0,1,3,3,32,16,0
3d884027b11bb5693383321ad96a7223d78e1fe68c2be5a3e9daf30c97bc1ff4,conv-41,4,loss,1,,0,1,12,12,32,18,0
51a61d6ba9ea63725cba397d1854b772c98592406ce731e1f080534e7bf4d8fa,conv-41,4,loss,1,,0,1,1,1,32,16,0
4a7934decfbe4693843354b50d8dbd3395a6362f3e0d662986b491e915769e84,conv-41,4,loss,1,,0,1,3,3,32,16,0
0f6a656c4dd3a6d4c4aa74e40629357576ea65b5af802261f6b8069a05a870bf,conv-41,4,loss,1,,0,1,1,1,32,16,0
5be306aecff5ccc9b741c7e7c0dffc398351e3df3d221cd179c815ee2daac36a,conv-41,4,loss,1,,0,1,7,7,32,17,0
954a729e44a3de6ab20353a0bfd52a97d9a89029e0ada71346146f442b142c55,conv-41,4,loss,1,,0,1,1,1,32,17,0
7b74888385d4318f7cdd5fcf18fb27921ede95b137677aa6e4446d7934ca1dba,conv-41,4,loss,1,,0,1,2,2,32,18,0
b84295b60ece1edc0542fc349f3a67ca39a2e0b1d356bdc17a689377141f06ff,conv-41,4,loss,1,,0,1,4,4,32,16,0
ae828f6cfb3bf753e9d1f333795935d8056b1d7fc9908a14a9106751fb08bf18,conv-41,4,loss,1,,0,1,30,30,32,17,0
90d626053cf2bc0a67337fc7e441359538659b1e6d7cade9a19274e971a10ead,conv-41,4,loss,1,,0,1,4,4,32,17,0
bc76f5144509b3b0571b40f1851b25f4ac54d12bfface698d23a4e8c2fa658a5,conv-41,4,loss,1,,0,1,5,5,32,13,0
d92f9fbdcbf177c769957466731e88da32930795f9498bc4280fc1f75bd6f3d2,conv-41,4,loss,1,,0,1,1,1,32,15,0
455a52ad1b469fbf334c134723110e97df123f0560d5ea33f3d78a8eb58d6f72,conv-41,4,loss,1,,0,1,45,45,32,17,0
cf05ff64213e09272cd0e5b7cd6776c449f2965300d00f17a893e654f6319ff2,conv-41,4,loss,1,,0,1,30,30,32,17,0
74fbd599bce6be2c928b523e49470449db883a0c82d2f8450c1139bd5cc0898a,conv-41,4,loss,1,,0,1,3,3,32,18,0
84ef28a5108a343b3a3ff3bf27ab5b2deacad234e97573386015853d25b2f24f,conv-41,4,loss,1,,0,1,4,4,32,17,0
b7e90f46d89e8bccb1cce16cf45690c5a26c021ebc3373d54727e79bbfb93b75,conv-41,4,loss,1,,0,1,4,4,32,18,0
406164621957eae559dfe03d81c3b82784e7e33dafe24a2450952ea16d2881f1,conv-41,4,loss,1,,0,1,1,1,32,16,0
2210b772f786d52f146c4a8cf239de8716df204a78df574fa5e5bd38e8bf83ba,conv-41,4,loss,1,,0,1,3,3,32,15,0
1c5c0dd076e28e81101b18fef840034a172a3780a7010f61f51f6a03d08a282c,conv-41,4,loss,1,,0,1,8,8,32,16,0
604b382a0da45c11954c71fb40ddd4510228b7118e916d2cadbc736e07b5f35a,conv-41,4,loss,1,,0,1,1,1,32,16,0
d62bca93ff7c87776e395d7455366fbf1db749dce1ed2dfb3a723362caa27519,conv-41,4,loss,1,,0,1,3,3,32,15,0
bd6478ce3e8c00f635373de5654890be76bf0a5bb0c674eb38573ca3ebda2442,conv-41,4,loss,1,,0,1,1,1,32,15,0
844db0408d7aa28edc4c2b59d01a9db9cbe2987e0244fdba0f3c3e3d063680ed,conv-41,4,loss,1,,0,1,2,2,32,16,0
c7acb34275e7aa836fe52f2794afff19d0e499233d297c9367a4759d4ea78e4c,conv-41,4,loss,1,,0,1,1,1,32,16,0
956f0a351bdc18fea75fe7faafda94f1788d8bdaa9629ca1733c461ce1d6dc1a,conv-41,4,loss,1,,0,1,1,1,32,16,0
6985d96286902572e3266d9e8097b60dc94c50d9ab0a32301c39807b01d91962,conv-41,4,loss,1,,0,1,16,16,32,16,0
2b96ef9d564aba43af0eeb5f2c664eda7e5d8487058ba11b1530556bb3968726,conv-41,4,loss,1,,0,1,1,1,32,15,0
12ff873895417b2b8738f301446f00e2af219622d38e45861687a1590889bec0,conv-41,4,loss,1,,0,1,1,1,32,14,0
e072a917b5401119f3dc128050485a770577c7b50f931a33f29801f058595c52,conv-41,4,loss,1,,0,1,1,1,32,15,1
5ce987b031ceffbef4e82fe93d8d06b637164c5759c241b70c2bfd7918e3a326,conv-41,4,loss,1,,0,1,1,1,32,14,0
ef357ff73e1b22a58be8d9db6889567f79c19433b565ae18dc6bc2c0b1a0cf00,conv-41,5,loss,1,,0,1,1,1,32,17,0
76457879964b6b3f5c36884a8fbe5d22104c0f1275decbe6e1e80fb061fdedb1,conv-41,5,loss,1,,0,1,1,1,32,15,0
43b124d25ed567d81c8eac80e6ed3492d0818a3679d25e2f69ec1ddab6c80f57,conv-41,5,loss,1,,0,1,1,1,32,18,0
70fa95f6b7032254e8b17ee81605dfcf53d98574ff7e984f89fcf2ed402cf542,conv-41,5,loss,1,,0,1,24,24,32,17,0
fea0464841d7f35ebdadf47e2bbdf2ba5f568c45aed7c10022590698c692c89f,conv-41,5,loss,1,,0,1,1,1,32,15,0
b405ac7fad1a46af53fbd71980011c072bef89d14bc20fa3d13655690c2c0b83,conv-41,5,loss,1,,0,1,1,1,32,16,0
da6e5c88bd91060affe76e0d39a4da54e534882f91513f02e57e1e4eea7b560c,conv-41,5,loss,1,,0,1,13,13,32,18,0
425cfd4098acbcfbe34bf2261fa6549fe1ecc5fe7a53e0780cccbcddabfa17d7,conv-41,5,loss,1,,0,1,1,1,32,15,0
386f07d456508f3454e94ca12adb2aed5f0d543a45b70821c49f1a891bc1e46f,conv-41,5,loss,1,,0,1,2,2,32,16,0
2d37977f7edc43555a40a46e82c1e46a985e4feac6ef16b44dfc24f8b39b2c7a,conv-41,5,loss,1,,0,1,1,1,32,16,0
deb319cdfa720c9d252c5465f4a89184747ba61746b46f6ee369a4d6e01202b2,conv-41,5,loss,1,,0,1,3,3,32,17,0
0ec54f3a06fd79fb0add4f940b8652bf92930cf3adceff2c7f2f6d0335af524a,conv-41,5,loss,1,,0,1,5,5,32,14,0
bcdf3968c8368ad332cdb696ec6d703bdd366aea53702734e08ba394fc2d9edc,conv-41,5,loss,1,,0,1,8,8,32,15,0
96f415aea72aff09c8c2a31b5a8d4be6ccd8b5ea1d3d0e8e28185002165792bd,conv-41,5,loss,1,,0,1,1,1,32,16,0
f0901fd845d598a9a2576b6afc3e5ac69f4058a235d8c9993f5d3471be855c17,conv-41,5,loss,1,,0,1,5,5,32,16,0
70588b7ccfe6e35bed12f5c0613ceb3fdb8950468d3f3b63b7d30d8688782076,conv-41,5,loss,1,,0,1,5,5,32,15,0
1097b5b3e426b9e4489841fb10cc5a032d318d7a5f70706cbfea495216f73d87,conv-41,5,loss,1,,0,1,7,7,32,16,0
d01af9d24d967a55b000f5742462f5cfac03fefb77ffb7e5df954438fc3d1daa,conv-41,5,loss,1,,0,1,2,2,32,15,0
bd9d53104b0f2f294a88f58d1eba886e489bd6be940cd453c03ba8f8f1bbf00e,conv-41,5,loss,1,,0,1,5,5,32,16,0
dae3baaa75e838b94081ce10c8efb2738001d431dad1e32e864eb3773ba75567,conv-41,5,loss,1,,0,1,1,1,32,16,1
c99ccfb5c495f3e0781d231475926ca9326e3a9eb267a45d12e6eb584103165b,conv-41,5,loss,1,,0,1,1,1,32,15,0
9bdb58cacbe123fc8477bd8dad46d6859873eadf2b3108070c8407488145abca,conv-41,5,loss,1,,0,1,1,1,32,15,1
14d6db8eb4426e84c82cbb5d3f7657258779ab1c3459fbf2df77cf66b0dbdc07,conv-41,5,loss,1,,0,1,1,1,32,13,0
ee01995c1b6cbdbba001d03c049c1248cd1a924f616dfc95322b3715197916db,conv-42,3,gain,1,k,1,0,227,227,32,22,0
1c3308d6422cf507ebf3f87ea9173d770bb76bc6dfa83bb78458767625015eee,conv-42,2,loss,1,,0,1,1,1,32,19,0
ea53edf2240b88e8643025451bf8b0a91e4673ebee8a947749c64e3bef02e8a1,conv-42,3,loss,1,,0,1,43,43,32,22,0
e752b2d87587dfb68ed870ec668580b7ca0465a265eb75cd05c69326300083e2,conv-42,2,loss,1,,0,1,1,1,32,24,0
2462636072dd6703ad03370bef3fdee5afe71747034c66438d114c607ce9e1c3,conv-42,2,loss,1,,0,1,5,5,32,19,0
47b387fb0b897623fad30bb25a69685435cb8b216d3cbbeaf23265ca5bd19964,conv-42,2,loss,1,,0,1,1,1,32,23,0
23aa5a9cc2a9e022d953c26f48405defdf132d357997553f484011f7cef60dcd,conv-42,1,loss,5,k,3,5,1,12,32,17,0
8de8ac65359adb78c1d480e238341027a250dc2c52615a95c48bff92378331c5,conv-42,2,loss,1,,0,1,4,4,32,24,0
279cb8014f0fd09e2f49013cf5e31b786a46f9bf7f163fd93b229bae8e3fa55f,conv-42,2,loss,1,,0,1,2,2,32,21,0
fb118ca3cd7adf8790322ef7bcad6f0445fd1b5c71dfc91922e4664488e0f096,conv-42,1,loss,2,k,1,2,2,8,32,20,0
d174ee73f64accbbde07f7b69ca9b88e873a754f0c1638caab57b6550ae207cf,conv-42,2,loss,1,,0,1,1,1,32,23,0
68db0e898dba0f4eefbafb66d86125fae4c9b83d6e1264b60347dcd965e805c0,conv-42,2,loss,1,,0,1,5,5,32,22,0
c49905113defb259264bcc83e74a524fd1e3f6815c4d81d8e3857a537da3120e,conv-42,2,loss,1,,0,1,3,3,32,20,0
fbc3c2230fafc70559c8b505c82a51565e376972d8c5d923e85cdf989751c53f,conv-42,2,loss,1,,0,1,1,1,32,23,0
37caa40b6f5651d328ec986771e081a246bb2922e1ba7f34c3d8caeb57049351,conv-42,2,loss,1,,0,1,1,1,32,23,0
64e790cf119943f76e4e7d40557d263730525613f693825a930b4b9b85605ae8,conv-42,2,loss,1,,0,1,4,4,32,18,0
de597f5a520c1f0163d111f45cd6fac702d16f0cbcb50072f3fb03a8aa7fae46,conv-42,2,loss,1,,0,1,1,1,32,22,0
52cc5d919bdffd019b5d2a6e48ea04b3f08657cc2efb2390e547e7588a55e591,conv-42,2,loss,1,,0,1,42,42,32,22,0
730881879250923598d7f1bd2c315875fd1db0fc9e5b551e1805f6bb5f9ec9e0,conv-42,2,loss,1,,0,1,3,3,32,22,0
1e93729add74f35e816e8dddb6000ad8f6b3e8cb6e832734325e43cbf8aaa4b4,conv-42,2,loss,1,,0,1,1,1,32,23,0
ecb6bdcd037c1c2abca380593f7accf9acd56280196add1f5d47ec790c08b58b,conv-42,2,loss,1,,0,1,11,11,32,22,0
54e9604bb28c4edd66f145907620d52556398916b2c85ec7d8979289c05dfbbe,conv-42,2,loss,2,,0,2,3,6,32,19,0
af2d0a34fee6fd029bdd1c4d786dae84fc1380c357d4c88920be408d147cbcca,conv-42,2,loss,1,,0,1,23,23,32,22,0
56ef6dd634e505a6042446b520c32a554de19f4701fc259b9b7d5c6312ba8024,conv-42,2,loss,1,,0,1,2,2,32,18,0
ba9d8027860573aeaeed0cd07013fbbc925e7e0113182298e78395925e538661,conv-42,1,loss,2,,0,2,5,26,32,25,0
c67cf4f99d135e595767179cca1cce876cad4e3bba1d5d594e32e3d2dab8fe8b,conv-42,1,loss,2,,0,2,2,49,32,22,0
1c4c72388a8e0930c9170c91f62326f682378a011616663a11d659fd7c47701b,conv-42,2,loss,1,,0,1,1,1,32,25,0
b0e0b32158697ba79d23a6cd8cd336e3eec9bc2e3c8247c9074b3184c5829c28,conv-42,1,loss,2,k,1,2,2,6,32,17,0
2715207fe1f1624f541d0f192be48380020e8221d1cf9482fdc3a024ff5752f2,conv-42,1,loss,2,,0,2,4,28,32,22,0
8b6a009c3d9ea30209f25596bbd9e672294203263aa4fd5a2af2db9a93011f6c,conv-42,1,loss,2,,0,2,7,15,32,22,0
e2df68b5446ea69031bb053a1f2c174b1e9e10e5f1084423004c9bea4e428d98,conv-42,1,loss,2,k,1,2,13,15,32,17,0
45709546bc0ba26d967ccdecc38613b87a3c20fea7bd6c60906e48290538757f,conv-42,2,loss,1,,0,1,1,1,32,20,0
35f9d906e9b7e3290f7e5a301e589ad0a892b1c43c019b43f3894b7dfa0567ec,conv-42,1,loss,2,,0,2,14,21,32,22,0
b53ce915bdb62ca49733c1861052ee7f3fd06b0cac8c1f78ef05d1e78fcb644c,conv-42,2,loss,1,,0,1,12,12,32,22,0
806aa7d67b74698fa1e67fefe095d818b9f3cb4eee56b0954e12087bd4d1b7ed,conv-42,3,loss,1,,0,1,37,37,32,24,0
c49b9e4e8dcd7d9a9f6b912bf9a45edc1102b5d09c94ad3defdfa49a51653967,conv-42,1,loss,2,,0,2,20,59,32,21,0
ce5a083637ca2ce6ba0ce336660ef0dc05ab3311d306011f551f7c4d75774a57,conv-42,2,loss,1,,0,1,1,1,32,20,0
c7f924aebc7207c19dff83b944f915c93a81d5a5787250b68e70b28a6177e844,conv-42,2,loss,1,,0,1,1,1,32,19,0
50370f80902f3cea6eddecd12a888e688e9f96e803a16709e89d946ce314cb01,conv-42,1,loss,3,recency,1,3,14,35,32,23,0
642285dd7808bba6528b84bb31636f5664d655f26386ec7ef2c1ec714115f734,conv-42,1,loss,2,recency,1,2,9,55,32,22,0
195cfa723f63a3c2c8be971c057ed1b2ee706b9183aad19e1c4b3cc442496d32,conv-42,1,loss,4,k,3,4,2,46,32,23,0
f7bea5cf0138b778f6df3c9bd4a9ca109fdb22adfb55cd72b8d2efbaca5c1f84,conv-42,1,loss,2,,0,2,1,19,32,22,0
a41adcff1f3869760da18c4161fb06ce0ef820aab2706c20004ecf9fd3016d82,conv-42,1,loss,9,k,4,9,1,36,32,22,0
440de6a51273a11240f18b288c4c37ec9227a46197abb84f3660f78eabf8c0d8,conv-42,1,loss,7,k,2,7,2,40,32,22,0
953e6f03e72f7983c8c6fffcea9b4a247694f0c81f9525a7797e1d427ebd2bc9,conv-42,1,loss,3,,0,3,1,54,32,23,0
fc39bd31a145fc95bd88e759331e054c430434359bc870b590201bdad1987653,conv-42,3,gain,1,recency,1,0,170,170,32,26,0
a32826014d81d1c187660c43433565eeaa74d9ab2793fb27a736c44b30a3050e,conv-42,4,loss,1,,0,1,2,2,32,25,0
2093c9aa76d6ac319e9d56a97c52e2ee64ecce996626f3e6754a131ad226e8e9,conv-42,4,loss,2,,0,2,1,14,32,23,0
8832212f6fa8c327c297d50f380df09b24548076ca57c151468113867ee5ab88,conv-42,4,loss,1,,0,1,49,49,32,21,0
cb7715e53ea093ad22321befca2052267a9748b8bcf6e853043deea41e974741,conv-42,4,loss,2,,0,2,15,20,32,26,0
731134a81544a28461e7fbc49dc641fe3e638442193f6039af698c4875d36232,conv-42,4,loss,1,,0,1,3,3,32,23,0
6db5d86f40cbc7eacdea542613eb13788c3a5930cd8a21bc637d15dfd9b7deef,conv-42,4,loss,1,,0,1,30,30,32,22,0
35dbb5009164d93914dc4c38fa43a615c1e2e401855557304bd2338ff1831e5d,conv-42,4,loss,1,,0,1,3,3,32,22,0
b665320592f6b8edf367a00e9329ce8949b200945dc877eabbb3ea2fecb1ba8a,conv-42,4,loss,1,,0,1,2,2,32,24,0
787a650850ad11d0b7679c70ae4ece819af20fc9b28a261e6d601b1771fa9fd1,conv-42,4,loss,1,,0,1,12,12,32,21,0
d47be9afddf40ea9f3b31ad2b42eb95b9ea5e978ff677fd812f3d7166a69c96b,conv-42,4,loss,1,,0,1,1,1,32,22,0
c45edd6f4fb8c6ad88f9f383a5e5959eb9e49166eba5439c592bafa5be15de4f,conv-42,4,loss,1,,0,1,6,6,32,20,1
2f0d57891f0c523dd0e19373dce9e8a71d8d88b56cde86c1b6a16d33a6f86294,conv-42,4,loss,1,,0,1,2,2,32,22,0
7aac0cea7cda2ac63703eb2181a286e5b0bded4e73537dc05079adcd132ca103,conv-42,4,loss,1,,0,1,16,16,32,22,0
2555c4e207e847988d3812b298294c4636ac9f2d707cbc647a184b680185e2fd,conv-42,4,loss,1,,0,1,1,1,32,24,0
cf63c68ccb35c7f161d465191c78a76284786967af8b5373b64135b1edc0461f,conv-42,4,loss,1,,0,1,34,34,32,22,0
f50d9902ea1b4dd608641996ed5d7856ae11206ad9f551c20183b659bddd5c3e,conv-42,4,loss,1,,0,1,1,1,32,22,0
72cf92f41023d88c3c51546af69a3e9f8ca7fbaea88b9b428d26ff48c23c73d2,conv-42,4,loss,1,,0,1,10,10,32,22,0
7fe71f93f8e140a34c7be0bcc8b1b33415fab524ce8cc49e30317ad01bea7b89,conv-42,4,loss,1,,0,1,1,1,32,24,0
574902a44ee9bda4219ef0c2bce8b6fb05c8e24735384ba92d8ce693e13878d2,conv-42,4,loss,1,,0,1,2,2,32,24,0
fc0628016808e2e3890843a105b902ff8ee789f2f8c76f59a7265aa5be952aba,conv-42,4,loss,1,,0,1,2,2,32,22,0
4867b7efc4ec4425e7a01a996edf98c2409c1cc9326d524603cfdaf80e64866d,conv-42,4,loss,1,,0,1,7,7,32,25,0
36d516f8f73cfb7a7994dc447242e96b91b46a4ff3eeed223ee693df3a6b281b,conv-42,4,loss,1,,0,1,1,1,32,20,0
8c7925a439c06afe2c903c618aafe7f04aa1de1d18aad6a4d7e74309145d0dcd,conv-42,4,loss,1,,0,1,3,3,32,20,0
9e053f769ebb0cf00a40f21a4aa6e52a8d316daaba1525b42a1b5b60673e5a09,conv-42,4,loss,1,,0,1,1,1,32,24,0
f17c070ad1b4c26a4e84398de926bf732f31e39d813c2fbfc485e2c1c42d49fa,conv-42,4,loss,1,,0,1,19,19,32,22,0
86bd14960f48a837562096eabc6277867c7b5fae23c3755ef30c4d69537e4104,conv-42,4,loss,1,,0,1,2,2,32,22,0
f8cb3b5834f6255cb8558b610ab15daa3266163e81ab4d824528ffe33fee1e3b,conv-42,4,loss,1,,0,1,10,10,32,22,0
75e45fbcf1b2b26122fdafb5b1594eba64705d819a3141dd9cdf23f3f3f1d563,conv-42,4,loss,1,,0,1,6,6,32,24,0
4e4503eba646b12761fb980f02f42cdbbef4fb868e3e2a2cad34959cba96d67f,conv-42,4,loss,1,,0,1,5,5,32,20,0
21dfd1f50db2b96916748b2a3b6615a7c4a791966afeacc432fb26c2cd286892,conv-42,4,loss,1,,0,1,20,20,32,19,0
27e8651f64121c1edd5534ac5d5f434437247d7339ec3229e98b9ab6867574c2,conv-42,4,loss,1,,0,1,1,1,32,22,0
1ceb7c6bebd8a272be8fc25ede8bd86bdd51a41a39eb0937c51efffaa6828c7b,conv-42,4,loss,1,,0,1,42,42,32,18,1
79cc009e4bf2a56bb39072f9129ff35780b7e6032dce05a7a69a81b5b573cd0c,conv-42,4,loss,1,,0,1,1,1,32,19,0
2b563c837299367ccbce358225cece104e00b733432313ca129ecfd1d372c957,conv-42,4,loss,1,,0,1,6,6,32,22,0
72a4cee12c413b4c5b413af78cbacc7d18a27e76deff449bedf17e8fe0f58cd9,conv-42,4,loss,1,,0,1,1,1,32,22,0
11c2e6d049829672b06b7b9900d79a5c2b801e154d8a9b833ab48b3e3f61738e,conv-42,4,loss,1,,0,1,16,16,32,19,0
0dc37671602bfaa9731a095229e1ccf69593d3865720fa0c1c947100ca3dd915,conv-42,4,loss,1,,0,1,2,2,32,20,0
a5ab4e6a8c4da7c2767dd5bf00ca46248f791b0d36b6945b7aa87a6e97f5237c,conv-42,4,loss,1,,0,1,5,5,32,22,0
2ca9a4c93156f6740291411f7c24c3cbc53b342ecb0987b39627b2d4c259ee12,conv-42,4,loss,1,,0,1,1,1,32,22,0
996b862dbd03c7270561ee0e4f0c64cec178719eea6cb78663a316a555e3dbde,conv-42,4,loss,1,,0,1,1,1,32,22,0
bdbc17ec6142fcf9f0add0c2bb9a177126122a95b0d99797e86b1e0cb969fd61,conv-42,4,loss,1,,0,1,2,2,32,23,0
dec1f04af42b10c6a3d86ff875e7e7a0e157a65e157dca557a05ebd583e4a3f0,conv-42,4,loss,1,,0,1,1,1,32,23,0
1f8101e006d606f9b8e8ed66157534f58c1404441b536787bb508c31f5b4c7a3,conv-42,4,loss,1,,0,1,1,1,32,21,0
bc534c07ba6c4f17763adb9609b897870ba120c20829f00c60121508b214194f,conv-42,4,loss,1,,0,1,2,2,32,22,0
fd72860b394fad4120aed16894c0acea3317c58ea31a81e0a8e8f9efe547fcfb,conv-42,4,loss,1,,0,1,1,1,32,20,0
8fef44ded6b6ffa15bdc9d3bf5e82209e0d70e191883f8d4043cc7cf327aa1c8,conv-42,4,loss,1,,0,1,1,1,32,22,0
cdd784876f7d1a35b1b9eb3bd09393c48922105503a6c2f0fb62f0941137aae1,conv-42,4,loss,1,,0,1,1,1,32,20,0
a91bd67899cda568cb777c326475fdedd26ddb7a6c0a0bbd0a6d0380e1ceb33e,conv-42,4,loss,1,,0,1,50,50,32,22,0
0e13af8f8702bad5ff7b05871b6bd92f6ea3ed83c80ac01680f92d7539ec44a6,conv-42,4,loss,1,,0,1,4,4,32,22,0
aef45279ce16dcfb5eac09ef9a56da2416ee6b9836fdc595fd12d0ad8ff8e20f,conv-42,4,loss,1,,0,1,12,12,32,21,0
a59cbb28d7b576e1c9aa09c11494bb0c6f0f2359e972d45ce79c8b6f16aaead7,conv-42,4,loss,1,,0,1,1,1,32,22,0
bfc651639289cc458df8cb2b6b6bce5796f8033400fc382a46c0b0f55b8a8874,conv-42,4,loss,1,,0,1,52,52,32,19,0
545b752a28f2ff8dfd8d3b8b82f80eaaad2a7b9d09dca072d043400bb4017e2f,conv-42,4,loss,1,,0,1,2,2,32,21,0
30661ec5226420983df107a6cdc5ac9e250f970e784bf22241a6d8082c1010d2,conv-42,4,loss,1,,0,1,1,1,32,21,0
5f1b477a79075377d8b6f111b9fca52381af58226c09f8412cb54fa4fc1bd1a3,conv-42,4,loss,1,,0,1,1,1,32,22,0
f62d12420ea9ed10d3ed9353b7b4a7f3f03a68eecdbb48b02ba2eec23ee47ac9,conv-42,4,loss,1,,0,1,4,4,32,20,0
22706b92552b5ffcb6d7983c5b2c609e2a7c895591ee74e11f97a010bc602df2,conv-42,4,loss,1,,0,1,15,15,32,22,0
a62cfe7e71c54f790be2c201aeea3b1ecb13f486371dce7f7f3a6075cdaed77d,conv-42,4,loss,1,,0,1,47,47,32,23,0
752a29158b4c8991a8b1b2c058040f6fe48e9d478542fab27341155f68dcbebd,conv-42,4,loss,1,,0,1,1,1,32,20,0
5a467dcf3199cfb46f282cd499d48e5f7282a143bd92335024127fe78e691a4e,conv-42,4,loss,1,,0,1,1,1,32,20,0
be5f837766a8979fc915dee477ec072c25555bb72348dc0b515a1a75dcadcbe9,conv-42,4,loss,1,,0,1,1,1,32,20,0
26b41fe8ccf2eda82023763e887487a68410ec1ccebfa8147c8db4202191b2f9,conv-42,4,loss,1,,0,1,1,1,32,18,1
31e1a1bad921441e588c0a7fca6b35a2e20d18a13a450ecacc45ba620a369045,conv-42,4,loss,1,,0,1,2,2,32,18,0
a18c608eac25d5efea5803cfef5d5a153b38a656c790cbda4677bcc462c73d69,conv-42,4,loss,1,,0,1,4,4,32,23,0
0e172d797aa8ed0dcb8ef101e4dea938a823afeb5b28276bf7006d4829adbbea,conv-42,4,loss,1,,0,1,1,1,32,22,0
d8acdd2ddf50f2719116dc77f67a728b2f2418089f5e63688f757f94f18be429,conv-42,4,loss,1,,0,1,1,1,32,19,0
