turn,topic,episode_id,episode_turn,salience,named_entities,numeric_tokens,selected
61,topic_3,255b113a-92f2-4111-9743-766827376cb7,42,19,11,4,False
61,topic_3,a145023a-4831-42b5-b68b-d8415220df74,43,34,18,8,False
61,topic_3,162c5435-8721-4ad3-817c-5332d07cd283,44,32,30,1,False
61,topic_3,8b3e090c-6b35-4075-885b-b487b507e36f,45,16,10,3,False
61,topic_3,274b97e2-98ba-4245-88c4-dbadf94e890f,46,25,21,2,False
61,topic_3,bc4beb52-1878-46fa-8683-986c07f4dce0,47,14,10,2,False
61,topic_3,72b88658-7256-443b-8f7b-b83c9c853cdb,48,27,21,3,False
61,topic_3,e5e3723a-33ed-4650-ba8e-21389b392f4a,49,20,8,6,False
61,topic_3,99d171c8-dc87-4aa5-a48d-ec03087d3a71,50,47,17,15,False
61,topic_3,e7d13a85-fa25-4cf4-93a1-498da4ca2f35,51,28,14,7,False
61,topic_3,8d265765-45b9-4138-b2c1-35b81b2d686a,52,26,12,7,False
61,topic_3,3c13dda9-8667-422a-8f77-f62e6fc6c8a6,53,27,17,5,False
61,topic_3,07ae93e3-90e1-437a-ab8d-bf0f2347bdd7,54,19,11,4,False
61,topic_3,7c8fdb71-c0f4-4bb0-88fe-3f0c0b959670,55,22,16,3,False
61,topic_3,335f29d1-2d21-46ef-860a-e3e2295fd0bb,56,14,10,2,False
61,topic_3,33d91a60-2400-4f7f-84a9-74eac677dbec,57,17,15,1,False
61,topic_3,9bfc3d3b-42d7-4f8c-8960-64705f50985f,58,24,16,4,False
61,topic_3,2b4d0389-f7df-4a6c-9f72-cf73d74deae6,59,35,15,10,False
61,topic_3,679d68c4-2e95-4040-b0dc-14ee6d25955c,60,21,17,2,False
91,topic_4,39b8a9c9-3df5-4c4b-966b-e394f26bcbc3,61,87,33,27,True
91,topic_4,d29a2ec5-df1c-4ce8-a8e8-ccb3719aef80,62,59,19,20,False
91,topic_4,1f438559-6730-4740-b34e-0a85214bd46d,63,14,10,2,False
91,topic_4,9ec5caca-3a82-4e7e-92cc-2f2b6b4db9db,64,66,34,16,False
91,topic_4,e99e3cfc-1710-4d54-b2be-19937256cd4d,65,55,25,15,False
91,topic_4,bfd50c8b-0655-4863-9aef-b382c61c5d37,66,30,12,9,False
91,topic_4,aa648510-0b2f-44d4-b19d-ae8984d872db,67,19,11,4,False
91,topic_4,bae49513-aa74-4a3f-bf09-533129a89fb1,68,46,20,13,False
91,topic_4,d14f6797-c293-4b52-9596-7d1b266ceec0,69,67,21,23,True
91,topic_4,baba9fe1-abe7-4d48-8e70-685bf30f4167,70,10,8,1,False
91,topic_4,eb45e2a1-585f-4d86-9a15-c923320838bb,71,21,17,2,False
91,topic_4,b77e31db-5895-4810-b36a-7e93ee52bd48,72,30,14,8,False
91,topic_4,a5d54d7b-ecd6-4c92-a94c-c17a365a89cf,73,21,15,3,False
91,topic_4,bd1abe5c-8641-440d-99e7-835afa345b9f,74,10,8,1,False
91,topic_4,2212dec7-abc9-431b-bcd1-72c12a989d12,75,32,18,7,False
91,topic_4,ab93e569-18c7-45de-bb11-5e96d793b8e8,76,14,10,2,False
91,topic_4,d10f48ff-4107-4383-8eda-7c2bc74bc748,77,50,22,14,False
91,topic_4,47fed255-7f98-4769-9dd8-c68ccfd3add7,78,39,13,13,False
91,topic_4,bae4e2b4-c60b-4060-bb87-2964f6486dab,79,18,16,1,False
91,topic_4,a708b2f1-45e3-404a-9f9f-ea56ce8a8d86,80,31,19,6,False
91,topic_4,debc4091-344c-4850-926a-64a3efe850f1,81,28,16,6,False
91,topic_4,a53bc6f0-acbf-41a6-b53a-369cc0229b8f,82,14,12,1,False
91,topic_4,0990ed6d-2657-4add-840e-0ca99e6222a7,83,16,14,1,False
91,topic_4,e9ef12a1-4d91-421f-97f8-dfa8d55cf666,84,69,27,21,True
91,topic_4,39c5f23d-8cb0-42b1-ad99-783aba87a513,85,15,13,1,False
91,topic_4,d356ee2f-50da-4b25-bbb8-9a0375f04260,86,41,23,9,False
91,topic_4,40757ae3-5b85-41c2-959a-eca7ad44b443,87,16,8,4,False
91,topic_4,d21609a1-6635-4a51-8ed3-8426c9230ee5,88,27,13,7,False
91,topic_4,d5eba558-ab43-4732-b932-9ecce81c41dd,89,11,9,1,False
91,topic_4,901b98e6-bbd2-4956-b2a6-e8f73e31521f,90,30,16,7,False
111,topic_5,ca557e07-103f-495b-832c-f16c4d88e80d,91,26,10,8,False
111,topic_5,0782904a-5b6b-4791-ae97-ebe2ea055fec,92,45,9,18,True
111,topic_5,1b6b0c47-6633-414c-bdc4-17756fb0de2d,93,12,10,1,False
111,topic_5,6257581c-8e8d-454f-9217-314e01ebe669,94,16,4,6,False
111,topic_5,cff255d3-29d5-4d7d-84e2-2e2d05213d7c,95,31,13,9,False
111,topic_5,817f3b49-9737-4683-a323-deab7f37e9cc,96,23,13,5,False
111,topic_5,d7209e98-fdce-44b5-bf6b-1f707bd77b24,97,24,16,4,False
111,topic_5,1fc09692-e903-495e-a7b7-1252248b3aab,98,33,27,3,False
111,topic_5,edecd111-1386-44e0-8011-6b05d270eaac,99,17,15,1,False
111,topic_5,db6026b5-309d-47a5-8f18-b7afe3e4efd2,100,26,12,7,False
111,topic_5,355096f3-ddd6-400d-9a8d-bb5aa408bdd0,101,18,8,5,False
111,topic_5,0f660b4f-e5a9-441f-a102-d5fd80a65b94,102,17,7,5,False
111,topic_5,a94f1577-2d23-4674-9616-5f7a4b652de7,103,13,7,3,False
111,topic_5,a2c8ff5f-0540-461d-b289-260401fd950a,104,31,11,10,False
111,topic_5,1c2bb4ad-f26c-43ce-8f85-50c3c3f87de8,105,34,12,11,True
111,topic_5,9cc138a9-2f25-48a7-92b4-27908978de7e,106,27,9,9,False
111,topic_5,d5736bb8-d317-47ff-a98d-b3704af10127,107,18,4,7,False
111,topic_5,0c85045d-2f00-497a-ae24-bce6601b2080,108,39,15,12,True
111,topic_5,f0a06b8b-be06-4baf-886b-b3737ec8a4b6,109,32,16,8,False
111,topic_5,b9dcdc0c-a775-44b3-bc8d-a47c66b12f36,110,23,5,9,False
111,topic_5,6f514f0a-190f-4e80-8072-b905b0755e26,111,32,18,7,False
