0.00.085.544 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.136.913 W srv  llama_server: -----------------
0.00.136.917 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.136.918 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.136.918 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.136.918 W srv  llama_server: -----------------
0.00.141.225 I srv    load_model: loading model 'C:\Users\muzaf\.cache\huggingface\hub\models--unsloth--Qwen3.8-27B-GGUF\snapshots\f1bfb127c64f7072bdd2cad55f258b9c8b2910fe\Qwen3.8-27B-UD-Q4_K_XL.gguf'
0.00.919.602 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.919.613 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.919.626 W model has unused tensor blk.64.attn_q.weight (size = 43253760 bytes) -- ignoring
0.00.919.631 W model has unused tensor blk.64.attn_k.weight (size = 3604480 bytes) -- ignoring
0.00.919.635 W model has unused tensor blk.64.attn_v.weight (size = 4300800 bytes) -- ignoring
0.00.919.652 W model has unused tensor blk.64.attn_output.weight (size = 21626880 bytes) -- ignoring
0.00.919.657 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.919.662 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.919.666 W model has unused tensor blk.64.ffn_gate.weight (size = 47349760 bytes) -- ignoring
0.00.919.671 W model has unused tensor blk.64.ffn_down.weight (size = 61276160 bytes) -- ignoring
0.00.919.676 W model has unused tensor blk.64.ffn_up.weight (size = 61276160 bytes) -- ignoring
0.00.919.682 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.919.688 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.919.693 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.919.707 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.06.320.771 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 65536, kv_unified = 'false'
0.06.324.895 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
0.06.324.910 I srv  llama_server: model loaded
0.06.324.913 I srv  llama_server: listening on http://127.0.0.1:8097
0.06.697.227 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
10.50.618.962 I slot print_timing: id  0 | task 111 | prompt processing, n_tokens =  13707, progress = 1.00, t =   4.37 s / 3137.23 tokens per second
10.50.838.025 I slot print_timing: id  0 | task 111 | prompt eval time =    4475.99 ms / 13711 tokens (    0.33 ms per token,  3063.23 tokens per second)
10.50.838.029 I slot print_timing: id  0 | task 111 |        eval time =     112.22 ms /     7 tokens (   16.03 ms per token,    62.38 tokens per second)
10.50.838.030 I slot print_timing: id  0 | task 111 |       total time =    4588.21 ms / 13718 tokens
10.50.838.031 I slot print_timing: id  0 | task 111 |    graphs reused =         49
10.50.838.180 I slot      release: id  0 | task 111 | stop processing: n_tokens = 13717, truncated = 0
10.50.864.992 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.370 (> 0.100 thold), f_keep = 0.367
10.51.070.887 I slot launch_slot_: id  0 | task 127 | processing task, is_child = 0
10.54.269.338 I slot print_timing: id  0 | task 127 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.20 s / 3201.57 tokens per second
10.54.931.278 I slot print_timing: id  0 | task 127 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.86 s / 3183.12 tokens per second
10.55.218.734 I slot print_timing: id  0 | task 127 | prompt processing, n_tokens =  13078, progress = 0.96, t =   4.15 s / 3152.98 tokens per second
10.55.372.382 I slot print_timing: id  0 | task 127 | prompt processing, n_tokens =  13590, progress = 1.00, t =   4.30 s / 3159.38 tokens per second
10.55.591.908 I slot print_timing: id  0 | task 127 | prompt eval time =    4409.67 ms / 13594 tokens (    0.32 ms per token,  3082.77 tokens per second)
10.55.591.913 I slot print_timing: id  0 | task 127 |        eval time =     111.33 ms /     7 tokens (   15.90 ms per token,    62.88 tokens per second)
10.55.591.914 I slot print_timing: id  0 | task 127 |       total time =    4521.00 ms / 13601 tokens
10.55.591.915 I slot print_timing: id  0 | task 127 |    graphs reused =         54
10.55.592.066 I slot      release: id  0 | task 127 | stop processing: n_tokens = 13600, truncated = 0
10.55.602.463 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.367 (> 0.100 thold), f_keep = 0.370
10.55.817.077 I slot launch_slot_: id  0 | task 143 | processing task, is_child = 0
10.58.989.619 I slot print_timing: id  0 | task 143 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.17 s / 3227.73 tokens per second
10.59.672.517 I slot print_timing: id  0 | task 143 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.86 s / 3187.22 tokens per second
11.00.001.719 I slot print_timing: id  0 | task 143 | prompt processing, n_tokens =  13197, progress = 0.96, t =   4.18 s / 3153.70 tokens per second
11.00.176.830 I slot print_timing: id  0 | task 143 | prompt processing, n_tokens =  13709, progress = 1.00, t =   4.36 s / 3144.47 tokens per second
11.00.380.418 I slot print_timing: id  0 | task 143 | prompt eval time =    4468.39 ms / 13713 tokens (    0.33 ms per token,  3068.89 tokens per second)
11.00.380.424 I slot print_timing: id  0 | task 143 |        eval time =      94.92 ms /     6 tokens (   15.82 ms per token,    63.21 tokens per second)
11.00.380.425 I slot print_timing: id  0 | task 143 |       total time =    4563.31 ms / 13719 tokens
11.00.380.426 I slot print_timing: id  0 | task 143 |    graphs reused =         58
11.00.380.573 I slot      release: id  0 | task 143 | stop processing: n_tokens = 13718, truncated = 0
11.00.391.361 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 660301729
11.00.501.596 I slot launch_slot_: id  0 | task 158 | processing task, is_child = 0
11.03.684.606 I slot print_timing: id  0 | task 158 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.18 s / 3217.10 tokens per second
11.04.375.722 I slot print_timing: id  0 | task 158 | prompt processing, n_tokens =  12288, progress = 0.91, t =   3.87 s / 3171.83 tokens per second
11.04.672.037 I slot print_timing: id  0 | task 158 | prompt processing, n_tokens =  13060, progress = 0.96, t =   4.17 s / 3131.58 tokens per second
11.04.831.397 I slot print_timing: id  0 | task 158 | prompt processing, n_tokens =  13572, progress = 1.00, t =   4.33 s / 3134.57 tokens per second
11.05.203.801 I slot print_timing: id  0 | task 158 | prompt eval time =    4437.16 ms / 13576 tokens (    0.33 ms per token,  3059.62 tokens per second)
11.05.203.807 I slot print_timing: id  0 | task 158 |        eval time =     265.02 ms /    16 tokens (   16.56 ms per token,    60.37 tokens per second)
11.05.203.807 I slot print_timing: id  0 | task 158 |       total time =    4702.18 ms / 13592 tokens
11.05.203.808 I slot print_timing: id  0 | task 158 |    graphs reused =         72
11.05.203.954 I slot      release: id  0 | task 158 | stop processing: n_tokens = 13591, truncated = 0
11.05.214.428 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.371 (> 0.100 thold), f_keep = 0.371
11.05.376.030 I slot launch_slot_: id  0 | task 183 | processing task, is_child = 0
11.08.538.628 I slot print_timing: id  0 | task 183 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.16 s / 3237.87 tokens per second
11.09.215.037 I slot print_timing: id  0 | task 183 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.84 s / 3200.85 tokens per second
11.09.513.370 I slot print_timing: id  0 | task 183 | prompt processing, n_tokens =  13066, progress = 0.96, t =   4.14 s / 3158.09 tokens per second
11.09.667.550 I slot print_timing: id  0 | task 183 | prompt processing, n_tokens =  13578, progress = 1.00, t =   4.29 s / 3163.93 tokens per second
11.10.037.476 I slot print_timing: id  0 | task 183 | prompt eval time =    4398.41 ms / 13582 tokens (    0.32 ms per token,  3087.93 tokens per second)
11.10.037.481 I slot print_timing: id  0 | task 183 |        eval time =     263.01 ms /    16 tokens (   16.44 ms per token,    60.83 tokens per second)
11.10.037.482 I slot print_timing: id  0 | task 183 |       total time =    4661.42 ms / 13598 tokens
11.10.037.482 I slot print_timing: id  0 | task 183 |    graphs reused =         86
11.10.037.626 I slot      release: id  0 | task 183 | stop processing: n_tokens = 13597, truncated = 0
11.10.047.876 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.371 (> 0.100 thold), f_keep = 0.370
11.10.203.782 I slot launch_slot_: id  0 | task 208 | processing task, is_child = 0
11.13.417.385 I slot print_timing: id  0 | task 208 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.21 s / 3186.48 tokens per second
11.14.093.522 I slot print_timing: id  0 | task 208 | prompt processing, n_tokens =  12288, progress = 0.91, t =   3.89 s / 3159.10 tokens per second
11.14.404.943 I slot print_timing: id  0 | task 208 | prompt processing, n_tokens =  13054, progress = 0.96, t =   4.20 s / 3107.26 tokens per second
11.14.550.576 I slot print_timing: id  0 | task 208 | prompt processing, n_tokens =  13566, progress = 1.00, t =   4.35 s / 3120.94 tokens per second
11.14.770.639 I slot print_timing: id  0 | task 208 | prompt eval time =    4454.71 ms / 13570 tokens (    0.33 ms per token,  3046.21 tokens per second)
11.14.770.644 I slot print_timing: id  0 | task 208 |        eval time =     112.12 ms /     7 tokens (   16.02 ms per token,    62.43 tokens per second)
11.14.770.645 I slot print_timing: id  0 | task 208 |       total time =    4566.83 ms / 13577 tokens
11.14.770.645 I slot print_timing: id  0 | task 208 |    graphs reused =         91
11.14.770.793 I slot      release: id  0 | task 208 | stop processing: n_tokens = 13576, truncated = 0
11.14.792.404 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.369 (> 0.100 thold), f_keep = 0.371
11.14.954.354 I slot launch_slot_: id  0 | task 224 | processing task, is_child = 0
11.18.125.571 I slot print_timing: id  0 | task 224 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.17 s / 3229.07 tokens per second
11.18.804.583 I slot print_timing: id  0 | task 224 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.85 s / 3191.52 tokens per second
11.19.134.633 I slot print_timing: id  0 | task 224 | prompt processing, n_tokens =  13130, progress = 0.96, t =   4.18 s / 3140.96 tokens per second
11.19.287.935 I slot print_timing: id  0 | task 224 | prompt processing, n_tokens =  13642, progress = 1.00, t =   4.33 s / 3147.99 tokens per second
11.19.439.557 I slot print_timing: id  0 | task 224 | prompt eval time =    4440.34 ms / 13646 tokens (    0.33 ms per token,  3073.19 tokens per second)
11.19.439.563 I slot print_timing: id  0 | task 224 |        eval time =      44.84 ms /     3 tokens (   14.95 ms per token,    66.91 tokens per second)
11.19.439.563 I slot print_timing: id  0 | task 224 |       total time =    4485.18 ms / 13649 tokens
11.19.439.564 I slot print_timing: id  0 | task 224 |    graphs reused =         92
11.19.439.710 I slot      release: id  0 | task 224 | stop processing: n_tokens = 13648, truncated = 0
11.19.462.870 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.372 (> 0.100 thold), f_keep = 0.369
11.19.463.685 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 302.608 MiB)
11.19.473.289 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 303.140 MiB)
11.19.482.802 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 302.342 MiB)
11.19.682.737 I slot launch_slot_: id  0 | task 236 | processing task, is_child = 0
11.22.861.833 I slot print_timing: id  0 | task 236 | prompt processing, n_tokens =  10240, progress = 0.76, t =   3.18 s / 3221.07 tokens per second
11.23.529.513 I slot print_timing: id  0 | task 236 | prompt processing, n_tokens =  12288, progress = 0.91, t =   3.85 s / 3194.38 tokens per second
11.23.833.992 I slot print_timing: id  0 | task 236 | prompt processing, n_tokens =  13026, progress = 0.96, t =   4.15 s / 3137.87 tokens per second
11.23.983.266 I slot print_timing: id  0 | task 236 | prompt processing, n_tokens =  13538, progress = 1.00, t =   4.30 s / 3148.00 tokens per second
11.24.203.681 I slot print_timing: id  0 | task 236 | prompt eval time =    4407.87 ms / 13542 tokens (    0.33 ms per token,  3072.23 tokens per second)
11.24.203.687 I slot print_timing: id  0 | task 236 |        eval time =     113.04 ms /     7 tokens (   16.15 ms per token,    61.92 tokens per second)
11.24.203.687 I slot print_timing: id  0 | task 236 |       total time =    4520.92 ms / 13549 tokens
11.24.203.688 I slot print_timing: id  0 | task 236 |    graphs reused =         97
11.24.203.833 I slot      release: id  0 | task 236 | stop processing: n_tokens = 13548, truncated = 0
11.24.225.157 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.370 (> 0.100 thold), f_keep = 0.372
11.24.396.588 I slot launch_slot_: id  0 | task 252 | processing task, is_child = 0
11.27.595.741 I slot print_timing: id  0 | task 252 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.20 s / 3200.89 tokens per second
11.28.275.011 I slot print_timing: id  0 | task 252 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.88 s / 3168.33 tokens per second
11.28.592.382 I slot print_timing: id  0 | task 252 | prompt processing, n_tokens =  13100, progress = 0.96, t =   4.20 s / 3122.20 tokens per second
11.28.762.302 I slot print_timing: id  0 | task 252 | prompt processing, n_tokens =  13612, progress = 1.00, t =   4.37 s / 3117.96 tokens per second
11.28.994.289 I slot print_timing: id  0 | task 252 | prompt eval time =    4466.29 ms / 13616 tokens (    0.33 ms per token,  3048.62 tokens per second)
11.28.994.294 I slot print_timing: id  0 | task 252 |        eval time =     131.37 ms /     8 tokens (   16.42 ms per token,    60.90 tokens per second)
11.28.994.295 I slot print_timing: id  0 | task 252 |       total time =    4597.66 ms / 13624 tokens
11.28.994.295 I slot print_timing: id  0 | task 252 |    graphs reused =        103
11.28.994.439 I slot      release: id  0 | task 252 | stop processing: n_tokens = 13623, truncated = 0
11.29.016.461 I slot get_availabl: id  0 | task -1 | selected slot by LCP similarity, f_sim_best = 0.368 (> 0.100 thold), f_keep = 0.370
11.29.017.255 W srv         alloc:  - making room for prompt cache entry, removing oldest entry (size = 904.721 MiB)
11.29.152.898 I slot launch_slot_: id  0 | task 269 | processing task, is_child = 0
11.32.341.285 I slot print_timing: id  0 | task 269 | prompt processing, n_tokens =  10240, progress = 0.75, t =   3.19 s / 3211.68 tokens per second
11.33.016.480 I slot print_timing: id  0 | task 269 | prompt processing, n_tokens =  12288, progress = 0.90, t =   3.86 s / 3180.49 tokens per second
11.33.349.495 I slot print_timing: id  0 | task 269 | prompt processing, n_tokens =  13185, progress = 0.96, t =   4.20 s / 3141.85 tokens per second
11.33.537.300 I slot print_timing: id  0 | task 269 | prompt processing, n_tokens =  13697, progress = 1.00, t =   4.38 s / 3124.04 tokens per second
11.33.731.667 I slot print_timing: id  0 | task 269 | prompt eval time =    4481.76 ms / 13701 tokens (    0.33 ms per token,  3057.06 tokens per second)
