turn,b_ltm,k_min,topics_present,topic_count,floor_selected_per_topic,floor_selected,fill_selected,containment_drops,refills,collapsed_to_episode,ltm_chars_used,ltm_records_used,budget_utilization,chars_per_topic,selection
57,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,29255,7,0.9142,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":29255}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""cf1eaab2-e600-5df8-b882-783f53dd7836"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.218898,""chars"":4538,""phase"":""floor""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""distilled_id"":""94c70852-f29d-5576-a6f7-f408c0e43861"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.20328,""chars"":3545,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.19515,""chars"":4615,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.183778,""chars"":3028,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.183172,""chars"":4087,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.181194,""chars"":4455,""phase"":""fill""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.170196,""chars"":4987,""phase"":""fill""}]"
58,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,28516,7,0.8911,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":28516}","[{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""distilled_id"":""94c70852-f29d-5576-a6f7-f408c0e43861"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.202662,""chars"":3545,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""8beeff18-1ca1-5644-a60b-df91a6ce097f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.192448,""chars"":4538,""phase"":""fill""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.184951,""chars"":4987,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.180802,""chars"":4455,""phase"":""fill""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.178736,""chars"":3348,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.166393,""chars"":3028,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.16635,""chars"":4615,""phase"":""fill""}]"
59,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,7,5,0,24,31750,8,0.9922,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":31750}","[{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.265374,""chars"":4615,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""86577cc7-21ec-5f4d-970e-ee94a1679081"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.259374,""chars"":4538,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""af4550cd-4e27-5916-8147-e885f39ec147"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.247511,""chars"":4482,""phase"":""fill""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.240439,""chars"":3348,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.231978,""chars"":3028,""phase"":""fill""},{""episode_id"":""486fa02d-a5b5-48f6-85b2-9dbd84657ae1"",""distilled_id"":""9404e66b-7dea-58b4-9049-4f55b2e9b2af"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.228232,""chars"":3545,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""4f00dc36-cb90-58af-a7a3-52f4de38d1aa"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.221105,""chars"":3739,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.220893,""chars"":4455,""phase"":""fill""}]"
60,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,28944,7,0.9045,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":28944}","[{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.216662,""chars"":4087,""phase"":""floor""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""3b29a88a-81ee-58f2-bee2-707ffaa414db"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.207277,""chars"":4455,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.205386,""chars"":4615,""phase"":""fill""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.179691,""chars"":4538,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""a304ec85-04d0-504e-886f-6c5b46d29f76"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.174549,""chars"":3739,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""af4550cd-4e27-5916-8147-e885f39ec147"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.170809,""chars"":4482,""phase"":""fill""},{""episode_id"":""62bfa5b3-18a7-41ab-8e05-09ee6d8a9c84"",""distilled_id"":""7a2d30dd-2438-50b7-b85c-3f6d5c04149f"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.164159,""chars"":3028,""phase"":""fill""}]"
61,32000,1,"[""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",1,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",1,6,5,0,24,30903,7,0.9657,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":30903}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.362573,""chars"":4538,""phase"":""floor""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.335003,""chars"":4987,""phase"":""fill""},{""episode_id"":""b8a6e4e7-a2ee-4665-9b86-a0889e7d0e3e"",""distilled_id"":""0c36ce08-05f2-52c7-b5f2-aa9da621b064"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.316344,""chars"":3739,""phase"":""fill""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""26f8281d-5722-5732-9ef5-0bf249640e0b"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.308793,""chars"":4087,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""d30d3093-bc62-5ba2-ad83-b75aa4e699a3"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.302696,""chars"":4615,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""4c886e71-7a08-5ff9-a745-f50f7b6dbe81"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.295374,""chars"":4455,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.265591,""chars"":4482,""phase"":""fill""}]"
62,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1}",2,5,5,0,57,30736,7,0.9605,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":17757,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":12979}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""86577cc7-21ec-5f4d-970e-ee94a1679081"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.304361,""chars"":4538,""phase"":""floor""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.284707,""chars"":4482,""phase"":""fill""},{""episode_id"":""29e1ec0b-909e-4b9a-a17d-1803cb3f5fba"",""distilled_id"":""d645733f-7bfc-538d-a1a6-91510c817876"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.278195,""chars"":5011,""phase"":""floor""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.276744,""chars"":2862,""phase"":""fill""},{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.2685,""chars"":5106,""phase"":""fill""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.266003,""chars"":4987,""phase"":""fill""},{""episode_id"":""d9ee4210-0492-4008-9d07-50ed38693e6b"",""distilled_id"":""737707a1-a068-5826-9cf2-7a484caa02d4"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.2524,""chars"":3750,""phase"":""fill""}]"
63,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1}",2,6,5,0,57,31870,8,0.9959,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":9153,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":22717}","[{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.392809,""chars"":4538,""phase"":""floor""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.388947,""chars"":2862,""phase"":""floor""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.364814,""chars"":4615,""phase"":""fill""},{""episode_id"":""77d8ee79-11d6-4934-8e18-64458fe34d32"",""distilled_id"":""674bb09b-98da-5475-a647-73fa4f152566"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.354649,""chars"":3650,""phase"":""fill""},{""episode_id"":""29e1ec0b-909e-4b9a-a17d-1803cb3f5fba"",""distilled_id"":""d645733f-7bfc-538d-a1a6-91510c817876"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.331862,""chars"":5011,""phase"":""fill""},{""episode_id"":""a79be741-ba04-4fd1-9d62-14a567a897f6"",""distilled_id"":""8f33be8b-c001-514c-be0c-3ce7c70f2a89"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.329809,""chars"":3517,""phase"":""fill""},{""episode_id"":""7f272a17-c445-4c60-919b-8d02d3e7acb9"",""distilled_id"":""c0764d1f-daa0-5b13-bf0a-b07ad2e61050"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.318849,""chars"":4629,""phase"":""fill""},{""episode_id"":""7cf5ead9-ae4f-43ce-9961-c4a38de14c48"",""distilled_id"":""6f872ed3-d10d-54de-bfff-e2fd18d2bf3f"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.205968,""chars"":3048,""phase"":""fill""}]"
64,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,6,5,0,57,31188,8,0.9746,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":17048,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":14140}","[{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.322419,""chars"":5106,""phase"":""floor""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""71579f66-35e0-58db-bd2d-b5092b1c21d0"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.272902,""chars"":4615,""phase"":""floor""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.262234,""chars"":4538,""phase"":""fill""},{""episode_id"":""7cf5ead9-ae4f-43ce-9961-c4a38de14c48"",""distilled_id"":""3bcc3f85-f448-5db1-9092-eeeda46de72d"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.260522,""chars"":3048,""phase"":""fill""},{""episode_id"":""ad341f74-2541-4269-9be4-494ec86f3454"",""distilled_id"":""0b75fc29-2e46-5ad8-9523-832797dfbd57"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.251772,""chars"":4987,""phase"":""fill""},{""episode_id"":""7f272a17-c445-4c60-919b-8d02d3e7acb9"",""distilled_id"":""2953a167-d8df-53f1-ae10-5ad30ad2766b"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.246407,""chars"":4629,""phase"":""fill""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.245149,""chars"":2862,""phase"":""fill""},{""episode_id"":""fa1661cb-0cde-4a4d-b2a2-926d5d3653a2"",""distilled_id"":""8a7269c5-2f52-523e-9a33-12bc18674bfb"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.10108,""chars"":1403,""phase"":""fill""}]"
65,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1}",2,6,5,0,57,31904,8,0.9970,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":25525,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":6379}","[{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.377797,""chars"":4615,""phase"":""floor""},{""episode_id"":""761e828b-48bb-4424-9d65-e17ab7e6b813"",""distilled_id"":""3e8f73a0-ff72-53ee-96ce-6e0aafd755b9"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.291362,""chars"":4087,""phase"":""fill""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.28177,""chars"":4538,""phase"":""fill""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.276439,""chars"":2862,""phase"":""floor""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.272423,""chars"":4455,""phase"":""fill""},{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.270979,""chars"":4482,""phase"":""fill""},{""episode_id"":""0ab88810-df32-480c-add1-f8d80b77c580"",""distilled_id"":""5bbdc389-7e1d-589a-bced-a04a83c6b003"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.270278,""chars"":3348,""phase"":""fill""},{""episode_id"":""a79be741-ba04-4fd1-9d62-14a567a897f6"",""distilled_id"":""8f33be8b-c001-514c-be0c-3ce7c70f2a89"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.254059,""chars"":3517,""phase"":""fill""}]"
66,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1}",2,6,5,0,57,31511,8,0.9847,"{""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":18090,""b667bd37-ef6f-4a8b-8511-9a02581b120c"":13421}","[{""episode_id"":""ddf1249b-de7d-413d-ba3c-4104c7725109"",""distilled_id"":""7188a7bd-b8dc-5e14-87e4-8106c4d50bbe"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.32038,""chars"":4482,""phase"":""floor""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.309212,""chars"":2862,""phase"":""floor""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.301618,""chars"":4615,""phase"":""fill""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.293765,""chars"":4538,""phase"":""fill""},{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.283646,""chars"":5106,""phase"":""fill""},{""episode_id"":""1c47e749-3d21-4255-9a63-4bb2cf15c669"",""distilled_id"":""fbeaeb75-f073-5902-9779-1721fff9ccfd"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.256726,""chars"":4455,""phase"":""fill""},{""episode_id"":""0c69e3db-b622-4050-851f-23f82122d515"",""distilled_id"":""2940ea6a-6ab3-59ea-903b-cacfc5a8c8ee"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.253731,""chars"":4050,""phase"":""fill""},{""episode_id"":""fa1661cb-0cde-4a4d-b2a2-926d5d3653a2"",""distilled_id"":""8a7269c5-2f52-523e-9a33-12bc18674bfb"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.158737,""chars"":1403,""phase"":""fill""}]"
67,32000,1,"[""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""f2d154ee-1364-4de7-8f5f-2c7ae3b92341""]",2,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":1,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":1}",2,6,5,0,57,31970,8,0.9991,"{""b667bd37-ef6f-4a8b-8511-9a02581b120c"":22817,""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"":9153}","[{""episode_id"":""9dc590fd-7364-4893-8270-7613c700e168"",""distilled_id"":""9815f3a9-cd89-5288-a422-0471e14ee181"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.35052,""chars"":5106,""phase"":""floor""},{""episode_id"":""da21e4fc-71a6-4b2d-bee3-69caf2920a73"",""distilled_id"":""1bd88291-f42d-53f7-bb74-44eefbea8975"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.343093,""chars"":2862,""phase"":""fill""},{""episode_id"":""98872452-010e-45d4-965b-c34e338812b0"",""distilled_id"":""39d11edb-b481-51f0-b8b7-b99a16479c8d"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.327201,""chars"":4615,""phase"":""floor""},{""episode_id"":""a79be741-ba04-4fd1-9d62-14a567a897f6"",""distilled_id"":""8f33be8b-c001-514c-be0c-3ce7c70f2a89"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.315186,""chars"":3517,""phase"":""fill""},{""episode_id"":""903db149-a8ac-411f-8bbc-ecf3efe13b65"",""distilled_id"":""2457604d-736f-530c-ae55-17ea30ab1069"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.290323,""chars"":4634,""phase"":""fill""},{""episode_id"":""77d8ee79-11d6-4934-8e18-64458fe34d32"",""distilled_id"":""674bb09b-98da-5475-a647-73fa4f152566"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.285422,""chars"":3650,""phase"":""fill""},{""episode_id"":""908b8c5e-66f8-41d1-b875-63a431b9ff4b"",""distilled_id"":""9a448704-637c-543d-b083-444cdbfba374"",""topic"":""f2d154ee-1364-4de7-8f5f-2c7ae3b92341"",""similarity"":0.283437,""chars"":4538,""phase"":""fill""},{""episode_id"":""7cf5ead9-ae4f-43ce-9961-c4a38de14c48"",""distilled_id"":""ee3d9c9d-af0e-5e9c-a289-39aafef7258a"",""topic"":""b667bd37-ef6f-4a8b-8511-9a02581b120c"",""similarity"":0.244262,""chars"":3048,""phase"":""fill""}]"
