turn,episode_id,episode_turn,topic,similarity,provenance,promoted_at_turn,trigger_type,triggered_filter
35,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.1697324812412262,ltm,31,weighted_threshold,
35,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.1585085242986679,ltm,31,weighted_threshold,
36,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.2756540775299072,ltm,31,weighted_threshold,
36,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.22166737914085388,ltm,31,weighted_threshold,
36,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.17675070464611053,ltm,31,weighted_threshold,
36,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.17085528373718262,ltm,31,weighted_threshold,
36,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.16289742290973663,ltm,31,weighted_threshold,
37,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.2268158346414566,ltm,31,weighted_threshold,
37,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.22284403443336487,ltm,31,weighted_threshold,
37,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.1866050362586975,ltm,31,weighted_threshold,
37,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.1547960489988327,ltm,31,weighted_threshold,
37,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.14325125515460968,ltm,31,weighted_threshold,
38,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.21295166015625,ltm,31,weighted_threshold,
38,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.17871159315109253,ltm,31,weighted_threshold,
38,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.1752614825963974,ltm,31,weighted_threshold,
38,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.16961373388767242,ltm,31,weighted_threshold,
38,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.16150698065757751,ltm,31,weighted_threshold,
39,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.15114262700080872,ltm,31,weighted_threshold,
39,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.14966289699077606,ltm,31,weighted_threshold,
39,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.13341975212097168,ltm,31,weighted_threshold,
39,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.12519223988056183,ltm,31,weighted_threshold,
39,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.11090637743473053,ltm,31,weighted_threshold,
40,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.23740795254707336,ltm,31,weighted_threshold,
40,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.22225704789161682,ltm,31,weighted_threshold,
40,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.17899972200393677,ltm,31,weighted_threshold,
40,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.17713630199432373,ltm,31,weighted_threshold,
40,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.16341066360473633,ltm,31,weighted_threshold,
41,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.22874227166175842,ltm,31,weighted_threshold,
41,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.15892527997493744,ltm,31,weighted_threshold,
41,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.15041089057922363,ltm,31,weighted_threshold,
41,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.1501966416835785,ltm,31,weighted_threshold,
41,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.14243246614933014,ltm,31,weighted_threshold,
42,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.26370978355407715,ltm,31,weighted_threshold,
42,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.2149662971496582,ltm,31,weighted_threshold,
42,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.20925244688987732,ltm,31,weighted_threshold,
42,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.1840001344680786,ltm,31,weighted_threshold,
42,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.17756293714046478,ltm,31,weighted_threshold,
43,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.23611295223236084,ltm,31,weighted_threshold,
43,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.22718732059001923,ltm,31,weighted_threshold,
43,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.2235558182001114,ltm,31,weighted_threshold,
43,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.20231495797634125,ltm,31,weighted_threshold,
43,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.20116595923900604,ltm,31,weighted_threshold,
44,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.15588559210300446,ltm,31,weighted_threshold,
44,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.10858854651451111,ltm,31,weighted_threshold,
44,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.08537320047616959,ltm,31,weighted_threshold,
44,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.08003731817007065,ltm,31,weighted_threshold,
44,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.07736421376466751,ltm,31,weighted_threshold,
45,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.23228122293949127,ltm,31,weighted_threshold,
45,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.22004935145378113,ltm,31,weighted_threshold,
45,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.1929762214422226,ltm,31,weighted_threshold,
45,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.17908349633216858,ltm,31,weighted_threshold,
45,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.17810870707035065,ltm,31,weighted_threshold,
46,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.19796904921531677,ltm,31,weighted_threshold,
46,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.1818259358406067,ltm,31,weighted_threshold,
46,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.1753966510295868,ltm,31,weighted_threshold,
46,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.1495756357908249,ltm,31,weighted_threshold,
46,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.12571631371974945,ltm,31,weighted_threshold,
47,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.3003230690956116,ltm,31,weighted_threshold,
47,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.27329251170158386,ltm,31,weighted_threshold,
47,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.2676074504852295,ltm,31,weighted_threshold,
47,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2450825572013855,ltm,31,weighted_threshold,
47,275c039d-3e29-420a-a26e-a5c589ee2cc5,5,topic_2,0.20385296642780304,ltm,31,weighted_threshold,
48,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.20752674341201782,ltm,31,weighted_threshold,
48,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.20462666451931,ltm,31,weighted_threshold,
48,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.18376131355762482,ltm,31,weighted_threshold,
48,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.17690090835094452,ltm,31,weighted_threshold,
48,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.17649386823177338,ltm,31,weighted_threshold,
49,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.25504693388938904,ltm,31,weighted_threshold,
49,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.22859425842761993,ltm,31,weighted_threshold,
49,275c039d-3e29-420a-a26e-a5c589ee2cc5,5,topic_2,0.20986568927764893,ltm,31,weighted_threshold,
49,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2078532725572586,ltm,31,weighted_threshold,
49,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.20202907919883728,ltm,31,weighted_threshold,
50,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.11699483543634415,ltm,31,weighted_threshold,
50,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.11573538929224014,ltm,31,weighted_threshold,
50,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.09326019138097763,ltm,31,weighted_threshold,
50,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.09142293781042099,ltm,31,weighted_threshold,
50,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.08862756937742233,ltm,31,weighted_threshold,
51,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.19654276967048645,ltm,31,weighted_threshold,
51,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.18603751063346863,ltm,31,weighted_threshold,
51,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.17346863448619843,ltm,31,weighted_threshold,
51,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.17292559146881104,ltm,31,weighted_threshold,
51,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.1285882294178009,ltm,31,weighted_threshold,
52,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.276790589094162,ltm,31,weighted_threshold,
52,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.24625198543071747,ltm,31,weighted_threshold,
52,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.20238137245178223,ltm,31,weighted_threshold,
52,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.17379643023014069,ltm,31,weighted_threshold,
52,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.1696564257144928,ltm,31,weighted_threshold,
53,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.23618628084659576,ltm,31,weighted_threshold,
53,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.2188602089881897,ltm,31,weighted_threshold,
53,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.21817003190517426,ltm,31,weighted_threshold,
53,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.19274213910102844,ltm,31,weighted_threshold,
53,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.1581379920244217,ltm,31,weighted_threshold,
54,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2053835391998291,ltm,31,weighted_threshold,
54,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.17935210466384888,ltm,31,weighted_threshold,
54,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.1747286170721054,ltm,31,weighted_threshold,
54,275c039d-3e29-420a-a26e-a5c589ee2cc5,5,topic_2,0.16761475801467896,ltm,31,weighted_threshold,
54,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.14984732866287231,ltm,31,weighted_threshold,
55,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.22390341758728027,ltm,31,weighted_threshold,
55,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.1383322775363922,ltm,31,weighted_threshold,
55,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.1270267218351364,ltm,31,weighted_threshold,
55,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.09942347556352615,ltm,31,weighted_threshold,
55,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.09422420710325241,ltm,31,weighted_threshold,
56,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.22709856927394867,ltm,31,weighted_threshold,
56,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.21057797968387604,ltm,31,weighted_threshold,
56,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.20591463148593903,ltm,31,weighted_threshold,
56,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.1999756544828415,ltm,31,weighted_threshold,
56,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.1923632174730301,ltm,31,weighted_threshold,
57,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.20166733860969543,ltm,31,weighted_threshold,
57,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.19121326506137848,ltm,31,weighted_threshold,
57,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.14983844757080078,ltm,31,weighted_threshold,
57,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.1363329291343689,ltm,31,weighted_threshold,
57,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.1303102672100067,ltm,31,weighted_threshold,
58,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.21984748542308807,ltm,31,weighted_threshold,
58,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.16555169224739075,ltm,31,weighted_threshold,
58,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.14026416838169098,ltm,31,weighted_threshold,
58,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.13372039794921875,ltm,31,weighted_threshold,
58,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.12204437702894211,ltm,31,weighted_threshold,
59,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.21753044426441193,ltm,31,weighted_threshold,
59,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.20971758663654327,ltm,31,weighted_threshold,
59,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.17811614274978638,ltm,31,weighted_threshold,
59,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.17777575552463531,ltm,31,weighted_threshold,
59,275c039d-3e29-420a-a26e-a5c589ee2cc5,5,topic_2,0.15767724812030792,ltm,31,weighted_threshold,
60,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2052878439426422,ltm,31,weighted_threshold,
60,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.1519155353307724,ltm,31,weighted_threshold,
60,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.13391104340553284,ltm,31,weighted_threshold,
60,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.12252140790224075,ltm,31,weighted_threshold,
60,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.11466093361377716,ltm,31,weighted_threshold,
61,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.29684218764305115,ltm,31,weighted_threshold,
61,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.26910972595214844,ltm,31,weighted_threshold,
61,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.22702331840991974,ltm,31,weighted_threshold,
61,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.15126796066761017,ltm,31,weighted_threshold,
61,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.14820532500743866,ltm,31,weighted_threshold,
62,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.21841374039649963,ltm,31,weighted_threshold,
62,275c039d-3e29-420a-a26e-a5c589ee2cc5,5,topic_2,0.18691737949848175,ltm,31,weighted_threshold,
62,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.1854105293750763,ltm,31,weighted_threshold,
62,d77a8569-5c33-4856-a4a6-8feb69b36bb7,55,topic_3,0.18450134992599487,ltm,61,all_or_nothing,repetition
62,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.16051152348518372,ltm,31,weighted_threshold,
63,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.275304913520813,ltm,31,weighted_threshold,
63,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2691687345504761,ltm,31,weighted_threshold,
63,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.25188493728637695,ltm,31,weighted_threshold,
63,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.21367663145065308,ltm,31,weighted_threshold,
63,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.17476175725460052,ltm,31,weighted_threshold,
64,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.18236979842185974,ltm,31,weighted_threshold,
64,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.18155300617218018,ltm,31,weighted_threshold,
64,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.17892129719257355,ltm,31,weighted_threshold,
64,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.13848719000816345,ltm,31,weighted_threshold,
64,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.13817277550697327,ltm,31,weighted_threshold,
65,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2692776620388031,ltm,31,weighted_threshold,
65,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.24253928661346436,ltm,31,weighted_threshold,
65,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.23300153017044067,ltm,31,weighted_threshold,
65,d77a8569-5c33-4856-a4a6-8feb69b36bb7,55,topic_3,0.22646459937095642,ltm,61,all_or_nothing,repetition
65,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.2125401645898819,ltm,31,weighted_threshold,
66,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.2550118565559387,ltm,31,weighted_threshold,
66,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.23054128885269165,ltm,31,weighted_threshold,
66,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2175419181585312,ltm,31,weighted_threshold,
66,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.21419276297092438,ltm,31,weighted_threshold,
66,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.2043900042772293,ltm,31,weighted_threshold,
67,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2495502233505249,ltm,31,weighted_threshold,
67,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.20841580629348755,ltm,31,weighted_threshold,
67,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.17537829279899597,ltm,31,weighted_threshold,
67,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.17485041916370392,ltm,31,weighted_threshold,
67,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.1600041538476944,ltm,31,weighted_threshold,
68,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.26897358894348145,ltm,31,weighted_threshold,
68,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.2660488784313202,ltm,31,weighted_threshold,
68,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2304798662662506,ltm,31,weighted_threshold,
68,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.19581708312034607,ltm,31,weighted_threshold,
68,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.18143019080162048,ltm,31,weighted_threshold,
69,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2744472920894623,ltm,31,weighted_threshold,
69,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.24045264720916748,ltm,31,weighted_threshold,
69,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.235290989279747,ltm,31,weighted_threshold,
69,d77a8569-5c33-4856-a4a6-8feb69b36bb7,55,topic_3,0.20269523561000824,ltm,61,all_or_nothing,repetition
69,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.2001352161169052,ltm,31,weighted_threshold,
70,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.17006461322307587,ltm,31,weighted_threshold,
70,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.16809150576591492,ltm,31,weighted_threshold,
70,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.16570942103862762,ltm,31,weighted_threshold,
70,275c039d-3e29-420a-a26e-a5c589ee2cc5,5,topic_2,0.15431977808475494,ltm,31,weighted_threshold,
70,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.13873156905174255,ltm,31,weighted_threshold,
71,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.1392744928598404,ltm,31,weighted_threshold,
71,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.13804614543914795,ltm,31,weighted_threshold,
71,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.11698910593986511,ltm,31,weighted_threshold,
71,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.10397414118051529,ltm,31,weighted_threshold,
71,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.10039520263671875,ltm,31,weighted_threshold,
72,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.26140740513801575,ltm,31,weighted_threshold,
72,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.242084801197052,ltm,31,weighted_threshold,
72,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.22226564586162567,ltm,31,weighted_threshold,
72,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.19619455933570862,ltm,31,weighted_threshold,
72,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.18899023532867432,ltm,31,weighted_threshold,
73,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.1865561157464981,ltm,31,weighted_threshold,
73,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.1413363516330719,ltm,31,weighted_threshold,
73,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.13548532128334045,ltm,31,weighted_threshold,
73,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.13379184901714325,ltm,31,weighted_threshold,
73,a1db6ac8-f72a-4aa8-926b-439b7198da17,8,topic_2,0.1293409913778305,ltm,31,weighted_threshold,
74,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.32539868354797363,ltm,31,weighted_threshold,
74,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.2724250555038452,ltm,31,weighted_threshold,
74,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.24266964197158813,ltm,31,weighted_threshold,
74,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.22516930103302002,ltm,31,weighted_threshold,
74,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.220902219414711,ltm,31,weighted_threshold,
75,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.21081703901290894,ltm,31,weighted_threshold,
75,275c039d-3e29-420a-a26e-a5c589ee2cc5,5,topic_2,0.206915944814682,ltm,31,weighted_threshold,
75,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.20009537041187286,ltm,31,weighted_threshold,
75,fc3980d5-ea50-488f-aad1-df173c0ab57e,3,topic_2,0.1790565550327301,ltm,31,weighted_threshold,
75,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.14452531933784485,ltm,31,weighted_threshold,
76,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.2160978615283966,ltm,31,weighted_threshold,
76,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.21464045345783234,ltm,31,weighted_threshold,
76,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.20829664170742035,ltm,31,weighted_threshold,
76,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.18721911311149597,ltm,31,weighted_threshold,
76,d66fd3d1-9fce-4e23-ade2-0da92bbdbde1,9,topic_2,0.13904455304145813,ltm,31,weighted_threshold,
77,dd62d298-c08f-4b2e-9972-d8ce02c89905,2,topic_2,0.26820313930511475,ltm,31,weighted_threshold,
77,517353ea-e1d8-4979-9dfa-1da589ed8d66,1,topic_2,0.23864489793777466,ltm,31,weighted_threshold,
77,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2302250862121582,ltm,31,weighted_threshold,
77,dfde0dad-c6b3-4d7c-8beb-2876ab07bd2c,4,topic_2,0.21423642337322235,ltm,31,weighted_threshold,
77,d77a8569-5c33-4856-a4a6-8feb69b36bb7,55,topic_3,0.19988657534122467,ltm,61,all_or_nothing,repetition
78,ba92086c-db9a-49fd-936e-e659226d4689,14,topic_2,0.2790386378765106,ltm,31,weighted_threshold,
