turn,b_ltm,k_min,floor_ranking,fill_cap,render_mode,topics_present,topic_count,floor_selected_per_topic,floor_selected,fill_selected,fill_selected_per_topic,fill_cap_skips,containment_drops,refills,collapsed_to_episode,ltm_chars_used,ltm_records_used,budget_utilization,chars_per_topic,selection
50,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
51,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
52,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
53,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
54,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
55,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
56,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
57,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
58,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
59,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
60,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
61,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
62,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
63,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
64,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
65,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
66,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
67,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
68,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
69,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
70,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
71,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
72,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
73,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
74,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
75,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
76,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
77,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
78,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
79,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
80,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
81,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
82,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
83,32000,1,similarity,,episode,[],0,{},0,0,{},0,0,0,0,0,0,0.0000,{},[]
84,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.408933,""density"":null,""chars"":532,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.374027,""density"":null,""chars"":345,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
85,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.437987,""density"":null,""chars"":345,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.397036,""density"":null,""chars"":532,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130}]"
86,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.467176,""density"":null,""chars"":532,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.443246,""density"":null,""chars"":345,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
87,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.463919,""density"":null,""chars"":532,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.455319,""density"":null,""chars"":345,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
88,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.415875,""density"":null,""chars"":345,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.398091,""density"":null,""chars"":532,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130}]"
89,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.390549,""density"":null,""chars"":345,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.3514,""density"":null,""chars"":532,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130}]"
90,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.432282,""density"":null,""chars"":532,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.40068,""density"":null,""chars"":345,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
91,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.432834,""density"":null,""chars"":532,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.430892,""density"":null,""chars"":345,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
92,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.408933,""density"":null,""chars"":532,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.374027,""density"":null,""chars"":345,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
93,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.437987,""density"":null,""chars"":345,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.397036,""density"":null,""chars"":532,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130}]"
94,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.467176,""density"":null,""chars"":532,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.443246,""density"":null,""chars"":345,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
95,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.463919,""density"":null,""chars"":532,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.455319,""density"":null,""chars"":345,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
96,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.415875,""density"":null,""chars"":345,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.398091,""density"":null,""chars"":532,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130}]"
97,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.390549,""density"":null,""chars"":345,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179},{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.3514,""density"":null,""chars"":532,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130}]"
98,32000,1,similarity,,episode,"[""8c0944a9-be62-46ed-b988-f52c62ea00c4""]",1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",1,1,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":1}",0,6,0,3,877,2,0.0274,"{""8c0944a9-be62-46ed-b988-f52c62ea00c4"":877}","[{""episode_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""distilled_id"":""578973d2-b2d6-56dc-9c39-a93bc454c18b"",""rendered_unit_id"":""dba57d9b-fb4f-44ee-bf89-c4854c631812"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.432282,""density"":null,""chars"":532,""phase"":""floor"",""render_mode"":""episode"",""source_turn"":75,""role"":""user"",""span_start"":6,""span_end"":130},{""episode_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""distilled_id"":""3d75d240-5532-5c69-a050-f8cbca264457"",""rendered_unit_id"":""3c4386c1-c2c6-4b89-820f-085efbbb4b94"",""topic"":""8c0944a9-be62-46ed-b988-f52c62ea00c4"",""similarity"":0.40068,""density"":null,""chars"":345,""phase"":""fill"",""render_mode"":""episode"",""source_turn"":40,""role"":""user"",""span_start"":150,""span_end"":179}]"
